Year,Song,Artist,query_idx,official,topic,channel_artist_same,keywords,video_title,video_channel,video_url
2023,Thirsty,aespa,2,True,False,True,True,aespa 'thirsty' (official audio),aespa,https://www.youtube.com/watch?v=K8P_p4j9T38
2023,Secret Playlist OST Part.1 (Paradise),로켓펀치 (Rocket Punch),0,True,False,False,True,"[official audio] 로켓펀치(rocket punch) - paradise :: 플레이, 플리(secret playlist) ost part.1",모스트콘텐츠 mostcontents,https://www.youtube.com/watch?v=oOJ8CW1Kmcw
2022,DM,프로미스나인(fromis_9),1,False,False,False,True,fromis_9 dm lyrics (프로미스나인 dm 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=4Qr0Pae4EN8
2023,DUNE,ATEEZ (에이티즈),5,True,False,False,True,ateez (에이티즈) 'dune' official audio,jxs_bp official,https://www.youtube.com/watch?v=QlrZmmZ8Ejw
2022,Seventeen,소녀시대,1,False,False,False,True,girls’ generation (소녀시대) - 'seventeen' lyrics color coded [han/rom/eng],키노결kinogyul,https://www.youtube.com/watch?v=AU2c7HyK5eU
2023,BOOM,로켓펀치 (Rocket Punch),8,False,False,False,True,rocket punch boom lyrics (color coded lyrics),chaereve,https://www.youtube.com/watch?v=mW6Im1KcSpk
2022,Shadow,세븐틴(SEVENTEEN),0,False,False,False,True,seventeen shadow lyrics (세븐틴 shadow 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=3BO0UYNgNQM
2022,Villain,소녀시대,1,False,False,False,True,girls' generation (소녀시대)  – 'villain’ lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=Qpar62F0j_A
2023,Pretty Thing,이븐 (EVNNE),1,True,False,False,True,evnne (이븐) 'pretty thing' official audio,jxs_bp official,https://www.youtube.com/watch?v=fAcOpkhcwBE
2023,JUKEBOX,이븐 (EVNNE),1,False,False,False,True,evnne (이븐) - jukebox (color coded lyrics eng/rom/han/가사),chaemin,https://www.youtube.com/watch?v=SUXk318-2vE
2023,Only One,방예담,7,True,False,False,True,bang yedam (방예담) 'only one' official audio,jxs_bp official,https://www.youtube.com/watch?v=WpVMvYpTMZA
2023,Baddie,크래비티(CRAVITY),0,False,False,False,True,cravity- baddie [color coded lyrics/han/rom/eng],fangirl kpop,https://www.youtube.com/watch?v=uDKjpCKu868
2023,Your Text,이븐 (EVNNE),6,True,False,False,True,evnne (이븐) 'your text' official audio,jxs_bp official,https://www.youtube.com/watch?v=eLzSJAO9Li8
2023,Runaway,민호,5,False,False,False,True,mino run away lyrics (송민호 도망가 가사) [color coded lyrics/han/rom/eng],lemoring,https://www.youtube.com/watch?v=ta2i0bGYOKw
2023,Freakin' Bad,Xdinary Heroes,2,True,False,False,True,xdinary heroes (엑스디너리 히어로즈) 'freakin' bad' official audio,jxs_bp official,https://www.youtube.com/watch?v=xS2aoY3dwAY
2023,Enemy,Xdinary Heroes,0,True,False,True,True,xdinary heroes - enemy (official audio),xdinary heroes,https://www.youtube.com/watch?v=VHf_k0P4REs
2023,Miracle,WayV,4,False,False,False,True,wayv 威神v - 'miracle' | color coded lyrics,pororodokyungie,https://www.youtube.com/watch?v=SyKI56PEz4M
2023,BE MINE,STAYC,2,False,False,False,True,stayc be mine lyrics (color coded lyrics),chaereve,https://www.youtube.com/watch?v=D71IA2jVFgA
2023,Better Things,aespa,2,False,False,False,True,aespa 'better things' lyrics (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=2fnVWHHBar8
2023,You,aespa,0,True,False,True,True,aespa 'you' (official audio),aespa,https://www.youtube.com/watch?v=ug6y1mQbr8s
2023,YOLO,aespa,0,True,False,True,True,aespa 'yolo' (official audio),aespa,https://www.youtube.com/watch?v=SsW6Jkf4jQQ
2023,Bicycle,Xdinary Heroes,1,True,False,True,True,xdinary heroes - bicycle (official audio),xdinary heroes,https://www.youtube.com/watch?v=Xqetv9G3uDg
2023,Come into My Head,Xdinary Heroes,0,True,False,True,True,xdinary heroes - come into my head (official audio),xdinary heroes,https://www.youtube.com/watch?v=EpYcFAhFOEU
2023,Fly,크래비티(CRAVITY),3,False,False,False,True,cravity (크래비티) - 'fly' lyrics [color coded han_rom_eng],madison d,https://www.youtube.com/watch?v=AZndaFKIcHU
2023,Sweet Venom,엔하이픈 (ENHYPEN),3,False,False,True,True,enhypen (엔하이픈) 'sweet venom' 안무 연습,enhypen,https://www.youtube.com/watch?v=xh8puYpkek0
2023,Rising,Dreamcatcher (드림캐쳐),1,False,False,False,True,dreamcatcher (드림캐쳐) - 'rising' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=UlxJLq7jUjM
2023,Raincoat,베리베리 (VERIVERY),0,False,False,True,True,raincoat (raincoat),verivery,https://www.youtube.com/watch?v=j0VSvwgUdws
2023,Smile With You,베리베리 (VERIVERY),0,False,False,True,True,smile with you () (smile with you ()),verivery,https://www.youtube.com/watch?v=RMV775MSd3c
2023,Mortal,엔하이픈 (ENHYPEN),1,False,False,False,True,enhypen (엔하이픈) - 'mortal' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=f2-E5QUFnpo
2023,Kill Shot,ITZY,5,False,False,False,True,itzy kill shot lyrics (color coded lyrics),chaereve,https://www.youtube.com/watch?v=vDGl4RYA6BA
2023,Salty & Sweet,aespa,3,True,False,True,True,aespa 'salty & sweet' (official audio),aespa,https://www.youtube.com/watch?v=sORkB5o3b6o
2023,Shatter,Dreamcatcher (드림캐쳐),3,True,False,False,True,dreamcatcher (드림캐쳐) 'shatter' official audio,jxs_bp official,https://www.youtube.com/watch?v=ElGTjpJNCYk
2023,I WANNA DO,STAYC,8,False,False,False,True,stayc i wanna do lyrics (color coded lyrics),chaereve,https://www.youtube.com/watch?v=QHc4OMK1fUE
2023,Even More,이븐 (EVNNE),2,True,False,False,True,evnne (이븐) 'even more' official audio,jxs_bp official,https://www.youtube.com/watch?v=eAgMAseLCEA
2023,We Are Young,Dreamcatcher (드림캐쳐),1,False,False,False,True,dreamcatcher (드림캐쳐) - 'we are young lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=Ht38Fell5AA
2023,Again? Again!,Xdinary Heroes,2,True,False,True,True,xdinary heroes - again? again! (official audio),xdinary heroes,https://www.youtube.com/watch?v=QAsvxJnZr5Y
2023,TROUBLE,이븐 (EVNNE),1,False,False,False,True,evnne trouble lyrics (이븐 trouble 가사) (color coded lyrics),jaerasou,https://www.youtube.com/watch?v=XfkheCfoQDo
2023,Good Enough,Xdinary Heroes,1,True,False,True,True,xdinary heroes - good enough (official audio),xdinary heroes,https://www.youtube.com/watch?v=Uh31ioXK7Cw
2023,Better (Korean Ver.),ATEEZ (에이티즈),2,False,False,True,True,better,ateez,https://www.youtube.com/watch?v=c7nldeieAh4
2023,Vroom Vroom,Tempest,4,True,False,False,True,tempest (템페스트) 'vroom vroom' official audio,jxs_bp official,https://www.youtube.com/watch?v=HNEF_axV9l4
2023,Hot Air Balloon,aespa,0,True,False,True,True,aespa 'hot air balloon' (official audio),aespa,https://www.youtube.com/watch?v=Rbn56x39OLs
2023,BONVOYAGE,Dreamcatcher (드림캐쳐),4,False,False,False,True,dreamcatcher bonvoyage lyrics (드림캐쳐 bonvoyage 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=mYSmwpErQSg
2023,Don’t Blink,aespa,0,True,False,True,True,aespa 'don't blink' (official audio),aespa,https://www.youtube.com/watch?v=bzX5R8_GqEQ
2023,OOTD,Dreamcatcher (드림캐쳐),3,False,False,False,True,dreamcatcher ootd lyrics (color coded lyrics),chaereve,https://www.youtube.com/watch?v=FmScNa8jmK8
2023,"3Racha (Bang Chan,Changbin,HAN)",Stray Kids,2,False,False,False,True,stray kids 3racha lyrics (스트레이키즈 3racha 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=cHLm_Gkcchk
2023,DEMIAN,Dreamcatcher (드림캐쳐),3,True,False,False,True,dreamcatcher (드림캐쳐) 'demian' official audio,jxs_bp official,https://www.youtube.com/watch?v=8sO7S978DDo
2023,You & Me,제니,2,True,False,False,True,jennie - you & me (official audio),blackpink,https://www.youtube.com/watch?v=CpbJO2Z6DA4
2023,Try Again,WayV,0,False,True,False,True,try again,d.ear - topic,https://www.youtube.com/watch?v=KuRoG6s2kO4
2023,Reason,Dreamcatcher (드림캐쳐),3,True,False,False,True,dreamcatcher (드림캐쳐) 'reason' official audio,jxs_bp official,https://www.youtube.com/watch?v=y_cIJKlOqKk
2023,The Girls (BLACKPINK THE GAME OST),BLACKPINK,5,True,False,False,True,blackpink (블랙핑크) 'the girls (blackpink the game ost)' official audio,jxs_bp official,https://www.youtube.com/watch?v=FXRdCfHPrWg
2023,Bluetooth,Tempest,3,True,False,False,True,tempest (템페스트) 'bluetooth' official audio,jxs_bp official,https://www.youtube.com/watch?v=tPc86ZaWerY
2023,Welcome to my Paradise,WayV,1,False,False,False,True,wayv - 'welcome to my paradise' lyrics [color coded_kan_rom_eng],zaty farhani,https://www.youtube.com/watch?v=wYWBcZZ27D8
2023,Pado (Wave to Me),Pentagon,4,True,False,False,True,pentagon (ペンタゴン) 'pado (wave to me)' official audio,jxs_bp official,https://www.youtube.com/watch?v=6Vx9Dm0ZVCY
2023,Kiss Me,송윤형,1,False,False,False,True,ikon dk kiss me lyrics (color coded lyrics),jendukie,https://www.youtube.com/watch?v=NuTTEpkwfpA
2023,To. Yo,Dreamcatcher (드림캐쳐),3,False,False,False,True,dreamcatcher (드림캐쳐) - 'to. you' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=QsWftq4jSZw
2023,별이 빛나는 밤에 (Starry Night),정우,6,False,True,False,True,별이 빛나는 밤에 (feat. mad clown & 강선아),soriheda - topic,https://www.youtube.com/watch?v=_vXwG8xV9N4
2023,Blue Moon,김진환,7,True,False,False,True,jay (김진환) 'blue moon' official audio,jxs_bp official,https://www.youtube.com/watch?v=mgHo1zZ8yl0
2023,자석 (MAGNET) (feat. Moon Sujin),김진환,1,True,False,False,True,jay (김진환) 'magnet (feat. moon sujin)' official audio,jxs_bp official,https://www.youtube.com/watch?v=86fQg-8wUZ4
2023,Rainy Days,V,2,True,False,False,True,v (뷔) 'rainy days' official audio,jxs_bp official,https://www.youtube.com/watch?v=GP0P6xJCERc
2023,L.O.V.E.,Heo Youngji,4,False,False,False,True,hur youngji 'l.o.v.e' lyrics,guchimi,https://www.youtube.com/watch?v=SThGQ5SwNZs
2023,Party O'Clock (A Midsummer Nmixx's Dream),NMIXX,8,False,True,False,True,party o'clock,kpop - topic,https://www.youtube.com/watch?v=Y2iNHRoHHtw
2023,Super Chic (with New Hope Club),P1Harmony (피원하모니),2,False,False,False,True,new hope club x p1harmony - 'super chic' lyrics (color coded han/rom/eng) | shadowbyyoongi,shadowbyyoongi,https://www.youtube.com/watch?v=uTUeVWJW1kg
2023,Blue & Grey (with Suga),V,0,False,False,True,True,"bts performs ""blue & grey"" | mtv unplugged presents: bts",mtv,https://www.youtube.com/watch?v=iP62Tg04vww
2023,Sympathy,Jimin (지민),5,True,False,False,True,shin jimin (신지민) 'sympathy' official audio,jxs_bp official,https://www.youtube.com/watch?v=50i7UPpPHbo
2023,Take Two,BTS,2,False,False,False,True,bts take two lyrics (방탄소년단 take two 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=3UE-vpej_VI
2023,ABC Is,Hi-Fi Un!corn (하이파이 유니콘),5,True,False,False,True,hi-fi un!corn (ハイファイユニコーン) - abc is [official audio],jp music,https://www.youtube.com/watch?v=jdyT3sSn5AA
2023,The Planet,BTS,3,False,False,False,True,bts the planet lyrics (방탄소년단 the planet 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=zILwINVHWXE
2023,I’ll Be There,Tempest,4,True,False,False,True,tempest (템페스트) 'i’ll be there' official audio,jxs_bp official,https://www.youtube.com/watch?v=5Lf_R0ImAWY
2023,Stereo,드리핀 (DRIPPIN),4,False,False,False,True,drippin (드리핀) - stereo [color coded lyrics eng/rom/han],dark space,https://www.youtube.com/watch?v=HpkVu0nn7eI
2023,Stay Here,우주소녀(WJSN),7,False,False,False,True,wjsn (우주소녀) - 2월의 봄 (you & i) (color coded lyrics eng/rom/han/가사),nakojjang,https://www.youtube.com/watch?v=AT9X7e6y9XE
2023,Icecream Girl,Hi-Fi Un!corn (하이파이 유니콘),3,True,False,False,True,hi-fi un!corn (ハイファイユニコーン) - icecream girl [official audio],jp music,https://www.youtube.com/watch?v=Lsx1InAXt8Q
2023,LOVE FIRE,크래비티(CRAVITY),0,False,False,False,True,cravity (크래비티) - 'love fire' lyrics [color coded han_rom_eng],madison d,https://www.youtube.com/watch?v=SsqZPtHRqnE
2023,"Taste (Lee Know,Hyunjin,Felix)",Stray Kids,1,False,False,False,True,stray kids taste lyrics (스트레이키즈 taste 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=G9Tx4l7Svuk
2023,Kitsch,아이브(IVE),3,False,False,False,True,ive kitsch lyrics (아이브 키치 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=elYBQcHWYm8
2023,Groovy,크래비티(CRAVITY),3,False,False,False,True,cravity groovy lyrics (크래비티 groovy 가사) (color coded lyrics),jaerasou,https://www.youtube.com/watch?v=Q5p0O3u1PIo
2023,I AM,아이브(IVE),3,False,False,True,True,02. i am,ive,https://www.youtube.com/watch?v=Bdzv7JBvkis
2023,THE WAY TO,TREASURE,1,False,False,False,True,treasure - 'the way to' (어른) (vocal unit) lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=BONtyQ1Psxg
2023,Paradigm,ATEEZ (에이티즈),4,True,False,False,True,ateez (エイティーズ) - paradigm [official audio],jp music,https://www.youtube.com/watch?v=YVh-R_sdMC0
2023,STUPID,TREASURE,1,False,False,False,True,"treasure 트레저 "" stupid (멍청이) "" lyrics (colorcoded/eng/han/rom/가사)",puno autopop,https://www.youtube.com/watch?v=dr5p24ctUtw
2023,Target: ME,이븐 (EVNNE),1,False,False,True,True,evnne (이븐) 'target: me' highlight medley,evnne,https://www.youtube.com/watch?v=1g1qtYjOgAs
2023,HALAZIA,ATEEZ (에이티즈),2,False,False,False,True,ateez (에이티즈)  halazia lyrics (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=YIz0ulvhODM
2023,Outro: Liberty,ATEEZ (에이티즈),1,True,False,False,True,ateez (エイティーズ) - outro : liberty [official audio],jp music,https://www.youtube.com/watch?v=JEDL0-b4iQA
2023,Trick or Trick,aespa,0,True,False,True,True,aespa 'trick or trick' (official audio),aespa,https://www.youtube.com/watch?v=AvzoFZsShKg
2023,DIVE,Tempest,5,False,False,False,True,tempest (템페스트) - ‘dive’ lyrics [color coded_han_rom_eng],kyutieskk,https://www.youtube.com/watch?v=o_Y0aAFNfRA
2023,Drama,aespa,4,True,False,False,True,aespa (에스파) 'drama' official audio,jxs_bp official,https://www.youtube.com/watch?v=rmUxs2DM3zA
2023,Fire,세븐틴(SEVENTEEN),1,False,False,False,True,[lyrics/가사] seventeen (세븐틴) - fire [10th mini album 'fml'],seventeenlyrics,https://www.youtube.com/watch?v=wfFLAIsOrQs
2023,This World,ATEEZ (에이티즈),1,False,False,False,True,ateez (에이티즈) - 'this world' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=H8akDq8xp-U
2023,Let Me Stay,Jung Yong Hwa (정용화),1,False,False,False,True,정용화 미발매 자작곡 '내게로 올까요(would you come to me)' 가사/lyrics / 음원사이트로 꺼내주세요 제발 ㅠㅠ,씨엔블루의 해오름달 열나흘,https://www.youtube.com/watch?v=RLp6xEMP9ZE
2023,BONA BONA,TREASURE,5,True,False,False,True,treasure (트레저) 'bona bona' official audio,jxs_bp official,https://www.youtube.com/watch?v=6WFIJp6xOco
2023,Still Monster,Enhypen,3,False,False,False,True,enhypen (엔하이픈) 'still monster' lyrics [color coded han_rom_eng] | shadowbyyoongi,shadowbyyoongi,https://www.youtube.com/watch?v=II-u6ihxCOQ
2023,우주먼지 (And I),제로베이스원 (ZEROBASEONE),2,False,False,False,True,"zerobaseone 제로베이스원 "" and i  (우주먼지) "" lyrics (colorcoded/eng/kan/rom/가사)",puno autopop,https://www.youtube.com/watch?v=gXXQ22bI4TA
2023,Paradise,(G)I-DLE,1,False,False,False,True,(g)i-dle '(여자)아이들' - ‘paradise' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=s83gOWvBuWM
2023,Orange Flower (You Complete Me),Enhypen,5,True,False,False,True,enhypen (엔하이픈) 'orange flower (you complete me)' official audio,jxs_bp official,https://www.youtube.com/watch?v=wJaZyhoaDtU
2023,Look at me SEALOOK,RIIZE,1,False,False,False,True,riize (라이즈) - ''look at me sealook(씰룩)'' lyrics 가사 [日本語字幕] (color_coded_han_rom_eng) [sealook ost],kpop rambi,https://www.youtube.com/watch?v=WLZOrLcbyIY
2023,Honey or Spice,LIGHTSUM,2,True,False,True,True,lightsum(라잇썸) - 'honey or spice' (official audio),lightsum 라잇썸 (official youtube channel),https://www.youtube.com/watch?v=tUyRrQaRvMY
2023,Blind,Enhypen,0,False,False,False,True,enhypen (엔하이픈) 'blind (멀어)' lyrics [color coded han_rom_eng] | shadowbyyoongi,shadowbyyoongi,https://www.youtube.com/watch?v=2SLiVZ3Mc3E
2023,Sweet Venom (feat. Bella Poarch),엔하이픈 (ENHYPEN),7,True,False,False,True,enhypen (엔하이픈) 'sweet venom (feat. bella poarch)' official audio,jxs_bp official,https://www.youtube.com/watch?v=uRHqAdSl0y0
2023,All Night,(G)I-DLE,1,False,False,False,True,(g)i-dle '(여자)아이들' - ‘all night' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=EdbS-ZmXNEc
2023,Lucid,(G)I-DLE,1,False,False,False,True,(g)i-dle '(여자)아이들' - ‘lucid’ lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=Eou1_roaZTY
2023,One and Only (Pokémon X ENHYPEN),엔하이픈 (ENHYPEN),2,True,False,False,True,pokémon & enhypen 'one and only' official audio,jxs_bp official,https://www.youtube.com/watch?v=YXHpxRVCd6k
2023,Phantom,TVXQ,1,False,False,False,True,tvxq/dbsk (東方神起/동방신기) - phantom 환영(幻影) [color coded lyrics han/rom/eng],ilse rubio,https://www.youtube.com/watch?v=-67shRDHrJI
2023,Criminal Love (DARK MOON: THE BLOOD ALTAR OST),엔하이픈 (ENHYPEN),4,False,False,False,True,enhypen 'criminal love' lyrics (엔하이픈 크리미널 러브) [color coded han_rom_eng] | shadowbyyoongi,shadowbyyoongi,https://www.youtube.com/watch?v=Mw3yd6QAGKI
2023,Always (Zhang Hao),제로베이스원 (ZEROBASEONE),1,False,False,False,True,zhang hao zerobaseone (장하오 제로베이스원) - always [color coded lyrics/han/rom/eng/가사],jamong,https://www.youtube.com/watch?v=-azXVs2_CRI
2023,LOVESTRUCK!,케플러 (Kep1er),2,False,False,True,True,kep1er 케플러 | 4th mini album ‘lovestruck!' highlight medley,kep1er,https://www.youtube.com/watch?v=Tx2BjVCEkO0
2023,Our Season,제로베이스원 (ZEROBASEONE),5,False,False,False,True,zerobaseone our season lyrics (제로베이스원 our season 가사) (color coded lyrics),jaehypen,https://www.youtube.com/watch?v=tnUyrh3bDn8
2023,"TAPE (MASHIRO,Kim Chaehyun,Kim Dayeon,HIKARU,Huening Bahiyyih)",케플러 (Kep1er),2,True,False,False,True,"kep1er (케플러) 'tape (sung by mashiro, chaehyun, dayeon, hikaru, huening bahiyyih)' official audio",jxs_bp official,https://www.youtube.com/watch?v=mwnjWuCa-Gc
2023,Peter Pan,(G)I-DLE,0,False,False,False,True,(g)i-dle '(여자)아이들' - ‘peter pan' (어린 어른) lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=SPALGKtLkh4
2023,Back to ZEROBASE,제로베이스원 (ZEROBASEONE),2,False,False,False,True,"[correct] zerobaseone 제로베이스원 "" back to zerobase "" lyrics (colorcoded/eng/kan/rom/가사)",puno autopop,https://www.youtube.com/watch?v=wwuG3iPE6RY
2023,Back to the City,케플러 (Kep1er),3,False,False,False,True,kep1er (케플러) - 'back to the city' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=_g9lboU8cOg
2023,New Kidz on the Block,제로베이스원 (ZEROBASEONE),3,False,False,False,True,"zerobaseone 제로베이스원 "" new kidz on the block "" lyrics (colorcoded/eng/kan/rom/가사)",puno autopop,https://www.youtube.com/watch?v=J5H4eAulIFw
2023,In Bloom,제로베이스원 (ZEROBASEONE),7,True,False,False,True,zerobaseone (제로베이스원) - in bloom (official audio),해질녘,https://www.youtube.com/watch?v=de0nnWJkyi4
2023,Watch,8TURN,1,False,False,False,True,8turn (에잇턴) - watch (the uncanny counter 2 ost) color coded lyrics (han/rom/eng),imbabey,https://www.youtube.com/watch?v=B94uBbhp7QA
2023,Rescue Tayo (TAYO X Kep1er),케플러 (Kep1er),6,False,False,True,True,rescue tayo (inst.),kep1er,https://www.youtube.com/watch?v=2VroskTzlFM
2023,Sketch,8TURN,2,False,False,False,True,8turn (에잇턴) - sketch color coded lyrics (han/rom/eng),imbabey,https://www.youtube.com/watch?v=jSOYJwwupzU
2023,Excel,8TURN,5,False,False,False,True,8turn (에잇턴) - excel color coded lyrics (han/rom/eng),imbabey,https://www.youtube.com/watch?v=5olAMGYalOk
2023,World,8TURN,0,False,False,False,True,8turn (에잇턴) - world color coded lyrics (han/rom/eng),imbabey,https://www.youtube.com/watch?v=sFOFKzHMIT0
2023,Super Shy,뉴진스(NewJeans),2,True,False,False,True,newjeans (뉴진스) 'super shy' official audio,jxs_bp official,https://www.youtube.com/watch?v=cQY5brXxEig
2023,Walk It Out,8TURN,4,True,False,False,True,8turn (에잇턴) 'walk it out' official audio,jxs_bp official,https://www.youtube.com/watch?v=HBj6tUTnTBo
2023,Take My Hand,제로베이스원 (ZEROBASEONE),6,True,False,False,True,zerobaseone (제로베이스원) 'take my hand' official audio,jxs_bp official,https://www.youtube.com/watch?v=w2z6qAQelvU
2023,Blue Blood,아이브(IVE),0,False,False,False,True,ive blue blood lyrics (아이브 blue blood 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=VMoZofGtCQg
2023,Attitude,프로미스나인(fromis_9),6,False,False,False,True,fromis_9 attitude lyrics (color coded lyrics),chaereve,https://www.youtube.com/watch?v=EShRnVx9-ho
2023,#menow,프로미스나인(fromis_9),1,False,False,False,True,fromis_9 #menow lyrics (프로미스나인 #menow 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=RBiPDatkjsM
2023,돌아버리겠다 (But I Like You),보이넥스트도어(BOYNEXTDOOR),5,False,False,False,True,"boynextdoor ""but i like you (돌아버리겠다)"" (lyrics (color coded lyrics (han/rom/eng/가사)",hee-young,https://www.youtube.com/watch?v=4_R1rl720PI
2023,April Shower,세븐틴(SEVENTEEN),4,True,False,False,True,seventeen (세븐틴) 'april shower' official audio,jxs_bp official,https://www.youtube.com/watch?v=dzqfq9AFlm0
2023,Queencard,(G)I-DLE,2,True,True,True,True,(g)i-dle - '퀸카 (queencard)' official audio,(g)i-dle - topic,https://www.youtube.com/watch?v=JuJBr9v6BGA
2023,You,프로미스나인(fromis_9),2,False,False,False,True,fromis_9 dm lyrics (프로미스나인 dm 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=4Qr0Pae4EN8
2023,Smoke Sprite (with So-yoon),RM,2,False,False,False,True,so!yoon! 'smoke sprite' (feat. rm of bts) lyrics (황소윤 알엠 smoke sprite 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=k67oOueBWbo
2023,NOT YOUR GIRL,아이브(IVE),5,False,False,False,True,"ive (아이브) - ""not your girl"" (color coded lyrics eng/rom/han/가사)",janguche,https://www.youtube.com/watch?v=fHWXrs6xXyg
2023,ETA,뉴진스(NewJeans),1,False,False,False,True,newjeans 'eta' lyrics (뉴진스 eta 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=DfX4F5a6JE8
2023,Cool With You,뉴진스(NewJeans),3,False,False,False,True,newjeans 'cool with you' lyrics (뉴진스 cool with you 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=Wb-WCbHXnAw
2023,Dust,세븐틴(SEVENTEEN),5,False,False,False,True,seventeen (vocal team) - 'dust' lyrics (세븐틴 먼지 가사) (color coded lyrics),이개모지,https://www.youtube.com/watch?v=3QtvJe9c1-g
2023,Ditto,뉴진스(NewJeans),2,False,False,False,True,newjeans 'ditto' lyrics (뉴진스 ditto 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=haCpjUXIhrI
2023,MELTING POINT,제로베이스원 (ZEROBASEONE),6,False,False,False,True,"zerobaseone 제로베이스원 "" melting point "" lyrics (colorcoded/eng/kan/rom/가사)",puno autopop,https://www.youtube.com/watch?v=qlwFnYNBnWw
2023,New Thing (ft. Homies),지코(Zico),1,False,False,False,True,zico new thing (prod. by zico) (feat. homies) lyrics (color coded lyrics),jendukie,https://www.youtube.com/watch?v=IiTtbWU8CQI
2023,Baggy Jeans,NCT U,2,False,False,False,True,nct u 'baggy jeans' lyrics (엔시티 유 baggy jeans 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=_p3jMnkIomY
2023,Fate,Enhypen,1,False,False,False,True,enhypen (엔하이픈) - 'fate' lyrics [color coded_han_rom_eng],zaty farhani,https://www.youtube.com/watch?v=mJO_fH4li7M
2023,Allergy,(G)I-DLE,1,True,True,True,True,(g)i-dle - 'allergy' official audio,(g)i-dle - topic,https://www.youtube.com/watch?v=u0bkftEuVec
2023,Sweet Venom (feat. Bella Poarch) (Digital Only),Enhypen,1,False,False,False,True,enhypen (엔하이픈) - 'sweet venom (feat. bella poarch)' lyrics [color coded_eng],zaty farhani,https://www.youtube.com/watch?v=9C1wWIb3q8A
2023,Calling,NCT U,0,True,False,True,True,nct u 'call d' (official audio),nct,https://www.youtube.com/watch?v=5mMaNcrRd1g
2023,I Do,(G)I-DLE,4,False,False,False,True,(g)i-dle i do lyrics (color coded lyrics),chaereve,https://www.youtube.com/watch?v=yFpmnq_Uz7w
2023,Feel me,골든차일드,5,False,False,False,True,golden child (골든차일드) - feel me lyrics [color coded eng/rom/han],dark space,https://www.youtube.com/watch?v=6bTrgyE95ZQ
2023,OMG,뉴진스(NewJeans),2,False,False,False,True,newjeans 'omg' lyrics (뉴진스 omg 가사) (color coded lyrics),jaeguchi,https://www.youtube.com/watch?v=hc32lb0po9U
2023,Queen Liar,(G)I-DLE,0,False,False,False,True,(g)i-dle ((여자) 아이들) - liar - color coded lyrics (hang/rom/eng),hina히나,https://www.youtube.com/watch?v=r9NAChe-uz8
2023,Golden Age,NCT U,1,True,False,True,True,nct 2023 'golden age' (official audio),nct,https://www.youtube.com/watch?v=gJnLVHkLKqc
2023,Bad Chemical,Xdinary Heroes,0,True,False,True,True,xdinary heroes - bad chemical (official audio),xdinary heroes,https://www.youtube.com/watch?v=IxXRufwMJnk
2023,Role Model,이븐 (EVNNE),2,False,False,False,True,evnne (이븐) - role model (color coded lyrics eng/rom/han/가사),chaemin,https://www.youtube.com/watch?v=YlPRAIpHtZI
2023,Dear H.,Xdinary Heroes,2,True,False,True,True,xdinary heroes - dear h. (official audio),xdinary heroes,https://www.youtube.com/watch?v=nyfY8MerPWA
2023,Bills,엔하이픈 (ENHYPEN),4,True,False,False,True,enhypen (엔하이픈) 'bills' official audio,jxs_bp official,https://www.youtube.com/watch?v=oRVAi7R6Qus
