title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
#WYD,211000.0,iKON,DUMB & DUMBER,,,JP,2016-09-28,,iKON
1限目 道徳 (iKON SCHOOL),,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
2限目 美術 (iKON SCHOOL),,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
3限目 体育 (iKON SCHOOL),,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
4限目 音楽 (iKON SCHOOL),,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
Ah Yeah,188000.0,iKON,i DECIDE,,,KR,2020-02-06,,iKON
AIRPLANE,216000.0,iKON,WELCOME BACK,,,KR,2015-10-01,,iKON
All the World -JP ver.-,201267.0,iKON,FLASHBACK [+ i DECIDE],,,AL,2022-07-07,,iKON
ANTHEM -KR Ver.-,206000.0,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
ANTHEM / B.I&BOBBY (iKONCERT 2016 SHOWTIME TOUR IN JAPAN),209773.0,iKON,iKONCERT 2016 SHOWTIME TOUR IN JAPAN,,,JP,2016-06-22,,iKON
APOLOGY,233000.0,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
AT EASE,208987.0,iKON,iKON JAPAN TOUR 2022 [FLASHBACK] ENCORE IN OSAKA,,,,2023-03-08,,iKON
B-DAY,214920.0,iKON,NEW KIDS : BEGIN,,,JP,2017-08-16,,iKON
BANG BANG BANG -KR ver.- (iKONCERT 2016 SHOWTIME TOUR IN JAPAN),240333.0,iKON,iKONCERT 2016 SHOWTIME TOUR IN JAPAN,,,JP,2016-06-22,,iKON
BEAUTIFUL,196000.0,iKON,Return,,,KR,2018-01-25,,iKON
BEHIND THE STAGE OF iKON FAN MEETING 2015 IN JAPAN ~iKONTACT~,,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
BEST FRIEND,230000.0,iKON,Return,,,KR,2018-01-25,,iKON
BLING BLING,219000.0,iKON,NEW KIDS : BEGIN,,,KR,2017-05-22,,iKON
BUT YOU -JP ver.-,212867.0,iKON,FLASHBACK [+ i DECIDE],,,AL,2022-07-07,,iKON
B‐DAY -JP ver.-,260227.0,iKON,iKON JAPAN TOUR 2022 [FLASHBACK] ENCORE IN OSAKA,,,,2023-03-08,,iKON
Classy Savage,,"iKON, LISA",Round 3: NO LIMIT Part 2 (Episodes 8-9),,,XW,2021-05-27,,iKON
CLIMAX,192000.0,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
Dive -JP ver.-,191467.0,iKON,FLASHBACK [+ i DECIDE],,,AL,2022-07-07,,iKON
DON'T LET ME KNOW,291560.0,iKON,iKON JAPAN TOUR 2022 [FLASHBACK] ENCORE IN OSAKA,,,,2023-03-08,,iKON
DRAGON,185187.0,iKON,iKON JAPAN TOUR 2022 [FLASHBACK] ENCORE IN OSAKA,,,,2023-03-08,,iKON
Driving Slowly,183000.0,iKON,TAKE OFF,,,KR,2023-05-04,,iKON
DUMB & DUMBER,241000.0,iKON,DUMB & DUMBER,,,JP,2016-09-28,,iKON
EVERYTHING,214000.0,iKON,Return,,,KR,2018-01-25,,iKON
Flower,269787.0,iKON,iKON JAPAN TOUR 2022 [FLASHBACK] ENCORE IN OSAKA,,,,2023-03-08,,iKON
FOR REAL? -JP ver.-,203853.0,iKON,FLASHBACK [+ i DECIDE],,,AL,2022-07-07,,iKON
FREEDOM,205533.0,iKON,iKON JAPAN TOUR 2022 [FLASHBACK] ENCORE IN OSAKA,,,,2023-03-08,,iKON
GOLD -JP ver.-,166640.0,iKON,FLASHBACK [+ i DECIDE],,,AL,2022-07-07,,iKON
GOODBYE ROAD,240520.0,iKON,iKON JAPAN TOUR 2022 [FLASHBACK] ENCORE IN OSAKA,,,,2023-03-08,,iKON
Holding On -JP ver.-,182787.0,iKON,FLASHBACK [+ i DECIDE],,,AL,2022-07-07,,iKON
I MISS YOU SO BAD,230000.0,iKON,WELCOME BACK -COMPLETE EDITION-,,,JP,2016-03-30,,iKON
I'M OK,216000.0,iKON,NEW KIDS REPACKAGE : THE NEW KIDS,,,KR,2019-01-07,,iKON
INCEPTION (iKON ver.),,iKON,Round 2: Re-Born (Episodes 4-5),,,XW,2021-04-29,,iKON
JERK -JP ver.-,136227.0,iKON,iKON JAPAN TOUR 2022 [FLASHBACK] ENCORE IN OSAKA,,,,2023-03-08,,iKON
JUST ANOTHER BOY,221000.0,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
JUST GO,221000.0,iKON,WELCOME BACK -COMPLETE EDITION-,,,JP,2016-03-30,,iKON
KILLING ME -JP ver.-,199333.0,iKON,iKON JAPAN TOUR 2022 [FLASHBACK] ENCORE IN OSAKA,,,,2023-03-08,,iKON
Kiss Me,193000.0,iKON,TAKE OFF,,,KR,2023-05-04,,iKON
LONG TIME NO SEE,209000.0,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
LOVE ME,208000.0,iKON,DUMB & DUMBER,,,JP,2016-09-28,,iKON
LOVE SCENARIO,209648.0,iKON,LOVE SCENARIO,,,JP,2018-06-01,,iKON
M.U.P,204000.0,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
Me gustas tu (iKONCERT 2016 SHOWTIME TOUR IN JAPAN),107027.0,iKON,iKONCERT 2016 SHOWTIME TOUR IN JAPAN,,,JP,2016-06-22,,iKON
MY TYPE,210000.0,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
NAME (live),240547.0,iKON,iKON JAPAN TOUR 2022 [FLASHBACK],,,AL,2022-10-26,,iKON
NAME -JP ver.-,238680.0,iKON,FLASHBACK [+ i DECIDE],,,AL,2022-07-07,,iKON
ONLY YOU,212000.0,iKON,NEW KIDS : CONTINUE,,,KR,2018-08-02,,iKON
PANORAMA,178173.0,iKON,PANORAMA,,,XW,2023-08-23,,iKON
PERFECT,212933.0,iKON,NEW KIDS : BEGIN,,,JP,2017-08-16,,iKON
RHYTHM TA,,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
RUM PUM PUM,174000.0,iKON,TAKE OFF,,,KR,2023-05-04,,iKON
SINOSIJAK,190000.0,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
T.T.M,246613.0,iKON,PANORAMA,,,XW,2023-08-23,,iKON
TODAY,192000.0,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
U,200000.0,iKON,TAKE OFF,,,KR,2023-05-04,,iKON
WAIT FOR ME,228000.0,iKON,WELCOME BACK,,,JP,2016-01-13,,iKON
WELCOME BACK,213000.0,iKON,WELCOME BACK,,,KR,2015-10-01,,iKON
WHAT'S WRONG?,230000.0,iKON,WELCOME BACK -COMPLETE EDITION-,,,JP,2016-03-30,,iKON
Why Why Why -JP ver.-,207853.0,iKON,FLASHBACK [+ i DECIDE],,,AL,2022-07-07,,iKON
