title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Flower,219613,SEOLA,Flower,,,XW,2023-05-23,,SEOLA
Flower (inst.),219613,SEOLA,Flower,,,XW,2023-05-23,,SEOLA
Let’s Talk (Loneliness),164000,SEOLA,INSIDE OUT,,,,2024-01-23,,SEOLA
NO GIRL,154000,SEOLA,INSIDE OUT,,,,2024-01-23,,SEOLA
Teddy Bear,196160,SEOLA,Teddy Bear,,,XW,2023-07-16,,SEOLA
Teddy Bear (inst.),196160,SEOLA,Teddy Bear,,,XW,2023-07-16,,SEOLA
Without U,192000,SEOLA,INSIDE OUT,,,,2024-01-23,,SEOLA
부디,288000,SEOLA,부디,,,XW,2021-11-12,,SEOLA
연인,175000,SEOLA,아무것도 하고 싶지 않아 OST,,,KR,2023-01-02,,SEOLA
예뻤어,188000,SEOLA,예뻤어,,,XW,2022-04-19,,SEOLA
