title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Before the Song Ends,190000.0,"JJ Project, Suzy",Bounce,,,,2012-05-20,,JJ Project
Bounce,196000.0,JJ Project,Bounce,,,,2012-05-20,,JJ Project
Bounce (instrumental),196000.0,JJ Project,Bounce,,,,2012-05-20,,JJ Project
Coming Home,213000.0,JJ Project,Verse 2,,,KR,2017-07-31,,JJ Project
Don't Wanna Know,222000.0,JJ Project,Verse 2,,,KR,2017-07-31,,JJ Project
Fade Away,,JJ Project,Verse 2,,,KR,2017-07-31,,JJ Project
Find You,242000.0,JJ Project,Verse 2,,,KR,2017-07-31,,JJ Project
Hooked,193000.0,JJ Project,Bounce,,,,2012-05-20,,JJ Project
Icarus,224000.0,JJ Project,Verse 2,,,KR,2017-07-31,,JJ Project
On&On,212000.0,JJ Project,Verse 2,,,KR,2017-07-31,,JJ Project
Pump This Party,,JJ Project,Wigan Pier Volume 50,,,,2005,,JJ Project
그날,,JJ Project,Verse 2,,,KR,2017-07-31,,JJ Project
"내일, 오늘",235000.0,JJ Project,Verse 2,,,KR,2017-07-31,,JJ Project
