title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Boy With Luv -Japanese ver.-,230400.0,BTS,Lights / Boy With Luv,,,JP,2019-07-03,,BTS
Comment - Ma City,29229.0,BTS,Busan audio liner,,,XW,2022-10-21,,BTS
Danger -Japanese ver.- (MUSIC CLIP),,BTS,WAKE UP,,,JP,2014-12-24,,BTS
Born Singer,239000.0,BTS,Proof,,,,2022-06-10,,BTS
Blue & Grey,254950.0,BTS,BE,,,KR,2020-11-20,,BTS
Best of Me -Japanese ver.-,228213.0,BTS,FACE YOURSELF,,,JP,2018-04-04,,BTS
A Brand New Day,205000.0,"BTS, Zara Larsson",A Brand New Day,,,KR,2019-06-14,,BTS
Danger Jacket & PV MAKING,,BTS,Danger,,,JP,2014-11-19,,BTS
Dynamite (Bedroom Remix),207000.0,BTS,Dynamite,,,,2020-09-18,,BTS
Born Singer,239000.0,BTS,Proof,,,KR,2022-06-10,,BTS
Don’t Leave Me,226480.0,BTS,FACE YOURSELF,,,JP,2018-04-04,,BTS
Comment - Butter,13947.0,BTS,Busan audio liner,,,XW,2022-10-21,,BTS
Autumn Leaves,268360.0,BTS,"The Most Beautiful Moment In Life, Pt. 2",,,XW,2015-11-30,,BTS
DNA,223000.0,BTS,Proof,,,,2022-06-10,,BTS
Butter,164000.0,BTS,Proof,,,,2022-06-10,,BTS
Danger,245000.0,BTS,Dark & Wild,,,US,2014-08-20,,BTS
Anpanman,234000.0,BTS,Love Yourself 轉 ‘Tear’,,,XW,2018-05-18,,BTS
Blanket Kick,244000.0,BTS,,,,,,,BTS
BTS Cypher PT.3 : KILLER,268000.0,"BTS, Supreme Boi",Dark & Wild,,,US,2014-08-20,,BTS
「MIC Drop」 Live @ Yokohama Arena Event,,BTS,FACE YOURSELF,,,JP,2018-04-04,,BTS
Answer : Love Myself,251000.0,BTS,LOVE YOURSELF 結 ‘Answer’,,,KR,2018-08-24,,BTS
Dynamite,199000.0,BTS,Proof,,,,2022-06-10,,BTS
Butter (Sweeter remix),161934.0,BTS,"Butter (Hotter, Sweeter, Cooler)",,,XW,2021-06-04,,BTS
Dynamite (EDM remix),198000.0,BTS,Dynamite,,,XW,2020-08-21,,BTS
Blood Sweat & Tears Music Video,,BTS,FACE YOURSELF,,,JP,2018-04-04,,BTS
Airplane pt.2 -Japanese ver.-,219000.0,BTS,FAKE LOVE / Airplane pt.2,,,JP,2018-11-07,,BTS
DNA -Japanese ver.-,223573.0,BTS,MIC Drop / DNA / Crystal Snow,,,JP,2017-12-06,,BTS
Awake,215000.0,BTS,Wings,,,XW,2016-10-10,,BTS
Dynamite (Midnight Remix),196000.0,BTS,Dynamite,,,,2020-09-18,,BTS
「DNA」 Live @ Yokohama Arena Event,,BTS,FACE YOURSELF,,,JP,2018-04-04,,BTS
Best of Me,227000.0,BTS,LOVE YOURSELF 承 ‘Her’,,,KR,2017-04-10,,BTS
Butter,183000.0,BTS,,,,,,,BTS
DNA (j-hope demo ver.),111000.0,BTS,Proof,,,KR,2022-06-10,,BTS
Butter (Cooler remix),161632.0,BTS,"Butter (Hotter, Sweeter, Cooler)",,,XW,2021-06-04,,BTS
DNA,223000.0,BTS,LOVE YOURSELF 承 ‘Her’,,,KR,2017-04-10,,BTS
Butter (Holiday remix),161894.0,BTS,Butter (Holiday remix),,,XW,2021-12-03,,BTS
DNA (Pedal 2 LA mix),247000.0,BTS,LOVE YOURSELF 結 ‘Answer’,,,KR,2018-08-24,,BTS
Airplane pt.2 -Japanese ver.-,,BTS,FAKE LOVE / Airplane pt.2,,,JP,2018-11-07,,BTS
BOY IN LUV (Jacket & PV MAKING),,BTS,BOY IN LUV,,,JP,2014-07-16,,BTS
Butterfly,235000.0,BTS,화양연화 pt.2,,,KR,2015-11-30,,BTS
A Song Make to You Smile,189173.0,"이승기, BTS, 하림",The Project,,,XW,2020-12-10,,BTS
Dynamite (Retro Remix),208000.0,BTS,Dynamite,,,,2020-09-18,,BTS
Cake Waltz (지민 테마),224000.0,BTS,BTS WORLD: Original Soundtrack,,,XW,2019-06-28,,BTS
Comment - Boys With Luv,12645.0,BTS,Busan audio liner,,,XW,2022-10-21,,BTS
Butterfly (alternative mix),241000.0,BTS,The Most Beautiful Moment in Life: Young Forever,,,XW,2016-05-02,,BTS
Danger (Mo-Blue-Mix),264000.0,"BTS, Thanh Bui",Danger (Mo-Blue-Mix),,,KR,2014-11-21,,BTS
Black Swan,198000.0,BTS,Black Swan,,,XW,2020-01-17,,BTS
Dionysus -Japanese ver.-,249386.0,BTS,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,,,XW,2020-07-14,,BTS
Danger -Japanese ver.- DANCE EDIT (BONUS CLIP),,BTS,WAKE UP,,,JP,2014-12-24,,BTS
24/7=Heaven,226000.0,BTS,Dark & Wild,,,US,2014-08-20,,BTS
Black Swan -Japanese ver.-,199306.0,BTS,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,,,XW,2020-07-14,,BTS
BTS Greeting,15949.0,BTS,Busan audio liner,,,XW,2022-10-21,,BTS
BTS Cypher PT. 2 : Triptych,289000.0,BTS,Skool Luv Affair,,,KR,2014-02-12,,BTS
Danger -Japanese ver.-,247000.0,BTS,Danger,,,JP,2014-11-19,,BTS
Danger,245000.0,BTS,Proof,,,,2022-06-10,,BTS
Comment - FIRE,27750.0,BTS,Busan audio liner,,,XW,2022-10-21,,BTS
BOY IN LUV -Japanese ver.- (MUSIC CLIP),,BTS,WAKE UP,,,JP,2014-12-24,,BTS
Begin,230000.0,BTS,Wings,,,XW,2016-10-10,,BTS
Butterfly,239706.0,BTS,"The Most Beautiful Moment In Life, Pt. 2",,,XW,2015-11-30,,BTS
BTS Cypher 4,292000.0,BTS,Wings,,,XW,2016-10-10,,BTS
Butter (Hotter remix),166962.0,BTS,Butter (Hotter remix),,,XW,2021-05-28,,BTS
Dionysus,248000.0,BTS,MAP OF THE SOUL : PERSONA,,,KR,2019-04-12,,BTS
Boy With Luv,251000.0,BTS,"2019-04-13: Saturday Night Live, New York, NY, USA",,,US,2014-04-13,,BTS
Butterfly (prologue mix),295000.0,BTS,The Most Beautiful Moment in Life: Young Forever,,,XW,2016-05-02,,BTS
Butter (instrumental),162146.0,BTS,Butter,,,XW,2021-05-21,,BTS
Airplane pt.2 -Japanese ver.-,,BTS,FAKE LOVE / Airplane pt.2,,,JP,2018-11-07,,BTS
Danger (Japanese ver.),248000.0,BTS,Wake Up,,,US,2014-12-24,,BTS
Blue & Grey,254000.0,BTS,BE,,,,2023-06-20,,BTS
Butterfly -Japanese ver.-,240000.0,BTS,RUN,,,JP,2016-03-15,,BTS
DOPE -超ヤベー!- (Japanese ver.),241000.0,BTS,I NEED U,,,JP,2015-12-08,,BTS
bad decisions,172000.0,"benny blanco, BTS, Snoop Dogg",bad decisions,,,US,2022-08-04,,BTS
Converse High,210000.0,BTS,화양연화 pt.1,,,KR,2015-04-29,,BTS
21세기 소녀,193000.0,BTS,Wings,,,XW,2016-10-10,,BTS
Come Back Home,251000.0,BTS,Come Back Home,,,KR,2017-07-04,,BTS
Dynamite (Holiday remix),213315.0,BTS,Dynamite (Holiday remix),,,AF,2020-12-11,,BTS
Crystal Snow,322626.0,BTS,MIC Drop / DNA / Crystal Snow,,,JP,2017-12-06,,BTS
00:00 (Zero O’Clock),250000.0,BTS,MAP OF THE SOUL : 7,,,KR,2020-02-21,,BTS
Dynamite (instrumental),198000.0,BTS,Dynamite,,,AF,2020-08-21,,BTS
Am I Wrong,213000.0,BTS,Wings,,,XW,2016-10-10,,BTS
2학년,235000.0,BTS,Dark & Wild,,,US,2014-08-20,,BTS
BTS Cypher PT.3 : KILLER,268000.0,"BTS, Supreme Boi",Proof,,,,2022-06-10,,BTS
A Supplementary Story : You Never Walk Alone,156000.0,BTS,You Never Walk Alone,,,KR,2017-02-13,,BTS
Black Swan,198260.0,BTS,MAP OF THE SOUL : 7,,,,2023-06-20,,BTS
BOY IN LUV -Japanese ver.-,232000.0,BTS,BOY IN LUV,,,JP,2014-07-16,,BTS
Dynamite,199000.0,BTS,Dynamite,,,XW,2020-08-21,,BTS
Butter,164457.0,"BTS, Megan Thee Stallion",Butter,,,XW,2021-08-27,,BTS
Coffee,260000.0,BTS,"O!RUL8,2?",,,KR,2013-09-11,,BTS
Butter,164441.0,BTS,Butter,,,XW,2021-05-21,,BTS
All Night,217000.0,"BTS, Juice WRLD",All Night (BTS World Original Soundtrack) (Pt. 3),,,XW,2019-06-21,,BTS
Dynamite (Poolside remix),182000.0,BTS,Dynamite,,,XW,2020-08-21,,BTS
Comment - Spring Day,100033.0,BTS,Busan audio liner,,,XW,2022-10-21,,BTS
Dionysus,249000.0,BTS,MAP OF THE SOUL : 7,,,,2023-06-20,,BTS
bad decisions (instrumental),173000.0,"benny blanco, BTS, Snoop Dogg",bad decisions,,,US,2022-08-04,,BTS
