title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Dejavu,199000.0,NU'EST W,"WHO, YOU",,,KR,2018-06-25,,NU'EST W
Signal,186000.0,NU'EST W,"WHO, YOU",,,KR,2018-06-25,,NU'EST W
지금까지행복했어요,208000.0,NU'EST W,"W, HERE",,,KR,2017-10-10,,NU'EST W
중력달 (Gravity&Moon),182000.0,NU'EST W,"WHO, YOU",,,KR,2018-06-25,,NU'EST W
I HATE YOU,192000.0,NU'EST W,"WAKE,N",,,KR,2018-11-26,,NU'EST W
북극성 (Polaris),241000.0,NU'EST W,"WHO, YOU",,,KR,2018-06-25,,NU'EST W
PARADISE,190000.0,NU'EST W,"W, HERE",,,KR,2017-10-10,,NU'EST W
Let Me Out,197000.0,NU'EST W,Let Me Out,,,US,2017-12-24,,NU'EST W
Let Me Out (Instrument),197000.0,NU'EST W,Let Me Out,,,US,2017-12-24,,NU'EST W
WITH,170000.0,NU'EST W,"W, HERE",,,KR,2017-10-10,,NU'EST W
GOOD LOVE,199000.0,NU'EST W,"W, HERE",,,KR,2017-10-10,,NU'EST W
Let Me Out,197000.0,NU'EST W,A Korean Odyssey OST,,,KR,2018-03-03,,NU'EST W
Shadow,197000.0,NU'EST W,"WHO, YOU",,,KR,2018-06-25,,NU'EST W
WI-FI,192000.0,NU'EST W,"WAKE,N",,,KR,2018-11-26,,NU'EST W
Dal Segno,,NU'EST W,"WAKE,N",,,KR,2018-11-26,,NU'EST W
I Don’t Care,211000.0,"NU'EST W, SPOONZ",I Don’t Care,,,KR,2018-10-01,,NU'EST W
ylenoL,206000.0,NU'EST W,"WHO, YOU",,,KR,2018-06-25,,NU'EST W
FEELS,219000.0,NU'EST W,"WAKE,N",,,KR,2018-11-26,,NU'EST W
WHERE YOU AT,190000.0,NU'EST W,"W, HERE",,,KR,2017-10-10,,NU'EST W
HELP ME,210000.0,NU'EST W,"WAKE,N",,,KR,2018-11-26,,NU'EST W
"나, 너에게",251000.0,NU'EST W,"WAKE,N",,,KR,2018-11-26,,NU'EST W
있다면,207000.0,NU'EST W,있다면,,,KR,2017-07-25,,NU'EST W
L.I.E,223000.0,NU'EST W,"WAKE,N",,,KR,2018-11-26,,NU'EST W
하루만,207000.0,NU'EST W,"W, HERE",,,KR,2017-10-10,,NU'EST W
