title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Come To Me,190720,BANG YEDAM,ONLY ONE,,,,2023-11-23,,BANG YEDAM
Miss You,186333,BANG YEDAM,Miss You,,,,2023-11-10,,BANG YEDAM
Miss You (alternative rock version),186333,BANG YEDAM,ONLY ONE,,,,2023-11-23,,BANG YEDAM
Miss You (piano version),186346,BANG YEDAM,ONLY ONE,,,,2023-11-23,,BANG YEDAM
Not At All,203480,BANG YEDAM,ONLY ONE,,,,2023-11-23,,BANG YEDAM
Officially Cool,177000,"BANG YEDAM, 윈터",Officially Cool,,,XW,2024-04-02,,BANG YEDAM
Only One,190640,BANG YEDAM,ONLY ONE,,,,2023-11-23,,BANG YEDAM
WAYO,205000,BANG YEDAM,WAYO,,,XW,2020-06-05,,BANG YEDAM
hebeolle,200200,BANG YEDAM,ONLY ONE,,,,2023-11-23,,BANG YEDAM
