title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Keep U Warm,184320.0,Lucas,Secret Songs Volume 1,,,XW,2019-10-15,,LUCAS
Fall In Love,,Lucas,Fall in Love,,,XW,2018-05-11,,LUCAS
U Remain,199157.0,"Ryan Hemsworth, Lucas",Taking Flight EP,,,,2015-10-09,,LUCAS
From Grace,236904.0,"Ryan Hemsworth, Lucas",Taking Flight EP,,,,2015-10-09,,LUCAS
Beacon,228000.0,Lucas,Fall in Love,,,XW,2018-05-11,,LUCAS
Cherished,190746.0,"Ryan Hemsworth, Lucas",Taking Flight EP,,,,2015-10-09,,LUCAS
Illegal Gathering,330000.0,Lucas,Abstractions - Jungle Techno Breaks,,,GB,2020-12-21,,LUCAS
Long Time,241528.0,"Ryan Hemsworth, Lucas",Taking Flight EP,,,,2015-10-09,,LUCAS
Whips,138292.0,Lucas,Art Week 2016,,,XW,2016-02-06,,LUCAS
Corsica,,Lucas,Fall in Love,,,XW,2018-05-11,,LUCAS
White Light,220786.0,"Ryan Hemsworth, Lucas",Taking Flight EP,,,,2015-10-09,,LUCAS
From Grace (Henrik The Artist Remix),196000.0,"Ryan Hemsworth, Lucas",Taking Flight: Remixes,,,XW,2016-01-12,,LUCAS
Angel (Chirin Remix),216000.0,"Ryan Hemsworth, Lucas",Taking Flight: Remixes,,,XW,2016-01-12,,LUCAS
Lucas With the Lid Off,,Lucas,Ragga Groove,,,GB,1994,,LUCAS
Cat Suit,211000.0,Lucas,"Feel Trip, Vol. 4: Reincarnation",,,XW,2020-06-22,,LUCAS
U Remember,181707.0,"DJAO, Lucas",HH100,,,XW,2018-08-03,,LUCAS
Angel,177981.0,"Ryan Hemsworth, Lucas",Taking Flight EP,,,,2015-10-09,,LUCAS
Baptist,258500.0,Lucas,Fall in Love,,,XW,2018-05-11,,LUCAS
Past Present Future,300000.0,Lucas,Abstractions - Jungle Techno Breaks,,,GB,2020-12-21,,LUCAS
