title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
90's Love,213000,NCT U,NCT RESONANCE Pt. 2,,,KR,2020-11-23,,NCT U
90's Love - SQUAR Remix,161000,NCT U,iScreaM Vol.6 : Make A Wish / 90's Love Remix,,,XW,2020-12-17,,NCT U
Alley Oop,218467,NCT U,Golden Age,,,CA,2023-08-28,,NCT U
Baby Don't Stop,183000,NCT U,NCT 2018 EMPATHY,,,KR,2018-03-14,,NCT U
Baby Don't Stop (inst.),183020,NCT U,Baby Don't Stop (Special Thai version),,,US,2018-06-02,,NCT U
Baby Don't Stop (Special Thai ver.),183020,NCT U,Baby Don't Stop (Special Thai version),,,US,2018-06-02,,NCT U
"Baby Only You (Sung by 도영, 마크)",196000,NCT U,조선로코 - 녹두전 Special OST,,,KR,2019-11-26,,NCT U
Baggy Jeans,211387,NCT U,Golden Age,,,CA,2023-08-28,,NCT U
Baggy Jeans (Hukky Shibaseki remix),144269,NCT U,"iScreaM, Vol.27 : Baggy Jeans Remixes",,,,2023-11-30,,NCT U
Baggy Jeans (KIM MINCHEOL & HAYATE remix),188077,NCT U,"iScreaM, Vol.27 : Baggy Jeans Remixes",,,,2023-11-30,,NCT U
Birthday Party,198626,NCT U,Universe,,,KR,2021-12-14,,NCT U
BOSS,210000,NCT U,Boss,,,KR,2018-02-19,,NCT U
Call D,216347,NCT U,Golden Age,,,CA,2023-08-28,,NCT U
"Coming Home (Sung by Taeil, Doyoung, Jaehyun, Haechan)",264000,NCT U,STATION X 4 LOVEs for Winter Part.2,,,XW,2019-12-13,,NCT U
"Coming Home (Sung by Taeil, Doyoung, Jaehyun, Haechan) (instrumental)",264000,NCT U,STATION X 4 LOVEs for Winter Part.2,,,XW,2019-12-13,,NCT U
coNEXTion (Age of Light),226000,NCT U,coNEXTion (Age of Light) - SM STATION : NCT LAB,,,XW,2022-03-20,,NCT U
coNEXTion (Age of Light) (Instrumental),226000,NCT U,coNEXTion (Age of Light) - SM STATION : NCT LAB,,,XW,2022-03-20,,NCT U
Dancing in the Rain,215000,NCT U,NCT 2020 RESONANCE Pt. 1,,,KR,2020-10-12,,NCT U
Do It (Let's Play),203586,NCT U,Do It (Let’s Play) (NCT ZONE OST),,,XW,2024-01-11,,NCT U
Do It (Let's Play) (instrumental),203573,NCT U,Do It (Let’s Play) (NCT ZONE OST),,,XW,2024-01-11,,NCT U
From Home,260000,NCT U,NCT 2020 RESONANCE Pt. 1,,,KR,2020-10-12,,NCT U
From Home,260000,NCT U,NCT 2020 RESONANCE Pt. 1,,,KR,2020-10-12,,NCT U
I.O.U,221000,NCT U,NCT RESONANCE Pt. 2,,,KR,2020-11-23,,NCT U
Interlude: Oasis,127493,NCT U,Golden Age,,,CA,2023-08-28,,NCT U
Interlude: Past to Present,71000,NCT U,NCT 2020 RESONANCE Pt. 1,,,KR,2020-10-12,,NCT U
Interlude: Past to Present,70000,NCT U,NCT RESONANCE Pt. 2,,,KR,2020-11-23,,NCT U
Interlude: Present to Future,81000,NCT U,NCT RESONANCE Pt. 2,,,KR,2020-11-23,,NCT U
INTRO: Neo Got My Back,117000,NCT U,NCT 2018 EMPATHY,,,KR,2018-03-14,,NCT U
Kangaroo,216360,NCT U,Golden Age,,,CA,2023-08-28,,NCT U
Know Now,228693,NCT U,Universe,,,KR,2021-12-14,,NCT U
Make a Wish (Birthday Song),229000,NCT U,NCT RESONANCE Pt. 1,,,XW,2020-10-12,,NCT U
Make a Wish (Birthday Song),229000,NCT U,NCT 2020 RESONANCE Pt. 1,,,KR,2020-10-12,,NCT U
Make A Wish (Birthday Song) - Wuki Remix,194000,NCT U,iScreaM Vol.6 : Make A Wish / 90's Love Remix,,,XW,2020-12-17,,NCT U
Marine Turtle (Instrumental),219720,NCT U,Marine Turtle - NCT LAB,,,XW,2023-12-06,,NCT U
Marine Turtle (Korean Version),219720,NCT U,Marine Turtle - NCT LAB,,,XW,2023-12-06,,NCT U
Misfit,215000,NCT U,NCT 2020 RESONANCE Pt. 1,,,KR,2020-10-12,,NCT U
My Everything,221000,NCT U,NCT RESONANCE Pt. 2,,,KR,2020-11-23,,NCT U
N.Y.C.T,236640,NCT U,N.Y.C.T - NCT LAB,,,XW,2023-09-07,,NCT U
