title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
한걸음,272000,"조권, 서은광, 이창섭, 임현식, 육성재, 오승희, 최유진, 장승연, SORN, ELKIE, 권은빈, 진호, 후이, 홍석, 신원, 여원, YAN AN, 키노, 유선호, MIYEON, MINNIE, SOOJIN, YUQI, 叶叔华",ONE,,,KR,2018-06-17,,SORN
Rowdy,156523,"SORN, 장승연",Rowdy,,,XW,2023-08-18,,SORN
cool,148813,SORN,cool,,,,2024-02-09,,SORN
Save Me,220111,SORN,Save Me,,,AF,2022-06-23,,SORN
Scorpio,216338,SORN,Scorpio,,,AF,2022-04-14,,SORN
Not a Friend,147826,SORN,Not a Friend,,,,2023-03-01,,SORN
My Domain,193227,"Emily Mei, SORN, Amber Liu",My Domain,,,XW,2021-11-09,,SORN
Nirvana Girl,214000,"SORN, YEEUN",Nirvana Girl,,,AF,2022-09-15,,SORN
This World,228966,"Blue Frequency, SORN, Gemma Rose",This World,,,XW,2023-10-06,,SORN
This World (Instrumental),228966,"Blue Frequency, SORN, Gemma Rose",This World,,,XW,2023-10-06,,SORN
This World (Minos Remix),298157,"Blue Frequency, SORN, Gemma Rose",This World Remixed,,,XW,2024-03-22,,SORN
This World (T:Base Remix),267429,"Blue Frequency, SORN, Gemma Rose",This World Remixed,,,XW,2024-03-22,,SORN
Sharp Objects,169520,SORN,Sharp Objects,,,XW,2022-02-24,,SORN
RUN,164160,SORN,RUN,,,AF,2021-03-23,,SORN
