title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Runaway,174000,"MINHO, GEMINI",CHASE,,,XW,2022-12-06,,MINHO
OMG,214000,MINHO,SHINee World (The 1st Asia Tour Concert Album),,,KR,2012-02-01,,MINHO
Falling Free,229000,MINHO,Falling Free,,,XW,2022-08-23,,MINHO
Choice,218000,MINHO,CHASE,,,XW,2022-12-06,,MINHO
I'm Home (instrumental),204000,MINHO,I'm Home,,,XW,2019-03-28,,MINHO
Prove It,183000,MINHO,CHASE,,,XW,2022-12-06,,MINHO
Dance ～ ケラケラじゃんけん,221000,MINHO,SHINee World 2014 ~ I’m Your Boy ~ Special Edition In Tokyo Dome,,,JP,2015-07-01,,MINHO
놓아줘 (Chase),206000,MINHO,CHASE,,,XW,2022-12-06,,MINHO
Romeo and Juliet,267000,MINHO,Romeo and Juliet,,,XW,2022-08-23,,MINHO
I'm Home,204000,MINHO,I'm Home,,,XW,2019-03-28,,MINHO
Stay for a night,185000,MINHO,Stay for a night,,,XW,2024-01-06,,MINHO
Waterfall,221000,"MINHO, 김예림",CHASE,,,XW,2022-12-06,,MINHO
Heartbreak,204000,MINHO,Heartbreak,,,KR,2021-12-21,,MINHO
