title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
2 All My People,186000.0,"JINUSEAN, Snoop Dogg, Warren G, Perry",虜喇甫世,,,KR,2004-11-13,,JINUSEAN
2 Run Hip Hop,250413.0,JINUSEAN,The Reign,,,KR,2001-02-07,,JINUSEAN
A-Yo,226000.0,JINUSEAN,YG 10th Anniversary Special Album,,,KR,2006-07-31,,JINUSEAN
A-Yo!,225946.0,JINUSEAN,The Reign,,,KR,2001-02-07,,JINUSEAN
A-Yo! (YG Family Ver.),266000.0,"JINUSEAN, 1TYM, Lexy, G‐Dragon",Why be normal?,,,KR,2002-10-24,,JINUSEAN
Baby Come Back,212026.0,JINUSEAN,태권 V,,,KR,1999-03-03,,JINUSEAN
Celebrate,244960.0,JINUSEAN,Jinusean,,,KR,1997-03-01,,JINUSEAN
Celebrate (English version),244933.0,"JINUSEAN, 이새영, Perry",Jinusean,,,KR,1997-03-01,,JINUSEAN
Celebrate (remix version),219600.0,"JINUSEAN, 이새영, Perry",The Real,,,KR,1998-01-05,,JINUSEAN
Follow Me,244720.0,"JINUSEAN, m‐flo",The Reign,,,KR,2001-02-07,,JINUSEAN
Freestyle,253040.0,JINUSEAN,태권 V,,,KR,1999-03-03,,JINUSEAN
Gasoline,242706.0,JINUSEAN,Jinusean,,,KR,1997-03-01,,JINUSEAN
Gasoline,,JINUSEAN,Why be normal?,,,KR,2002-10-24,,JINUSEAN
Gasoline,243000.0,JINUSEAN,YG 10th Anniversary Special Album,,,KR,2006-07-31,,JINUSEAN
Gasoline (D.O. edit version),245134.0,"JINUSEAN, 양현석",Jinusean,,,KR,1997-03-01,,JINUSEAN
Gasoline (English version),244000.0,JINUSEAN,The Real,,,KR,1998-01-05,,JINUSEAN
Gasoline (remix version),215466.0,JINUSEAN,The Real,,,KR,1998-01-05,,JINUSEAN
Good Time,208400.0,"JINUSEAN, 휘성",虜喇甫世,,,KR,2004-11-13,,JINUSEAN
Hip Hop Seoul-者,247760.0,"JINUSEAN, Chino XL, Masta Wu, TEDDY",The Reign,,,KR,2001-02-07,,JINUSEAN
Holdin' Down,299586.0,"JINUSEAN, Mobb Deep, Perry",The Reign,,,KR,2001-02-07,,JINUSEAN
How Deep Is Your Love,222200.0,JINUSEAN,태권 V,,,KR,1999-03-03,,JINUSEAN
Intro,25093.0,JINUSEAN,태권 V,,,KR,1999-03-03,,JINUSEAN
JS Anthem,210720.0,JINUSEAN,The Reign,,,KR,2001-02-07,,JINUSEAN
Jinusean Bomb,203626.0,"JINUSEAN, Perry, Legacy",Jinusean,,,KR,1997-03-01,,JINUSEAN
Jinusean Bomb (remix version),234760.0,"JINUSEAN, Perry",The Real,,,KR,1998-01-05,,JINUSEAN
"Like This, Like That",208760.0,"JINUSEAN, 조원선",The Real,,,KR,1998-01-05,,JINUSEAN
