title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Promise,220000.0,"P.O, MINO",Promise,,,,2019-08-02,,P.O
Winner,222000.0,"유권, P.O, ちゃんみな",Block B PROJECT-1 (Type Red),,,,2017-09-20,,P.O
Winner (Instrumental),222000.0,"유권, P.O, ちゃんみな",Block B PROJECT-1 (Type Red),,,,2017-09-20,,P.O
Mega Yak,207000.0,"Delight, P.O",Mega Yak,,,KR,2013-03-02,,P.O
MEN'z NIGHT,227000.0,"P.O, Chancellor",MEN'z NIGHT,,,KR,2017-09-27,,P.O
GIVE IT 2 U,,"BUMZU, P.O",GOOD LIFE,,,KR,2015-07-30,,P.O
