title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Alone,210000,INFINITE H,Season 2,,,KR,2014-05-21,,INFINITE H
Crying,246000,"INFINITE H, Lee Su Jeong",Over The Top,,,KR,2011-07-21,,INFINITE H
Crying,247000,"INFINITE H, Becky♪♯",恋に落ちるとき,,,JP,2013-06-05,,INFINITE H
Crying (Instrumental),246000,INFINITE H,The Origin,,,XW,2014-04-10,,INFINITE H
Fly Again,75000,"INFINITE H, DJ IT",Fly Again,,,KR,2015-01-26,,INFINITE H
Fly High,222000,"INFINITE H, Lee Su Jeong",Fly High,,,KR,2013-01-11,,INFINITE H
Special Girl,248000,"INFINITE H, BUMKEY",Fly High,,,KR,2013-01-11,,INFINITE H
Victorious Way,161000,INFINITE H,Fly High,,,KR,2013-01-11,,INFINITE H
너가 없을 때,206000,"INFINITE H, Zion.T",Fly High,,,KR,2013-01-11,,INFINITE H
니가 미치지 않고서야,201000,"INFINITE H, Sanchez",Fly Again,,,KR,2015-01-26,,INFINITE H
못해,249000,"INFINITE H, 개코",Fly High,,,KR,2013-01-11,,INFINITE H
바빠서 Sorry,232000,"INFINITE H, Swings, Champagne",Fly Again,,,KR,2015-01-26,,INFINITE H
부딪쳐,240000,"INFINITE H, 류수정",Fly Again,,,KR,2015-01-26,,INFINITE H
어디 안 가,209000,"INFINITE H, 양다일",Fly Again,,,KR,2015-01-26,,INFINITE H
예뻐,205000,INFINITE H,Fly Again,,,KR,2015-01-26,,INFINITE H
지킬 앤 하이드,211000,"INFINITE H, 태완",Fly Again,,,KR,2015-01-26,,INFINITE H
