title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
3D Woman,185000,JAMIE,One Bad Night,,,KR,2022-10-05,,JAMIE
5 Christmas Languages,204906,JAMIE,5 Christmas Languages,,,XW,2020-12-09,,JAMIE
ANSWER,199000,JAMIE,19에서 20,,,KR,2016-08-23,,JAMIE
ANSWER (demo ver.),200000,JAMIE,19에서 20,,,KR,2016-08-23,,JAMIE
Apollo 11 (feat. Jay Park),200480,JAMIE,Apollo 11 (feat. Jay Park),,,,2020-11-11,,JAMIE
April Fools (0401),198000,JAMIE,jiminxjamie,,,KR,2018-09-04,,JAMIE
Bedtime Story,212000,"JAMIE, GEMINI",One Bad Night,,,KR,2022-10-05,,JAMIE
Dancing with you in the Rain,180307,JAMIE,Dancing with you in the Rain,,,XW,2023-09-01,,JAMIE
Dancing with you in the Rain (inst.),180320,JAMIE,Dancing with you in the Rain,,,XW,2023-09-01,,JAMIE
GIRLS,122000,JAMIE,One Bad Night,,,KR,2022-10-05,,JAMIE
Honesty,183000,JAMIE,One Bad Night,,,KR,2022-10-05,,JAMIE
Hopeless Love,236000,JAMIE,Hopeless Love,,,KR,2015-04-05,,JAMIE
In My Bag,164707,JAMIE,One Bad Night,,,KR,2022-10-05,,JAMIE
Moonlight,177866,"JAMIE, CHEETAH",GOOD GIRL FINAL,,,AF,2020-07-03,,JAMIE
Naked Gold,169000,JAMIE,Street Woman Fighter2 (SWF2) Crew Songs,,,XW,2023-08-22,,JAMIE
Numbers,176000,"JAMIE, 창모",Numbers,,,XW,2020-09-03,,JAMIE
Pity Party,190680,JAMIE,Pity Party,,,XW,2022-02-03,,JAMIE
Pity Party,190680,JAMIE,Pity Party,,,XW,2022-02-03,,JAMIE
Stay Beautiful,166000,JAMIE,Stay Beautiful,,,US,2019-08-26,,JAMIE
Stay Beautiful (Jamie Ver.),165000,JAMIE,Stay Beautiful,,,US,2019-08-26,,JAMIE
WITCH,234493,"JAMIE, YEEUN, 전지우, CHEETAH, HYO",GOOD GIRL (Episode 3),,,XW,2020-06-19,,JAMIE
Walkin' (다시 너에게),202000,"JAMIE, Hash Swan",19에서 20,,,KR,2016-08-23,,JAMIE
Young해,225000,"JAMIE, 강영현",19에서 20,,,KR,2016-08-23,,JAMIE
to him,220000,JAMIE,19에서 20,,,KR,2016-08-23,,JAMIE
다시,211000,JAMIE,19에서 20,,,KR,2016-08-23,,JAMIE
뭐니,209000,"JAMIE, OLNL",jiminxjamie,,,KR,2018-09-04,,JAMIE
별,203000,JAMIE,jiminxjamie,,,KR,2018-09-04,,JAMIE
상상한 꿈,213000,JAMIE,스타트업 OST,,,KR,2020-12-12,,JAMIE
상상한 꿈 (inst.),213000,JAMIE,스타트업 OST,,,KR,2020-12-12,,JAMIE
전화받아,204000,"JAMIE, 키노, WOODZ, 네이슨",jiminxjamie,,,KR,2018-09-04,,JAMIE
하나 빼기 둘,198000,JAMIE,jiminxjamie,,,KR,2018-09-04,,JAMIE
