title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
1000x,189933,KANGDANIEL,The Story,,,KR,2022-05-24,,KANGDANIEL
1000x,189000,KANGDANIEL,Joy Ride,,,AF,2022-10-05,,KANGDANIEL
2U,197240,KANGDANIEL,CYAN,,,AF,2020-03-24,,KANGDANIEL
Adulthood,185387,KANGDANIEL,TOUCHIN’,,,AF,2019-11-25,,KANGDANIEL
Antidote,219000,KANGDANIEL,YELLOW,,,KR,2021-04-13,,KANGDANIEL
Color,176560,KANGDANIEL,color on me,,,KR,2019-07-25,,KANGDANIEL
Digital,184000,KANGDANIEL,YELLOW,,,KR,2021-04-13,,KANGDANIEL
Don't Tell,183986,"KANGDANIEL, Jessi",The Story,,,KR,2022-05-24,,KANGDANIEL
Dreaming,218986,KANGDANIEL,REALIEZ,,,XW,2023-06-19,,KANGDANIEL
Flash,229000,KANGDANIEL,MAGENTA,,,KR,2020-08-03,,KANGDANIEL
Ghost,210000,KANGDANIEL,The Story : RETOLD,,,KR,2022-11-24,,KANGDANIEL
Horizon,156040,KANGDANIEL,color on me,,,KR,2019-07-25,,KANGDANIEL
How We Live,193440,"KANGDANIEL, sokodomo",The Story,,,KR,2022-05-24,,KANGDANIEL
I HOPE,187026,KANGDANIEL,color on me,,,KR,2019-07-25,,KANGDANIEL
Interview,203653,KANGDANIEL,CYAN,,,AF,2020-03-24,,KANGDANIEL
Intro (Through the night),79693,KANGDANIEL,color on me,,,KR,2019-07-25,,KANGDANIEL
Jealous,212920,KANGDANIEL,CYAN,,,AF,2020-03-24,,KANGDANIEL
Joy Ride,181000,KANGDANIEL,Joy Ride,,,AF,2022-10-05,,KANGDANIEL
Liar,196040,KANGDANIEL,REALIEZ,,,XW,2023-06-19,,KANGDANIEL
Loser,190120,"KANGDANIEL, Dbo",The Story,,,KR,2022-05-24,,KANGDANIEL
Loser,190000,"KANGDANIEL, ちゃんみな",Joy Ride,,,AF,2022-10-05,,KANGDANIEL
Mad,199693,"KANGDANIEL, Chancellor",The Story,,,KR,2022-05-24,,KANGDANIEL
Misunderstood,204000,"KANGDANIEL, Omega Sapien",YELLOW,,,KR,2021-04-13,,KANGDANIEL
Moment,200693,KANGDANIEL,The Story,,,KR,2022-05-24,,KANGDANIEL
Move Like This,196107,"KANGDANIEL, 안유진, 김연아",Move Like This,,,,2022-06-20,,KANGDANIEL
Movie,179000,"KANGDANIEL, Dvwn",MAGENTA,,,KR,2020-08-03,,KANGDANIEL
Nirvana,219000,"KANGDANIEL, pH‐1, WDBZ",The Story : RETOLD,,,KR,2022-11-24,,KANGDANIEL
Nirvana (solo ver.),219000,KANGDANIEL,The Story : RETOLD,,,KR,2022-11-24,,KANGDANIEL
PARANOIA,195333,KANGDANIEL,PARANOIA,,,AF,2021-02-16,,KANGDANIEL
Parade,182800,KANGDANIEL,The Story,,,KR,2022-05-24,,KANGDANIEL
Ready to ride,217293,KANGDANIEL,Ready to ride,,,AF,2022-04-29,,KANGDANIEL
Remember Us,237000,KANGDANIEL,Street Man Fighter Original Vol.2,,,XW,2022-08-23,,KANGDANIEL
Ride 4 U,147000,KANGDANIEL,The Story,,,KR,2022-05-24,,KANGDANIEL
Ride 4 U,146000,KANGDANIEL,Joy Ride,,,AF,2022-10-05,,KANGDANIEL
Ride 4 U (remix),219000,KANGDANIEL,The Story : RETOLD,,,KR,2022-11-24,,KANGDANIEL
Runaway,195000,"KANGDANIEL, YUMDDA",MAGENTA,,,KR,2020-08-03,,KANGDANIEL
SOS,191826,KANGDANIEL,REALIEZ,,,XW,2023-06-19,,KANGDANIEL
Save U,217680,"KANGDANIEL, Wonstein",YELLOW,,,KR,2021-04-13,,KANGDANIEL
Selfish,170000,KANGDANIEL,The Story : RETOLD,,,KR,2022-11-24,,KANGDANIEL
Supernova,208106,KANGDANIEL,REALIEZ,,,XW,2023-06-19,,KANGDANIEL
TOUCHIN',185760,KANGDANIEL,TOUCHIN’,,,AF,2019-11-25,,KANGDANIEL
TPIR,214000,"KANGDANIEL, MIYAVI",TPIR,,,AF,2022-08-17,,KANGDANIEL
The Story,203186,KANGDANIEL,The Story,,,KR,2022-05-24,,KANGDANIEL
Upside Down,195893,KANGDANIEL,The Story,,,KR,2022-05-24,,KANGDANIEL
Upside Down,195000,KANGDANIEL,Joy Ride,,,AF,2022-10-05,,KANGDANIEL
Wasteland,182680,KANGDANIEL,REALIEZ,,,XW,2023-06-19,,KANGDANIEL
Waves,165000,"KANGDANIEL, Simon Dominic, JAMIE",Waves,,,AF,2020-07-27,,KANGDANIEL
깨워 (Who U Are),202000,KANGDANIEL,MAGENTA,,,KR,2020-08-03,,KANGDANIEL
뭐해 (What are you up to),182773,KANGDANIEL,color on me,,,KR,2019-07-25,,KANGDANIEL
밤,217000,KANGDANIEL,MAGENTA,,,KR,2020-08-03,,KANGDANIEL
