title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
27 Years,216000.0,"정용화, Peter Malick",어느 멋진 날,,,KR,2015-01-20,,정용화
Because I Miss You,275000.0,정용화,Heartstrings Soundtrack,,,,2011,,정용화
Can't Stop,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
Checkmate,237000.0,"정용화, 林俊傑",Checkmate,,,XW,2015-01-19,,정용화
Checkmate (R3HAB Remix),153000.0,"정용화, 林俊傑",Checkmate (R3HAB Remix),,,XW,2021-04-16,,정용화
Closer,228000.0,정용화,Summer Calling,,,JP,2017-08-09,,정용화
Diamond Girl,,정용화,2018 JUNG YONG HWA LIVE `ROOM 622` DVD,,,JP,2018-11-07,,정용화
Feeling,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
Goodnight Lover,234000.0,정용화,어느 멋진 날,,,KR,2015-01-20,,정용화
Hold My Hand,,정용화,2018 JUNG YONG HWA LIVE `ROOM 622` DVD,,,JP,2018-11-07,,정용화
I Don't Know Why,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
I'm Sorry,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
Intro,43000.0,정용화,어느 멋진 날,,,KR,2015-01-20,,정용화
Intro,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
Intro,82000.0,정용화,Summer Calling,,,JP,2017-08-09,,정용화
Just Please,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
Lady,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
Last Leaf,262000.0,정용화,ある素敵な日 ～Japan Special Edition～,,,JP,2015-03-04,,정용화
Life is a Party,212000.0,정용화,Summer Calling,,,JP,2017-08-09,,정용화
Make You Mine,235000.0,정용화,Summer Calling,,,JP,2017-08-09,,정용화
Making of MV “ある素敵な日(Japanese ver.)” Special Feature,,정용화,ある素敵な日 ～Japan Special Edition～,,,JP,2015-03-04,,정용화
Man In Front of The Mirror,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
Navigation,239000.0,정용화,DO DISTURB,,,KR,2017-07-19,,정용화
Navigation,238000.0,정용화,Summer Calling,,,JP,2017-08-09,,정용화
Not Anymore,253000.0,정용화,Summer Calling,,,JP,2017-08-09,,정용화
note to self,157826.0,정용화,YOUR CITY,,,XW,2023-09-14,,정용화
On Your Time,183920.0,정용화,YOUR CITY,,,XW,2023-09-14,,정용화
Pain Healer,168866.0,정용화,YOUR CITY,,,XW,2023-09-14,,정용화
Password,184000.0,정용화,DO DISTURB,,,KR,2017-07-19,,정용화
Password,186000.0,정용화,Summer Calling,,,JP,2017-08-09,,정용화
SEASON OF LOVE,195933.0,정용화,YOUR CITY,,,XW,2023-09-14,,정용화
See My Eyes,191000.0,정용화,Heartstrings Soundtrack,,,,2011,,정용화
Shall we kiss?,203773.0,정용화,The Spies Who Loved Me OST,,,KR,2020-12-09,,정용화
Small Talk,197560.0,정용화,YOUR CITY,,,XW,2023-09-14,,정용화
Summer Dream,234000.0,정용화,Summer Calling,,,JP,2017-08-09,,정용화
Supersonic (Bonus Track),,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
Tattoo,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
Treasure,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
You Give Love A Bad Name (Bonus Track),,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
Your City,216106.0,정용화,YOUR CITY,,,XW,2023-09-14,,정용화
あなたがいなくても,267000.0,정용화,ある素敵な日 ～Japan Special Edition～,,,JP,2015-03-04,,정용화
ある素敵な日 (Japanese ver.),233000.0,정용화,ある素敵な日 ～Japan Special Edition～,,,JP,2015-03-04,,정용화
ある素敵な日 (Japanese ver.) Music Video,,정용화,ある素敵な日 ～Japan Special Edition～,,,JP,2015-03-04,,정용화
元気玉,218000.0,"정용화, Verbal Jint",ある素敵な日 ～Japan Special Edition～,,,JP,2015-03-04,,정용화
君を好きになってよかった,255000.0,정용화,ある素敵な日 ～Japan Special Edition～,,,JP,2015-03-04,,정용화
想い出は残酷に…,239000.0,"정용화, 윤도현",ある素敵な日 ～Japan Special Edition～,,,JP,2015-03-04,,정용화
그리워서...,,정용화,2018 JUNG YONG HWA LIVE `ROOM 622` DVD,,,JP,2018-11-07,,정용화
넌 내게 반했어,191000.0,정용화,넌 내게 반했어 OST Part 1,,,KR,2011-06-29,,정용화
널 잊는 시간 속 (Lost in Time),250000.0,정용화,DO DISTURB,,,KR,2017-07-19,,정용화
니가 없어도,266000.0,정용화,어느 멋진 날,,,KR,2015-01-20,,정용화
대답하지 마 (Not Anymore),251000.0,정용화,DO DISTURB,,,KR,2017-07-19,,정용화
독한 사랑 (Cold Love),,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
딱 붙어 (Closer),227000.0,정용화,DO DISTURB,,,KR,2017-07-19,,정용화
마일리지 (Mileage),244000.0,"정용화, YDG",마일리지 (Mileage),,,KR,2015-01-09,,정용화
마일리지 (Mileage),,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
마지막 잎새,261000.0,정용화,어느 멋진 날,,,KR,2015-01-20,,정용화
"별, 그대",214000.0,정용화,"별, 그대",,,KR,2014-12-23,,정용화
불꽃놀이 (Fireworks),,정용화,2018 JUNG YONG HWA LIVE `ROOM 622` DVD,,,JP,2018-11-07,,정용화
사랑빛 + Band Introduction,,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
어느 멋진 날,234000.0,정용화,어느 멋진 날,,,KR,2015-01-20,,정용화
어느 멋진 날 (One Fine Day),,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
여자여자해 (That Girl),208000.0,"정용화, LOCO",DO DISTURB,,,KR,2017-07-19,,정용화
원기옥,217000.0,"정용화, Verbal Jint",어느 멋진 날,,,KR,2015-01-20,,정용화
원기옥 (Energy),,정용화,Jung Yong Hwa 1st Concert (One Fine Day) [Live],,,JP,2015-11-26,,정용화
입김 (Hello),,정용화,2018 JUNG YONG HWA LIVE `ROOM 622` DVD,,,JP,2018-11-07,,정용화
처음 사랑하는 연인들을 위해 (반말송),214000.0,정용화,처음 사랑하는 연인들을 위해 (반말송),,,KR,2011-01-14,,정용화
처음 사랑하는 연인들을 위해 (반말송) (Inst.),214000.0,정용화,처음 사랑하는 연인들을 위해 (반말송),,,KR,2011-01-14,,정용화
추억은 잔인하게...,238000.0,"정용화, 윤도현",어느 멋진 날,,,KR,2015-01-20,,정용화
