title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Love Story,245000.0,"SE7EN, Masta Wu",24/SE7EN,,,KR,2006-03-08,,Masta Wu
XINDOSHI,255000.0,"GroovyRoom, Loopy, Masta Wu, 김효은, Sik‐K",EVERYWHERE,,,KR,2017-07-24,,Masta Wu
쿵짝 (Boom Tick),182000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
GONE,111000.0,Masta Wu,Father,,,XW,2020-08-11,,Masta Wu
Do or Die (feat. Teddy),214000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
Sky's High Cloud Is Low,263226.0,"디지탈 마스타, Masta Wu, TEDDY",It's Been Long Time Commin',,,KR,2000-07-12,,Masta Wu
소년원 Freestyle,219973.0,"디지탈 마스타, Infinite, Masta Wu",It's Been Long Time Commin',,,KR,2000-07-12,,Masta Wu
So Much,246000.0,"Gummy, Masta Wu",It's Different,,,KR,2004-09-09,,Masta Wu
문제아,214000.0,Masta Wu,YG 10th Anniversary Special Album,,,KR,2006-07-31,,Masta Wu
Party,197000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
Intro,62000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
최면 (Hypnotic),195000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
사우나속으로,192000.0,"PSY, Masta Wu",싸2,,,KR,2002-01-16,,Masta Wu
미스 효리 Miss HyoRi (feat. JiEun),186000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
Beat Box & Free Stylez (live at club Master Plan 1999.11.18),263973.0,"이현도, Infinite, Masta Wu, 디지탈 마스타, DJ Wreckx",完全 HIPHOP,,,KR,2000-01-21,,Masta Wu
Follow Me,221000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
껌 (Gum),197000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
Life,198000.0,"PSY, 조PD, 이하늘, JP, Masta Wu",Remake & Mix 18번,,,KR,2005-07-23,,Masta Wu
DOPE SHOT,160000.0,"Masta Wu, Remy Banks",Father,,,XW,2020-08-11,,Masta Wu
King With No Crown,258573.0,"이현도, Tiger JK, Masta Wu, Seven",完全 HIPHOP,,,KR,2000-01-21,,Masta Wu
White (feat. 박민혜 of big mama),288000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
힙合,216093.0,"JINUSEAN, Masta Wu, Lexy",The Reign,,,KR,2001-02-07,,Masta Wu
망가진 청색호랑이,256693.0,"디지탈 마스타, Masta Wu",It's Been Long Time Commin',,,KR,2000-07-12,,Masta Wu
赫ㆍ秀 (혁ㆍ수) / The Lost World (Bonus track),721186.0,"윤희중, Masta Wu",Enlightenment,,,KR,2001-08-10,,Masta Wu
Galaxy,209000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
No.3 (feat. 재진 of 45rpm),184000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
GOLD,190000.0,"Masta Wu, E SENS",Father,,,XW,2020-08-11,,Masta Wu
Outro,90000.0,"휘성, Masta Wu",It's Real,,,KR,2003-08-21,,Masta Wu
Girl Friend,188000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
Say No,232829.0,"Peejay, Masta Wu","WALKIN', Vol.2",,,XW,2017-09-04,,Masta Wu
Run,132000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
Hip Hop Seoul-者,247760.0,"JINUSEAN, Chino XL, Masta Wu, TEDDY",The Reign,,,KR,2001-02-07,,Masta Wu
불치병,223000.0,"휘성, Masta Wu",YG 10th Anniversary Special Album,,,KR,2006-07-31,,Masta Wu
Don't Stop (feat. Jinu),216000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
투혼,266813.0,"이현도, Rhymer, Gangis, Masta Wu",完全 HIPHOP,,,KR,2000-01-21,,Masta Wu
돈이 Money?,247240.0,"이현도, 김진표, Masta Wu",完全 HIPHOP,,,KR,2000-01-21,,Masta Wu
Do Da Right One,324106.0,"이현도, Masta Wu",2000 大韓民國,,,KR,2000-01-04,,Masta Wu
불치병,222000.0,"휘성, Masta Wu",For the Moment,,,KR,2004-10-18,,Masta Wu
BUCKY,,"E SENS, Masta Wu, Qim Isle",The Stranger,,,KR,2019-07-22,,Masta Wu
Interlude 문제아 Bad Boy (feat. 양동근),86000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
INTRO,186000.0,Masta Wu,Father,,,XW,2020-08-11,,Masta Wu
문제아 (Bad Boy),213000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
돌아이 Crazy Guy (feat. 스컬),227000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
Party!,256560.0,"이현도, Tashannie, Masta Wu",完全 HIPHOP,,,KR,2000-01-21,,Masta Wu
폭풍전야,282733.0,"디지탈 마스타, Masta Wu, 이현도",It's Been Long Time Commin',,,KR,2000-07-12,,Masta Wu
싸가지 (Bad Attitute Lady),189000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
Why Be Normal?,272000.0,"Perry, Masta Wu, G‐Dragon, Gummy",Why be normal?,,,KR,2002-10-24,,Masta Wu
울라라라 (Ooh-lalala feat. REDROC),214000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
이리와봐,209000.0,"Masta Wu, Dok2, BOBBY",이리와봐,,,KR,2014-12-02,,Masta Wu
흑열가 (黑熱歌),445466.0,"이현도, LEVAS, DJ Wreckx, 조PD, 디지탈 마스타, Drunken Tiger, T'ache, 윤미래, Masta Wu, Gangis, Seven",完全 HIPHOP,,,KR,2000-01-21,,Masta Wu
천국으로 보내는 편지 (Letter To Heaven) (chorus 박민혜(big mama),200000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
토요일 Bomb (Saturday Bomb),220000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
Bacardi (feat. REDROC),222000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
힙합 (김수용 원작 애니메이션 '힙합' Sound Track),258640.0,"이현도, KAOS, Jed, Masta Wu, Infinite",完全 HIPHOP,,,KR,2000-01-21,,Masta Wu
ROMANCE,220000.0,"Masta Wu, Kim Ximya",Father,,,XW,2020-08-11,,Masta Wu
친구야 Dear Friend (feat. bless one),276000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
미스터 지누션,195840.0,"JINUSEAN, 휘성, Masta Wu",虜喇甫世,,,KR,2004-11-13,,Masta Wu
Sweet Love (feat. 민경),239000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
Change,179000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
멋쟁이 신사,237000.0,"JINUSEAN, Taebin, Jinhwan, Masta Wu, G‐Dragon",Why be normal?,,,KR,2002-10-24,,Masta Wu
It´z Time,232000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
11:30,200000.0,"SE7EN, Masta Wu",I AM SE7EN,,,KR,2016-10-14,,Masta Wu
나는...,242000.0,"Wanted, Masta Wu, Lexy",Like The First,,,KR,2004-06-04,,Masta Wu
서울 (Seoul),197000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
Funking Dead,205000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
Intro,139000.0,"PSY, Masta Wu, Jed, Ray Jay, 요한",싸2,,,KR,2002-01-16,,Masta Wu
Sweet Love,237000.0,Masta Wu,Why be normal?,,,KR,2002-10-24,,Masta Wu
허수아비 (Scarecrow),274000.0,Masta Wu,Masta Peace,,,XW,2003-06-20,,Masta Wu
Cry (feat. 이영현),208000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
망가진 청색호랑이 Intro,48400.0,"디지탈 마스타, Masta Wu",It's Been Long Time Commin',,,KR,2000-07-12,,Masta Wu
비틀린세상 (Cold World),230320.0,"이현도, KAOS, Masta Wu",完全 HIPHOP,,,KR,2000-01-21,,Masta Wu
실수,230000.0,"Gummy, Masta Wu",For The Bloom,,,KR,2005-09-01,,Masta Wu
Everything's All Rite (feat. JiEun),226000.0,Masta Wu,Mass Wu Pt.2,,,KR,2007-03-22,,Masta Wu
GOMD,119000.0,Masta Wu,Father,,,XW,2020-08-11,,Masta Wu
