2016,DSP Media,KARD,Oh NaNa (ft. Heo Youngji)
2017,DSP Media,KARD,Don't Recall
2017,DSP Media,KARD,Don't Recall (Hidden Version)
2017,DSP Media,KARD,RUMOR
2017,DSP Media,KARD,RUMOR (Hidden Version)
2017,DSP Media,KARD,Hola Hola
2017,DSP Media,KARD,I Can't Stop
2017,DSP Media,KARD,Living Good (Special thanks to)
2017,DSP Media,KARD,Into You
2017,DSP Media,KARD,Trust Me (J.Seph & Jiwoo version)
2017,DSP Media,KARD,Push & Pull
2017,DSP Media,KARD,Because
2017,DSP Media,KARD,You in Me
2017,DSP Media,KARD,Trust Me (BM & Somin version)
2017,DSP Media,KARD,Trust Me (KARD version)
2018,DSP Media,KARD,Humming
2018,DSP Media,KARD,Ride on the Wind
2018,DSP Media,KARD,Knockin' on My Heaven's Door
2018,DSP Media,KARD,Dímelo
2018,DSP Media,KARD,I'm on My Way
2019,DSP Media,KARD,Bomb Bomb
2019,DSP Media,KARD,Dumb Litty
2020,DSP Media,KARD,Red Moon
2020,DSP Media,KARD,Go Baby
2020,DSP Media,KARD,Enemy
2020,DSP Media,KARD,Inferno
2020,DSP Media,KARD,GUNSHOT
2020,DSP Media,KARD,AH EE YAH
2020,DSP Media,KARD,HOLD ON
2021,DSP Media,KARD,Ring The Alarm
2022,DSP Media,KARD,Good Love
2022,DSP Media,KARD,Whip!
2022,DSP Media,KARD,Break Down
2022,DSP Media,KARD,Ring The Alarm (Instrumental)
1997,DSP Media,Sechskies,학원별곡 (School Byeolgok)
1997,DSP Media,Sechskies,사나이 가는 길 (Pomsaeng Pomsa)
1997,DSP Media,Sechskies,기사도 (Chivalry)
1997,DSP Media,Sechskies,연정 (Heartbreak)
1997,DSP Media,Sechskies,무모한 사랑 (Reckless Love)
1998,DSP Media,Sechskies,커플 (Couple)
1998,DSP Media,Sechskies,너를 보내며 (Letting You Go)
1998,DSP Media,Sechskies,폼생폼사 (Form is Emptiness)
1998,DSP Media,Sechskies,기억해 줄래 (Remember Me)
1999,DSP Media,Sechskies,Com'Back
1999,DSP Media,Sechskies,예감 (Hunch)
1999,DSP Media,Sechskies,사랑하는 너에게 (To My Beloved)
1999,DSP Media,Sechskies,그대로 멈춰 (Stop)
2000,DSP Media,Sechskies,약속 (Promise)
2000,DSP Media,Sechskies,하얀밤에 (White Night)
2001,DSP Media,Eun Jiwon,A-Ha
2001,DSP Media,Eun Jiwon,Drunken In Melody
2001,DSP Media,Eun Jiwon,My Love
2003,DSP Media,Eun Jiwon,G Style
2005,DSP Media,Eun Jiwon,The 2nd Round
2007,DSP Media,Eun Jiwon,Adios
2001,DSP Media,Lee Jai-jin,S.Wing
2003,DSP Media,Lee Jai-jin,002 J2
2005,DSP Media,Lee Jai-jin,It's New
2001,DSP Media,Kang Sung-hoon,Fly (비상)
2002,DSP Media,Kang Sung-hoon,Kang Sung Hoon Vol.2
2003,DSP Media,Kang Sung-hoon,Hoony 003
2004,DSP Media,Kang Sung-hoon,Everlasting
2014,DSP Media,Kang Sung-hoon,Couple (Remake)
2019,DSP Media,Kang Sung-hoon,You Are My Everything
2015,DSP Media,Kang Sung-hoon,날 웃게 한 사람 (Someone Make Me Laugh)
1998,DSP Media,Fin.K.L,Blue Rain
1998,DSP Media,Fin.K.L,내 남자친구에게 (To My Boyfriend)
1998,DSP Media,Fin.K.L,루비 (Ruby)
1999,DSP Media,Fin.K.L,영원한 사랑 (Eternal Love)
1999,DSP Media,Fin.K.L,자존심 (Pride)
1999,DSP Media,Fin.K.L,Waiting For You
1999,DSP Media,Fin.K.L,나의 왕자님께 (To My Prince)
1999,DSP Media,Fin.K.L,화이트 (White)
1999,DSP Media,Fin.K.L,인디언 인형처럼 (Like an Indian Doll)
2000,DSP Media,Fin.K.L,Now
2000,DSP Media,Fin.K.L,Feel Your Love
2000,DSP Media,Fin.K.L,True Love (All About Eve OST)
2001,DSP Media,Fin.K.L,늘 지금처럼 (Always Like This Moment)
2001,DSP Media,Fin.K.L,당신은 모르실 거야 (You Wouldn't Know)
2002,DSP Media,Fin.K.L,영원 (Forever)
2002,DSP Media,Fin.K.L,Don't Go Away
2005,DSP Media,Fin.K.L,Fin.K.L (Digital Single)
2003,DSP Media,Lee Hyori,10 Minutes
2003,DSP Media,Lee Hyori,Hey Girl
2003,DSP Media,Lee Hyori,Remember Me
2003,DSP Media,Lee Hyori,Anyclub (with Teddy)
2003,DSP Media,Lee Hyori,AnyMotion (with Eric)
2003,DSP Media,Lee Hyori,Get Ya!
2003,DSP Media,Ock Joo-hyun,난 (Nan)
2003,DSP Media,Ock Joo-hyun,바보 (Babo)
2003,DSP Media,Ock Joo-hyun,세상은 (The World Is)
2004,DSP Media,Ock Joo-hyun,그때 그사람 (That Man)
2008,DSP Media,Ock Joo-hyun,Honey
2011,DSP Media,Lee Jin,이별이야기 (Farewell Story)
2002,DSP Media,Sung Yuri,Blurry
2002,DSP Media,Sung Yuri,나 (Me)
2002,DSP Media,Sung Yuri,아프고 아픈 이름 (Painful Name)
2002,DSP Media,Sung Yuri,바램 (Wish)
1999,DSP Media,Click-B,독립선언 (Independence Declaration)
1999,DSP Media,Click-B,환영문 (Welcome)
1999,DSP Media,Click-B,To Be Continued...
1999,DSP Media,Click-B,널 기억하며 (Remembering You)
1999,DSP Media,Click-B,거짓말 같은 이별 (A Farewell Like a Lie)
1999,DSP Media,Click-B,드리밍 (Dreaming)
1999,DSP Media,Click-B,영원한 사랑 (Eternal Love)
1999,DSP Media,Click-B,자유선언 (Declaration of Freedom)
1999,DSP Media,Click-B,끝없는 사랑 (Endless Love)
1999,DSP Media,Click-B,이별에 대처하는 우리의 자세 (Our Attitude Towards Separation)
1999,DSP Media,Click-B,백전무패 (Undefeatable)
2000,DSP Media,Click-B,카우보이 (Cowboy)
2000,DSP Media,Click-B,불행은 절대 넘어지지 않는다 (Misfortune Never Falls)
2000,DSP Media,Click-B,미친듯이 사랑한날 (The Day I Loved Like Crazy)
2000,DSP Media,Click-B,약속 (Promise)
2000,DSP Media,Click-B,찬바람이 불면 (When the Cold Wind Blows)
2000,DSP Media,Click-B,소중한 사람 (Precious Person)
2000,DSP Media,Click-B,단 한사람 (Only One Person)
2000,DSP Media,Click-B,바람이 되어 (Become the Wind)
2000,DSP Media,Click-B,떠나간 후에 (After You Left)
2000,DSP Media,Click-B,나에게 오는 길 (The Way to Me)
2000,DSP Media,Click-B,손 (Hands)
2001,DSP Media,Click-B,보내야 하는데 (I Have to Let You Go)
2001,DSP Media,Click-B,백전무패 (Undefeatable)
2001,DSP Media,Click-B,오늘 밤 (Tonight)
