2014,NH Media,라붐,두근두근 (Pit-a-pat)
2014,NH Media,라붐,La li:Lalala
2014,NH Media,라붐,어떡할래 (What About You)
2014,NH Media,라붐,Winter Party
2015,NH Media,라붐,Sugar Sugar
2015,NH Media,라붐,Are You Kiddin' Me?
2015,NH Media,라붐,Fantasy
2015,NH Media,라붐,Aalow Aalow
2015,NH Media,라붐,Tasty
2016,NH Media,라붐,Fresh Adventure (상상더하기)
2016,NH Media,라붐,3 Strike Out
2016,NH Media,라붐,Journey to Atlantis (아틀란티스 소녀)
2016,NH Media,라붐,Shoot! Love!
2016,NH Media,라붐,Doberman
2016,NH Media,라붐,Surprise Party
2017,NH Media,라붐,휘휘 (Hwi Hwi)
2017,NH Media,라붐,Only U
2017,NH Media,라붐,Between Us (체온)
2018,NH Media,라붐,Turn It On (불을 켜)
2019,NH Media,라붐,Firework (불꽃놀이)
2019,NH Media,라붐,You're The Light
2019,NH Media,라붐,Satellite (위성)
2019,NH Media,라붐,Hush
2019,NH Media,라붐,Love On You
2019,NH Media,라붐,My Lover
2019,NH Media,라붐,Falling In Love
2020,NH Media,라붐,Smile Pop Pop
2020,NH Media,라붐,Cheese
2021,NH Media,라붐,Kiss Kiss
2021,NH Media,라붐,How I Wish (얼마나 좋을까)
2021,NH Media,라붐,Red Hot Summer (뜨거운 여름밤은 가고 남은 건 볼품없지만)
2021,NH Media,라붐,Let Me Dance
2021,NH Media,라붐,Put Your Hands Up
2021,NH Media,라붐,We Are The One
2021,NH Media,라붐,White Love (겨울동화) (feat. Layone)
2008,NH Media,U-KISS,어리지 않아 (Not Young)
2008,NH Media,U-KISS,어린왕자 (Prince)
2009,NH Media,U-KISS,니가 좋아 (I Like You)
2009,NH Media,U-KISS,Talk to Me
2009,NH Media,U-KISS,Man Man Ha Ni (만만하니)
2010,NH Media,U-KISS,빙글빙글 (Bingeul Bingeul)
2010,NH Media,U-KISS,What (뭐라고)
2010,NH Media,U-KISS,Shut Up!
2011,NH Media,U-KISS,0330
2011,NH Media,U-KISS,NEVERLAND
2011,NH Media,U-KISS,Someday
2012,NH Media,U-KISS,DORADORA
2012,NH Media,U-KISS,The Special to Kiss Me
2012,NH Media,U-KISS,Stop Girl
2013,NH Media,U-KISS,Standing Still
2013,NH Media,U-KISS,She's Mine
2014,NH Media,U-KISS,Quit Playing (끼부리지마)
2015,NH Media,U-KISS,Playground
2016,NH Media,U-KISS,Stalker
2017,NH Media,U-KISS,Ready For U
