artists,artist_id
SPEED,36c785b6-4ff1-443e-941d-26106932d6d5
블랙펄,71da3bce-e76b-46cd-94b5-c4085ea4f428
T‐ARA,4103d05e-da2a-4744-81ae-f8dc3e81728c
F‐ve Dolls,51af7767-570f-4aea-a9e1-420713a8d9b9
COED School,ff2e3b7c-ae3b-4d52-938e-ca8176dd10e0
지연,34ae1dbe-3d91-4b5d-8cf8-9f054402849e
초신성,b88630be-2d98-445e-aaf9-d08c2932d715
효민,c32e5c67-88f9-4111-b94c-ba28a36ea074
T-ARA N4,ee15c7ba-f21b-40c3-b3ec-3d403dd12ae8
SHANNON,5dad0d85-de3a-4831-82fd-2154a9593d77
Gangkiz,abaab11a-93a5-4f74-bfb3-cd1151cb6506
