artists,artist_id
KISS OF LIFE,cbe629e3-fbbd-4071-9e12-4c5074c2231b
HOT ISSUE,11bc2ee9-e922-4e4f-a7a7-80116c35d930
ADORA,73bb1496-ab61-4a39-bfbb-cd20f9527393
