title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist,year
I'm Coming (feat. Tablo),224000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
In My Bed,252000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
Intro,,RAIN,RAINYDAY (RAIN’s First Live Concert),,,KR,2005,,RAIN,2005
It's Raining,220000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
Kung Fu Fighting,210000.0,RAIN,Kung Fu Panda,,,TW,2008-06-03,,RAIN,2008
La Song,194000.0,RAIN,Rain Effect,,,KR,2014-01-02,,RAIN,2014
Love Story (0912.... 그 이후),243000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
MAGNETIC,158000.0,"RAIN, Jackson Wang",PIECES by RAIN,,,XW,2021-03-03,,RAIN,2021
Move On,265000.0,RAIN,Move on,,,JP,2006-09-06,,RAIN,2006
"My Groove (feat. Epick High, 임정희)",240000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
My Way,179000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
No No No,199000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
Not a Single Day,252000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
Oh yeah!,216137.0,"RAIN, AI",Eternal Rain,,,JP,2006-09-13,,RAIN,2006
One,183000.0,RAIN,Back to the Basic,,,KR,2010-04-07,,RAIN,2010
Only You,254000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
Photo Gallery: 미공개 사진,,RAIN,RAINYDAY (RAIN’s First Live Concert),,,KR,2005,,RAIN,2005
Props in my life,297090.0,RAIN,Eternal Rain,,,JP,2006-09-13,,RAIN,2006
Quiz,222000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
Rain Effect,34000.0,RAIN,Rain Effect,,,KR,2014-01-02,,RAIN,2014
"Rain's History: 비의 역사 (1, 2, 3 집 활동, 평론가 논평 등)",,RAIN,RAINYDAY (RAIN’s First Live Concert),,,KR,2005,,RAIN,2005
Rain's World,54000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
Rainism,215000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
Rainy Day: 공연당일 스케치,,RAIN,RAINYDAY (RAIN’s First Live Concert),,,KR,2005,,RAIN,2005
Sad Tango,269000.0,RAIN,Sad Tango,,,JP,2006-01-25,,RAIN,2006
Slowly,,RAIN,Sad Tango,,,JP,2006-01-25,,RAIN,2006
Smooth Criminal Is Coming,263398.0,"RAIN, Michael Jackson",K-BOOTIE vol. 3,,,XW,2010-04-17,,RAIN,2010
Sunshine,201000.0,RAIN,MY LIFE,,,KR,2017-12-01,,RAIN,2017
Superman,201000.0,RAIN,Rain Effect,,,KR,2014-01-02,,RAIN,2014
To My Friends,103000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
To You,218000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
Touch Ya (feat. C-Luv),218000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
Up In the Club,216000.0,RAIN,Move on,,,JP,2006-09-06,,RAIN,2006
Wanna Talk (feat. JUVIE),224000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
What's Love,,"RAIN, Danny, Lexy, 별, 박진영",나쁜 남자,,,KR,2002-05-13,,RAIN,2002
WHY DON'T WE,178000.0,"RAIN, CHUNG HA",PIECES by RAIN,,,XW,2021-03-03,,RAIN,2021
With U,200000.0,RAIN,Rain's World,,,KR,2006-10-13,,RAIN,2006
Without you,270706.0,RAIN,Eternal Rain,,,JP,2006-09-13,,RAIN,2006
You,157000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
お前のように,,RAIN,EARLY WORKS,,,JP,2005-12-07,,RAIN,2005
さよならの代わりに (Blue Winter mix),,RAIN,EARLY WORKS,,,JP,2005-12-07,,RAIN,2005
なぜ,,RAIN,EARLY WORKS,,,JP,2005-12-07,,RAIN,2005
ネガ・ノム・トゥゴウォソ~僕が熱くなりすぎて~,240901.0,RAIN,Eternal Rain,,,JP,2006-09-13,,RAIN,2006
俺,,RAIN,EARLY WORKS,,,JP,2005-12-07,,RAIN,2005
分かってるくせに,,RAIN,EARLY WORKS,,,JP,2005-12-07,,RAIN,2005
君まで,,RAIN,EARLY WORKS,,,JP,2005-12-07,,RAIN,2005
太陽を避ける方法,,RAIN,EARLY WORKS,,,JP,2005-12-07,,RAIN,2005
悪い男,,RAIN,EARLY WORKS,,,JP,2005-12-07,,RAIN,2005
慣れなくて,,RAIN,EARLY WORKS,,,JP,2005-12-07,,RAIN,2005
握手,,RAIN,EARLY WORKS,,,JP,2005-12-07,,RAIN,2005
最好的礼物 (《최고의 선물》中文版),239000.0,RAIN,The Best Present (最好的礼物),,,CN,2017-01-15,,RAIN,2017
고개 돌려,177000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
굿모닝... (민구),129000.0,RAIN,이 죽일놈의 사랑 - 그리고 그후...,,,KR,2005-12-27,,RAIN,2005
깡 (GANG),188000.0,RAIN,MY LIFE,,,KR,2017-12-01,,RAIN,2017
나,,RAIN,나쁜 남자,,,KR,2002-05-13,,RAIN,2002
난,199000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
내 여자,202000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
내가 유명해지니 좋니,213000.0,RAIN,태양을 피하는 방법,,,KR,2003-10-16,,RAIN,2003
너마저,224000.0,RAIN,태양을 피하는 방법,,,KR,2003-10-16,,RAIN,2003
너처럼,,"RAIN, 바다",나쁜 남자,,,KR,2002-05-13,,RAIN,2002
널 붙잡을 노래,247000.0,RAIN,Back to the Basic,,,KR,2010-04-07,,RAIN,2010
다시 (Again),225000.0,RAIN,MY LIFE,,,KR,2017-12-01,,RAIN,2017
더 끌려 (feat. 태완 A.K.A C-Luv),222000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
똑같아 (Same),198000.0,RAIN,Back to the Basic,,,KR,2010-04-07,,RAIN,2010
마릴린 먼로 (Marilyn Monroe),226000.0,RAIN,Rain Effect,,,KR,2014-01-02,,RAIN,2014
사랑이라는 건,216000.0,RAIN,Rainism,,,KR,2008-10-15,,RAIN,2008
사랑해... (복구),9000.0,RAIN,이 죽일놈의 사랑 - 그리고 그후...,,,KR,2005-12-27,,RAIN,2005
아쉬운 빈 공간,189000.0,RAIN,태양을 피하는 방법,,,KR,2003-10-16,,RAIN,2003
악수,,RAIN,나쁜 남자,,,KR,2002-05-13,,RAIN,2002
안녕이란 말대신,,RAIN,나쁜 남자,,,KR,2002-05-13,,RAIN,2002
알면서,227000.0,RAIN,태양을 피하는 방법,,,KR,2003-10-16,,RAIN,2003
알아버렸어,234000.0,RAIN,Rain Effect,,,KR,2014-01-02,,RAIN,2014
어디 가요 오빠,200000.0,"RAIN, HyunA",Rain Effect,,,KR,2014-01-02,,RAIN,2014
오늘 헤어져,217000.0,"RAIN, 조현아",MY LIFE,,,KR,2017-12-01,,RAIN,2017
왜,,RAIN,나쁜 남자,,,KR,2002-05-13,,RAIN,2002
우 (雨),,RAIN,나쁜 남자,,,KR,2002-05-13,,RAIN,2002
우리집 다정이... (복구 Song),41000.0,RAIN,이 죽일놈의 사랑 - 그리고 그후...,,,KR,2005-12-27,,RAIN,2005
익숙치 않아서,,RAIN,나쁜 남자,,,KR,2002-05-13,,RAIN,2002
지운 얼굴; Familiar Face,249000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
차에 타봐,243000.0,RAIN,Rain Effect,,,KR,2014-01-02,,RAIN,2014
찾아요,,RAIN,RAINYDAY (RAIN’s First Live Concert),,,KR,2005,,RAIN,2005
최고의 선물 (最好的礼物),239000.0,RAIN,The Best Present (最好的礼物),,,CN,2017-01-15,,RAIN,2017
태양을 피하는 방법,220000.0,RAIN,태양을 피하는 방법,,,KR,2003-10-16,,RAIN,2003
태양이 떠도,72000.0,RAIN,태양을 피하는 방법,,,KR,2003-10-16,,RAIN,2003
하고 싶었던 말,47000.0,RAIN,It's Raining,,,KR,2004-10-11,,RAIN,2004
화성에서 온 남자 금성에서 온 여자,222000.0,RAIN,태양을 피하는 방법,,,KR,2003-10-16,,RAIN,2003
1:31AM (잘 지내야해),231000.0,"Jay B, 영재",'Present : YOU' &ME edition,,,KR,2018-12-03,,Jay B,2018
AGAIN,197000.0,Jay B,Love.,,,KR,2022-01-26,,Jay B,2022
AM PM,217441.0,"Jay B, Whee In",SOMO: FUME,,,XW,2021-08-26,,Jay B,2021
Angel,328053.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
B.T.W,192585.0,"Jay B, Jay Park",SOMO: FUME,,,XW,2021-08-26,,Jay B,2021
Bad Habit,218000.0,Jay B,1/? vol. 1,,,,2016-12-31,,Jay B,2016
BE WITH YOU,232000.0,Jay B,1/? vol.3,,,,2018-04-30,,Jay B,2018
BLIND,254000.0,Jay B,1/? vol.3,,,,2018-04-30,,Jay B,2018
Break it Down,171000.0,"Jay B, Sik‐K",Be Yourself,,,KR,2022-09-22,,Jay B,2022
calm down,202000.0,Jay B,abandoned love.,,,KR,2022-10-17,,Jay B,2022
CHANNEL,207000.0,Jay B,1/? vol.2,,,,2018-01-22,,Jay B,2018
COME BACK TO ME,196000.0,Jay B,1/? vol.5,,,,2019-10-28,,Jay B,2019
Count On Me,181229.0,Jay B,SOMO: FUME,,,XW,2021-08-26,,Jay B,2021
CURIOSI,188000.0,Jay B,1/? vol.5,,,,2019-10-28,,Jay B,2019
DEEPER,195000.0,Jay B,1/? vol.4,,,,2019-08-04,,Jay B,2019
DESIRE,208000.0,Jay B,1/? vol.4,,,,2019-08-04,,Jay B,2019
DIARY,247000.0,Jay B,1/? vol.5,,,,2019-10-28,,Jay B,2019
DON'T CARE,205000.0,Jay B,1/? vol.3,,,,2018-04-30,,Jay B,2018
DON'T TOUCH ME,229000.0,Jay B,1/? vol.2,,,,2018-01-22,,Jay B,2018
Don't Worry,144000.0,Jay B,1/? vol. 1,,,,2016-12-31,,Jay B,2016
Dream of vision,236360.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
FAME,143055.0,"Jay B, JUNNY",SOMO: FUME,,,XW,2021-08-26,,Jay B,2021
Forever Love,222000.0,Jay B,Dream Knight Special OST,,,KR,2015-02-17,,Jay B,2015
Fountain of Youth,189000.0,Jay B,Be Yourself,,,KR,2022-09-22,,Jay B,2022
go UP,159000.0,Jay B,Be Yourself,,,KR,2022-09-22,,Jay B,2022
Holic,196000.0,Jay B,1/? vol. 1,,,,2016-12-31,,Jay B,2016
Holyday,188000.0,Jay B,Be Yourself,,,KR,2022-09-22,,Jay B,2022
I JUST WANNA KNOW,173000.0,Jay B,Love.,,,KR,2022-01-26,,Jay B,2022
In To You,218092.0,"Jay B, G1nger",SOMO: FUME,,,XW,2021-08-26,,Jay B,2021
INTRO,26000.0,Jay B,1/? vol.2,,,,2018-01-22,,Jay B,2018
ISLAND,183000.0,"Jay B, JOMALXNE",1/? vol.3,,,,2018-04-30,,Jay B,2018
Livin',191000.0,Jay B,Be Yourself,,,KR,2022-09-22,,Jay B,2022
Lost,161000.0,Jay B,1/? vol. 1,,,,2016-12-31,,Jay B,2016
my abandoned love,210000.0,Jay B,abandoned love.,,,KR,2022-10-17,,Jay B,2022
my bad,190000.0,Jay B,abandoned love.,,,KR,2022-10-17,,Jay B,2022
New Dreaming,185000.0,"Jay B, 박서준",Dream High 2,,,KR,2012-03-26,,Jay B,2012
not easy,179000.0,Jay B,abandoned love.,,,KR,2022-10-17,,Jay B,2022
NOTHING,189000.0,Jay B,1/? vol.5,,,,2019-10-28,,Jay B,2019
OUTRO,13000.0,Jay B,1/? vol.2,,,,2018-01-22,,Jay B,2018
Paranoia,169000.0,Jay B,SOMO: FUME,,,KR,2021-08-27,,Jay B,2021
PRAY,248000.0,Jay B,1/? vol.2,,,,2018-01-22,,Jay B,2018
Rainy,191000.0,Jay B,건반 위의 하이에나 Part.4,,,KR,2018-04-21,,Jay B,2018
REBORN,,"Jay B, 영재",I WON'T LET YOU GO,,,JP,2019-01-30,,Jay B,2019
RING,164000.0,Jay B,1/? vol.5,,,,2019-10-28,,Jay B,2019
RUNAWAY,198000.0,Jay B,1/? vol.4,,,,2019-08-04,,Jay B,2019
Sin,228000.0,Jay B,1/? vol. 1,,,,2016-12-31,,Jay B,2016
SOMETHING SPECIAL,210000.0,Jay B,1/? vol.4,,,,2019-08-04,,Jay B,2019
SOMETIME,172000.0,Jay B,1/? vol.3,,,,2018-04-30,,Jay B,2018
STOPLINE,275000.0,"Jay B, Rick Bridges",1/? vol.4,,,,2019-08-04,,Jay B,2019
Sunrise,211000.0,Jay B,Present : YOU,,,KR,2018-09-17,,Jay B,2018
SUNSET WITH YOU,204000.0,Jay B,Love.,,,KR,2022-01-26,,Jay B,2022
Sweet Love,249826.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
Switch It Up,215000.0,"Jay B, sokodomo",Switch It Up,,,XW,2021-05-14,,Jay B,2021
The way we are,149000.0,Jay B,Be Yourself,,,KR,2022-09-22,,Jay B,2022
Think About It,188000.0,"Jay B, 段宜恩, 영재",'Present : YOU' &ME edition,,,KR,2018-12-03,,Jay B,2018
THINK OF YOU,161000.0,Jay B,1/? vol.2,,,,2018-01-22,,Jay B,2018
U & I,213000.0,"Jay B, Jackson Wang",더 패키지 OST Part.4,,,KR,2017-10-27,,Jay B,2017
WANT U,173000.0,Jay B,Love.,,,KR,2022-01-26,,Jay B,2022
you say,188000.0,Jay B,abandoned love.,,,KR,2022-10-17,,Jay B,2022
가슴소리,307573.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
길 (Road),244906.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
"끝, 시작",214786.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
맞아(right),210000.0,Jay B,abandoned love.,,,KR,2022-10-17,,Jay B,2022
바보같이,208000.0,Jay B,Love.,,,KR,2022-01-26,,Jay B,2022
사랑보다 깊은 상처,261000.0,"Jay B, 박정현",연가 [戀歌],,,KR,2001-01-16,,Jay B,2001
사랑한다면 (Bonus Track),243133.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
"어떤날, 너에게",253920.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
왜그래?,194000.0,Jay B,Love.,,,KR,2022-01-26,,Jay B,2022
이 또한 지나 가리라,227266.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
재회,216466.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
"지금, 여기",242346.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
행복을 찾아서 (feat. 백아연),264346.0,Jay B,Sixth Letter,,,KR,2012,,Jay B,2012
dal segno,66000.0,이달의 소녀 yyxy,beauty&thebeat,,,KR,2018-05-30,,이달의 소녀 yyxy,2018
frozen,207000.0,이달의 소녀 yyxy,beauty&thebeat,,,KR,2018-05-30,,이달의 소녀 yyxy,2018
love4eva,220000.0,"이달의 소녀 yyxy, Grimes",beauty&thebeat,,,KR,2018-05-30,,이달의 소녀 yyxy,2018
one way,227000.0,이달의 소녀 yyxy,beauty&thebeat,,,KR,2018-05-30,,이달의 소녀 yyxy,2018
rendezvous 18.6y,205000.0,이달의 소녀 yyxy,beauty&thebeat,,,KR,2018-05-30,,이달의 소녀 yyxy,2018
4월의 첫 날 (April Fools' Day),266000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
5cm,297000.0,天上智喜 The Grace,Graceful 4,,,JP,2007-11-14,,天上智喜 The Grace,2007
Boomerang,204000.0,天上智喜 The Grace,Too Good,,,KR,2005-04-15,,天上智喜 The Grace,2005
Can't Help Falling In Love,100000.0,天上智喜 The Grace,Too Good,,,KR,2005-04-15,,天上智喜 The Grace,2005
Catch The Shooting Star,,天上智喜 The Grace,'06 SUMMER SMTOWN,,,KR,2006-06-21,,天上智喜 The Grace,2006
Coming to you,321000.0,天上智喜 The Grace,Tribute to SUBARU -Street Dance-,,,JP,2009-03-18,,天上智喜 The Grace,2009
Dancer In The Rain,200000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
Dancing Queen,110000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
Dear friend,254000.0,天上智喜 The Grace,Stand Up People,,,JP,2008-07-23,,天上智喜 The Grace,2008
Do You Know?,251000.0,"天上智喜 The Grace, Sunday",Boomerang,,,JP,2006-01-25,,天上智喜 The Grace,2006
Dreams Come True,244000.0,天上智喜 The Grace,06 WINTER SMTOWN,,,XW,2006-12-12,,天上智喜 The Grace,2006
Epilogue,104000.0,天上智喜 The Grace,Dear...,,,JP,2009-01-07,,天上智喜 The Grace,2009
Faith,116000.0,天上智喜 The Grace,열정 (My Everything),,,KR,2006-11-03,,天上智喜 The Grace,2006
Festival,,天上智喜 The Grace,2007 Summer SMTOWN,,,KR,2007-07-05,,天上智喜 The Grace,2007
Get on the floor,225000.0,"天上智喜 The Grace, Dogma",バックダンサーズ! オリジナル・サウンドトラック,,,JP,2006-08-23,,天上智喜 The Grace,2006
Here,263408.0,"天上智喜 The Grace, CLIFF EDGE",Dear...,,,JP,2009-01-07,,天上智喜 The Grace,2009
I don't know what to do,252000.0,天上智喜 The Grace,Dear...,,,JP,2009-01-07,,天上智喜 The Grace,2009
I'll Kiss You,271000.0,天上智喜 The Grace,Graceful 4,,,JP,2007-11-14,,天上智喜 The Grace,2007
IRIS (할 말이 있어요),282000.0,天上智喜 The Grace,열정 (My Everything),,,KR,2006-11-03,,天上智喜 The Grace,2006
juicy LOVE,297000.0,"天上智喜 The Grace, CORN HEAD",juicy LOVE,,,JP,2006-07-12,,天上智喜 The Grace,2006
Just For One Day,320000.0,"天上智喜 The Grace, 김재중",Piranha,,,JP,2007-08-01,,天上智喜 The Grace,2007
My Everything,308000.0,天上智喜 The Grace,Piranha,,,JP,2007-08-01,,天上智喜 The Grace,2007
Near～thoughtful・ 1220～,310000.0,天上智喜 The Grace,Dear...,,,JP,2009-01-07,,天上智喜 The Grace,2009
Off Shot & Video Clip Making,,天上智喜 The Grace,juicy LOVE,,,JP,2006-07-12,,天上智喜 The Grace,2006
"One More Time, OK?",224000.0,天上智喜 The Grace,Graceful 4,,,JP,2007-11-14,,天上智喜 The Grace,2007
PARDON ME??,206000.0,天上智喜 The Grace,Graceful 4,,,JP,2007-11-14,,天上智喜 The Grace,2007
Party,263000.0,天上智喜 The Grace,Dear...,,,JP,2009-01-07,,天上智喜 The Grace,2009
Piranha,246000.0,天上智喜 The Grace,Piranha,,,JP,2007-08-01,,天上智喜 The Grace,2007
RENEW (사랑할땐 좋아할땐),219000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
Rock'n' Roll Star,272000.0,"天上智喜 The Grace, 린아",Sweet Flower,,,JP,2006-04-26,,天上智喜 The Grace,2006
Stand Up People,313091.0,天上智喜 The Grace,Stand Up People,,,JP,2008-07-23,,天上智喜 The Grace,2008
Sweet Emotion,249000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
Sweet Flower,270000.0,天上智喜 The Grace,Sweet Flower,,,JP,2006-04-26,,天上智喜 The Grace,2006
The Club,220000.0,"天上智喜 The Grace, SEAMO",The Club,,,JP,2006-03-08,,天上智喜 The Grace,2006
The Final Sentence,211000.0,天上智喜 The Grace,열정 (My Everything),,,KR,2006-11-03,,天上智喜 The Grace,2006
Tonight Is On Me,226000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
Too Good,254000.0,天上智喜 The Grace,Too Good,,,KR,2005-04-15,,天上智喜 The Grace,2005
We Wish You A Merry Christmas & Feliz Navidad,223000.0,天上智喜 The Grace,07 WINTER SMTOWN,,,XW,2007-12-07,,天上智喜 The Grace,2007
What U Want,297000.0,"天上智喜 The Grace, Stephanie",The Club,,,JP,2006-03-08,,天上智喜 The Grace,2006
さよならの向こうに,303000.0,天上智喜 The Grace,juicy LOVE,,,JP,2006-07-12,,天上智喜 The Grace,2006
どうして・・・,212000.0,天上智喜 The Grace,Dear...,,,JP,2009-01-07,,天上智喜 The Grace,2009
天上のメロディー,266000.0,天上智喜 The Grace,Dear...,,,JP,2009-01-07,,天上智喜 The Grace,2009
女友 (Interlude),31000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
女友 (그녀들의 수다),221000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
少しでいいから,311359.0,天上智喜 The Grace,Dear...,,,JP,2009-01-07,,天上智喜 The Grace,2009
그 사람... 욕하지 마요,211000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
아니기를 (Not To Be),269000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
오랫동안 (Your Smile),281000.0,天上智喜 The Grace,Too Good,,,KR,2005-04-15,,天上智喜 The Grace,2005
"한번 더, OK?",223000.0,天上智喜 The Grace,"한번 더, OK?",,,KR,2007-05-04,,天上智喜 The Grace,2007
Back in the Day,76000.0,Kei,Over and Over,,,KR,2019-10-08,,Kei,2019
BEAUTIFUL,222000.0,"Kei, THE SOLUTIONS",BEAUTIFUL,,,KR,2016-10-27,,Kei,2016
Cry,205000.0,Kei,Over and Over,,,KR,2019-10-08,,Kei,2019
Dreaming,235000.0,Kei,Over and Over,,,KR,2019-10-08,,Kei,2019
I Go,266000.0,Kei,Over and Over,,,KR,2019-10-08,,Kei,2019
Ride Or Die,210000.0,"Kei, JOOHONEY",런 온 OST,,,KR,2021-02-03,,Kei,2021
Y,244000.0,"Kei, myunDo, BUMZU",Y,,,KR,2016-09-02,,Kei,2016
동화 속 이야기,,Kei,연애시발.(점) OST Part.2,,,KR,2021-06-30,,Kei,2021
별 길,243680.0,Kei,Starry road with KozyPop,,,KR,2022-05-29,,Kei,2022
이 비(雨),257000.0,Kei,Over and Over,,,KR,2019-10-08,,Kei,2019
종이달,216000.0,Kei,Over and Over,,,KR,2019-10-08,,Kei,2019
찌릿찌릿,140000.0,Kei,운빨로맨스 OST Part 1,,,KR,2016-05-25,,Kei,2016
초능력 나의 그대,202000.0,Kei,절대그이 OST Part.4,,,KR,2019-06-06,,Kei,2019
Beautiful Liar,233000.0,VIXX LR,Beautiful Liar,,,KR,2015-08-17,,VIXX LR,2015
Beautiful Night,222066.0,VIXX LR,Complete LR,,,,2018-01-24,,VIXX LR,2018
Chocolatier,202000.0,VIXX LR,Whisper,,,KR,2017-08-28,,VIXX LR,2017
Feeling,186000.0,VIXX LR,Whisper,,,KR,2017-08-28,,VIXX LR,2017
Ghost,197000.0,VIXX LR,Beautiful Liar,,,KR,2015-08-17,,VIXX LR,2015
My Light,191000.0,VIXX LR,Beautiful Liar,,,KR,2015-08-17,,VIXX LR,2015
Poison,222400.0,VIXX LR,Complete LR,,,,2018-01-24,,VIXX LR,2018
Remember,205000.0,VIXX LR,Beautiful Liar,,,KR,2015-08-17,,VIXX LR,2015
Thanks for…,221680.0,VIXX LR,Complete LR,,,,2018-01-24,,VIXX LR,2018
Today,202000.0,VIXX LR,Whisper,,,KR,2017-08-28,,VIXX LR,2017
Whisper,215000.0,VIXX LR,Whisper,,,KR,2017-08-28,,VIXX LR,2017
아름다운 밤에,219000.0,VIXX LR,Whisper,,,KR,2017-08-28,,VIXX LR,2017
할 말,218000.0,VIXX LR,Beautiful Liar,,,KR,2015-08-17,,VIXX LR,2015
(Mama) I'm Good,195040.0,miss A,Hush,,,KR,2013-11-06,,miss A,2013
Bad Girl Good Girl,217000.0,miss A,Bad but Good,,,KR,2010-07-01,,miss A,2010
Break It,228000.0,miss A,Bad but Good,,,KR,2010-07-01,,miss A,2010
Breathe,214000.0,miss A,Step Up,,,KR,2010-09-27,,miss A,2010
Colors Spoiler,,miss A,Colors,,,TW,2015-05-22,,miss A,2015
Good-bye Baby,225000.0,miss A,A Class,,,KR,2011-07-18,,miss A,2011
Help Me,197000.0,miss A,A Class,,,KR,2011-07-18,,miss A,2011
Hide & Sick,207067.0,miss A,Hush,,,KR,2013-11-06,,miss A,2013
Hush,186000.0,miss A,Hush,,,KR,2013-11-06,,miss A,2013
I Caught Ya,252000.0,miss A,Colors,,,XW,2015-03-30,,miss A,2015
If I Were a Boy,176000.0,miss A,Independent Women pt.III,,,KR,2012-10-15,,miss A,2012
Like U,263333.0,miss A,Hush,,,KR,2013-11-06,,miss A,2013
Lips,215000.0,miss A,Touch,,,KR,2012-02-20,,miss A,2012
Love Alone,211000.0,miss A,Love Alone,,,KR,2011-05-02,,miss A,2011
Love Is U,223000.0,miss A,Hush,,,KR,2013-11-06,,miss A,2013
Love Song,230000.0,miss A,Colors,,,XW,2015-03-30,,miss A,2015
Ma Style,207000.0,miss A,Independent Women pt.III,,,KR,2012-10-15,,miss A,2012
Madness,247000.0,"miss A, 옥택연",Independent Women pt.III,,,KR,2012-10-15,,miss A,2012
Mr. Johnny,185000.0,miss A,A Class,,,KR,2011-07-18,,miss A,2011
No Mercy,209000.0,miss A,Touch,,,KR,2012-02-20,,miss A,2012
Over U,188547.0,miss A,Touch,,,KR,2012-02-20,,miss A,2012
Rock n Rule,200000.0,miss A,Touch,,,KR,2012-02-20,,miss A,2012
Spotlight,192413.0,miss A,Hush,,,KR,2013-11-06,,miss A,2013
Step Up,168000.0,miss A,Step Up,,,KR,2010-09-27,,miss A,2010
Stuck,192000.0,miss A,Colors,,,XW,2015-03-30,,miss A,2015
Time's Up,232000.0,miss A,Independent Women pt.III,,,KR,2012-10-15,,miss A,2012
Touch,237360.0,miss A,Touch,,,KR,2012-02-20,,miss A,2012
再爱一次,206000.0,miss A,A Class,,,TW,2011-10-14,,miss A,2011
只要你就足够,198000.0,miss A,Colors,,,TW,2015-05-22,,miss A,2015
没有男人也能好好的,210000.0,miss A,Independent Women pt.III,,,TW,2012-11-06,,miss A,2012
著迷,191000.0,miss A,Colors,,,TW,2015-05-22,,miss A,2015
그 음악을 틀어줘요 DJ,195000.0,miss A,Step Up,,,KR,2010-09-27,,miss A,2010
남자 없이 잘 살아,210000.0,miss A,Independent Women pt.III,,,KR,2012-10-15,,miss A,2012
녹아,179000.0,miss A,Colors,,,XW,2015-03-30,,miss A,2015
놀러와,219000.0,miss A,Hush,,,KR,2013-11-06,,miss A,2013
다른 남자 말고 너,198000.0,miss A,Colors,,,XW,2015-03-30,,miss A,2015
다시 사랑,206000.0,miss A,Bad but Good,,,KR,2010-07-01,,miss A,2010
딱 마주쳐,185000.0,miss A,Bad but Good,,,KR,2010-07-01,,miss A,2010
멍하니,287000.0,miss A,Step Up,,,KR,2010-09-27,,miss A,2010
하나부터 열까지,216000.0,miss A,A Class,,,KR,2011-07-18,,miss A,2011
한걸음,220000.0,miss A,Colors,,,XW,2015-03-30,,miss A,2015
Cactus,248000.0,엔,Cactus,,,US,2018-02-02,,엔,2018
TDTD,197000.0,엔,TDTD,,,,2019-06-29,,엔,2019
가장자리,262000.0,엔,Children of Nobody Pt. 4 (Original Television Soundtrack),,,US,2018-12-26,,엔,2018
선인장,248000.0,엔,선인장,,,KR,2018-02-02,,엔,2018
"""Human"" -Video Clip-",,최강창민,Human,,,JP,2021-12-08,,최강창민,2021
-Video Clip- Off Shot Movie,,최강창민,Human,,,JP,2021-12-08,,최강창민,2021
