1996,SM Entertainment,H.O.T.,Candy
1996,SM Entertainment,H.O.T.,널 사랑한 만큼 (As Much As I Loved You)
1996,SM Entertainment,H.O.T.,전사의 후예 (Warrior’s Descendant)
1996,SM Entertainment,H.O.T.,노을 속에 비친 그대 모습 (You Belong to Me)
1996,SM Entertainment,H.O.T.,내가 필요할 때 (By Your Side)
1996,SM Entertainment,H.O.T.,오늘도 짜증나는 날이네 (The Cranky Day)
1996,SM Entertainment,H.O.T.,너는 Fast 나는 Slow (Fast Love)
1996,SM Entertainment,H.O.T.,개성시대 (X Generation)
1996,SM Entertainment,H.O.T.,About 여자 (About Women)
1997,SM Entertainment,H.O.T.,We Are The Future
1997,SM Entertainment,H.O.T.,늑대와 양 (Wolf and Sheep)
1997,SM Entertainment,H.O.T.,행복 (Full of Happiness)
1997,SM Entertainment,H.O.T.,자유롭게 날 수 있도록 (Free to Fly)
1997,SM Entertainment,H.O.T.,열등감 (The End of My Inferiority Complex)
1997,SM Entertainment,H.O.T.,12번째 생일 (Lost 12th Birthday)
1997,SM Entertainment,H.O.T.,Tragedy
1997,SM Entertainment,H.O.T.,너와 나 (You & I)
1998,SM Entertainment,H.O.T.,빛 (Hope)
1998,SM Entertainment,H.O.T.,열맞춰 (Line Up!)
1998,SM Entertainment,H.O.T.,투혼 (The Spirit of Fighter)
1998,SM Entertainment,H.O.T.,우리들의 맹세 (The Promise of H.O.T.)
1998,SM Entertainment,H.O.T.,아빠! 사랑해요 (H.O.T. (House Of Trust))
1998,SM Entertainment,H.O.T.,이 세상에 버려진 모든 아이들을 위하여 (In I)
1998,SM Entertainment,H.O.T.,Monade
1998,SM Entertainment,H.O.T.,Techno Love
1998,SM Entertainment,H.O.T.,You Got Gun?
1998,SM Entertainment,H.O.T.,소년이여! 신화가 되어라 (Boys, Be A Legend!)
1998,SM Entertainment,H.O.T.,홀로서기 (All Alone)
1998,SM Entertainment,H.O.T.,후에 (Since, You’ve Gone)
1998,SM Entertainment,H.O.T.,하나라는 아름다운 느낌 (Unity Is as Beautiful as One)
1999,SM Entertainment,H.O.T.,아이야! (I Yah!)
1999,SM Entertainment,H.O.T.,마지막 승부 (The Last Match)
1999,SM Entertainment,H.O.T.,포트리스 (Fortress)
1999,SM Entertainment,H.O.T.,열등감 II (The End of My Inferiority Complex II)
