2018,Artsro Entertainment,Jeon Ji-yoon,Hello (저기요) (feat. Kisum)
2018,Artsro Entertainment,Jeon Ji-yoon,Because
2018,Artsro Entertainment,Jeon Ji-yoon,Bus
2018,Artsro Entertainment,Jeon Ji-yoon,Shower (샤워)
2020,Artsro Entertainment,Jeon Ji-yoon,Bad (feat. KIMMUSEUM)
2021,Artsro Entertainment,Jeon Ji-yoon,Soop (feat. Gayoon)
