Year,Song,Artist,query_idx,channel_artist_same,video_title,video_channel,video_url
1998,너에게,S.E.S.,0,False,s.e.s - 너에게 (to you),lefty,https://www.youtube.com/watch?v=Y7WKTuy3Ab0
1998,어머님께,G.O.D,1,False,어머님께,release - topic,https://www.youtube.com/watch?v=6H_IilsR6Fo
1998,감사,SHINHWA,0,True,shinhwa (신화) - thanks (감사),shinhwasubs&cuts,https://www.youtube.com/watch?v=6njgzL007OA
1998,나쁜 여자,G.O.D,0,False,지오디(god) 나쁜여자 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=KJVCKjBFeHo
1998,난 너에게,G.O.D,0,False,지오디(god) 난 너에게 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=NpS3WAsX5nw
1998,날 기다려줘,G.O.D,0,False,g.o.d. vol. 1 track 03: 날 기다려줘,theshoolafriendly,https://www.youtube.com/watch?v=KInbFqR3W0c
1998,너를 사랑해,S.E.S.,0,False,s e s - 너를사랑해 (60fps) 1999.0228,music나루,https://www.youtube.com/watch?v=2S-rkVb8sBA
1998,느낌,S.E.S.,0,False,s.e.s - 느낌 (feeling),lefty,https://www.youtube.com/watch?v=n-f0raxCGtc
1998,누에,SHINHWA,0,False,shinhwa (신화) - 누에 (silkworm),kuiskaava,https://www.youtube.com/watch?v=BRJszpJINsQ
1998,니가 다시 돌아올 수 있도록,g.o.d,0,True,so you can come back to me (니가 다시 돌아올 수 있도록) (prod. yoon kye sang)...,g.o.d - topic,https://www.youtube.com/watch?v=J77VbiOevbU
1998,Road Fighter,SECHSKIES,0,False,"sechskies - ""road fighter"" lyrics [color coded han/rom/eng]",ksector,https://www.youtube.com/watch?v=8acflIoKPQw
1998,Kiss,S.E.S.,0,False,s.e.s - kiss,lefty,https://www.youtube.com/watch?v=uzbWOmJLKMw
1998,약속,g.o.d,0,False,지오디(god) 약속 (narration 강경헌) (가사 첨부),hankook nore,https://www.youtube.com/watch?v=woHVIglPP_E
1998,SAY,SECHSKIES,1,True,say (say),sechskies,https://www.youtube.com/watch?v=Bhhvb3tCIdY
1998,어머님께,g.o.d,1,False,어머님께,release - topic,https://www.youtube.com/watch?v=6H_IilsR6Fo
1998,Run Away,SECHSKIES,0,True,run away (run away),sechskies,https://www.youtube.com/watch?v=yrGF4Z0khc8
1998,관찰,g.o.d,1,False,"god - observation, 지오디 - 관찰, music camp 19990515",mbckpop,https://www.youtube.com/watch?v=xlhzcak2ik4
1998,난 너에게,g.o.d,0,False,지오디(god) 난 너에게 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=NpS3WAsX5nw
1998,나쁜 여자,g.o.d,0,False,지오디(god) 나쁜여자 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=KJVCKjBFeHo
1998,날 기다려줘,g.o.d,0,False,g.o.d. vol. 1 track 03: 날 기다려줘,theshoolafriendly,https://www.youtube.com/watch?v=KInbFqR3W0c
1998,작은 남자들과 함께,g.o.d,0,False,god (지오디) - with little men (작은 남자들과 함께) lyrics [color coded han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=7k-SjnJmGKg
1998,행복한 약속,Fin.K.L,0,False,핑클 행복한 약속 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=XwlpF2uU04U
1998,비상(Fly Up),SECHSKIES,0,False,"sechskies - fly up (비상) [han, rom & eng]",anz 1315_6_6,https://www.youtube.com/watch?v=jY5fVTMyFFM
1998,여우사냥,SECHSKIES,0,False,젝스키스(sechs kies) 여우사냥 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=17rF4rNSFrQ
1998,H.O.T. (House Of Trust) -아빠 사랑해요-,H.O.T.,5,False,女友和小三撞衫，簡單處理一下驚艷全場，直接甩小三10條街ep12,热剧不停,https://www.youtube.com/watch?v=ppYi5IDhXHw
1998,Monade,H.O.T.,0,True,monade,h.o.t. - topic,https://www.youtube.com/watch?v=SMFtGh76xmk
1998,우리들의 맹세 (The promise of H.O.T),H.O.T.,1,False,"h.o.t (에이치오티) - ""promise of h.o.t"" (우리들의 맹세) lyrics [color coded han/rom/eng]",ksector,https://www.youtube.com/watch?v=29U52i5KHmg
1998,테크노폴리스,SECHSKIES,0,False,젝스키스(sechs kies)테크노 폴리스 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=6phcJLQgwDY
1998,めぐりあう世界,S.E.S.,1,False,s.e.s. - めぐりあう世界 (981104 pocket music),seaeye video,https://www.youtube.com/watch?v=C3zbp7IiguE
1998,무모한 사랑,SECHSKIES,0,False,젝스키스(sechs kies)  무모한 사랑 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=DfYGH27amZ4
1998,변신 (Renewal),SECHSKIES,0,False,sechskies (젝스키스) - change (변신),christina y.,https://www.youtube.com/watch?v=KXmI47HHO4A
1998,悲歌,S.E.S.,0,False,s.e.s - 悲歌 (sad song),lefty,https://www.youtube.com/watch?v=zfFRgCj8O3Q
1998,#,S#arp,2,False,[official audio] 샵(s#arp) - sweety,riak official,https://www.youtube.com/watch?v=q6Fw7GLT8MI
1998,Christmas Story,S#arp,0,True,christmas story,s#arp - topic,https://www.youtube.com/watch?v=UKOK5-6goj4
1998,Christmas Eve (John's Talk),S#arp,8,False,december to remember car commercial - snl,saturday night live,https://www.youtube.com/watch?v=WcEylCwkSxE
1998,Blue Rain,Fin.K.L,1,False,"fin.k.l - ""blue rain"" lyrics [color coded han/rom/eng]",ksector,https://www.youtube.com/watch?v=M5jMCBtufbM
1998,Go to Jamaica,S#arp,0,False,s#arp (sharp) (샵) go to jamaica - han/rom/eng lyrics (가사) [1998],oldschoolkpoplyrics,https://www.youtube.com/watch?v=ucSh10iLNaA
1998,Lying,S#arp,0,True,샵 (s#arp) - lying,the s#arp,https://www.youtube.com/watch?v=4VrPRcpcmjc
1998,그대가 잠든 사이에(While You Were Sleeping),SECHSKIES,0,False,"sechskies - while you were sleeping (그대가 잠든 사이에) [han, rom & eng]",anz 1315_6_6,https://www.youtube.com/watch?v=yP57O2CcOp4
1998,기도(Prayer),SECHSKIES,0,False,"sechskies - pray (기도) [han, rom & eng]",anz 1315_6_6,https://www.youtube.com/watch?v=LlTpP8E5HjQ
1998,Eternal Love,S.E.S.,0,False,s.e.s - eternal love,lefty,https://www.youtube.com/watch?v=EwX76KgdPcQ
1998,Evolution (outro),S#arp,0,True,evolution (outro),s#arp - topic,https://www.youtube.com/watch?v=3QBKb8hIq-c
1998,내맘을 알고있니(Do You Know My Heart),SECHSKIES,0,True,do you know my heart (내맘을 알고있니),sechskies,https://www.youtube.com/watch?v=3fANTdcckY0
1998,네겐 보일수 없었던 세상(The World Where I Couldn't Show You),SECHSKIES,0,True,the world where i couldn't show you (네겐 보일수 없었던 세상),sechskies,https://www.youtube.com/watch?v=GN6OxqKZleA
1998,단념(Letting Go),SECHSKIES,0,True,abandonment (단념),sechskies,https://www.youtube.com/watch?v=P5g08-Z4Frc
1998,Evolution…2&3,S#arp,0,False,샵(s#arp) evolution  2&3 (가사 첨부),all nore,https://www.youtube.com/watch?v=MWR5-1uTIOw
1998,윙크,Fin.K.L,0,False,fin.k.l (핑클) - 윙크 (wink) [1집 fine killing liberty : blue rain],stash 1st generation (back to the '90s),https://www.youtube.com/watch?v=H9WtyPSFoKg
1998,가,Fin.K.L,0,False,핑클 - 가 [이소라의 프로포즈 1999년 08월 28일] [again 가요톱10/kbs kpop classic] | kbs 방송,again 가요톱10 : kbs kpop classic,https://www.youtube.com/watch?v=AEG8fjBTxYQ
1998,Dreams Come True,S.E.S.,1,False,s.e.s - dreams come true,lefty,https://www.youtube.com/watch?v=r7Tx0VDF0H4
1998,블루데이,Fin.K.L,0,False,blueday (블루데이),핑클 - topic,https://www.youtube.com/watch?v=Fcy5rywsiBw
1998,Believe in Love,S.E.S.,0,False,s.e.s - believe in love,lefty,https://www.youtube.com/watch?v=1dJu2aore1M
1998,루비 (漏悲) 슬픈눈물,Fin.K.L,0,False,fin.k.l (핑클) - ruby [루비(漏悲) - 슬픈눈물] [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=BGSuenqVFWw
1998,Sad Way,S#arp,0,False,s#arp (sharp) (샵) sad way - han/rom/eng lyrics (가사) [1998],oldschoolkpoplyrics,https://www.youtube.com/watch?v=n8g1umqd8Y0
1998,사랑의 향기,Fin.K.L,0,False,핑클 사랑의 향기 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=J59uPUX9n2M
1998,"鬪魂 (투혼, The Spirit of Fighter)",H.O.T.,0,True,투혼 (鬪魂) (the spirit of fighter),h.o.t. - topic,https://www.youtube.com/watch?v=XpXFlbjL57Q
1998,Intro,G.O.D,2,False,playing god unplugged,tim henson,https://www.youtube.com/watch?v=DSBBEDAGOTc
1998,Wedding X-Mas,H.O.T.,0,True,wedding x-mas (wedding christmas),h.o.t. - topic,https://www.youtube.com/watch?v=0Ka-vqZrXZo
1998,You Got Gun?,H.O.T.,0,True,you got gun?,h.o.t. - topic,https://www.youtube.com/watch?v=gmOP5axhUZI
1998,하나라는 아름다운 느낌 (Unity is as beautiful as one),H.O.T.,0,True,하나라는 아름다운 느낌 (unity is as beautiful as one),h.o.t. - topic,https://www.youtube.com/watch?v=-P68eXyXYtc
1998,홀로서기 (All Alone),H.O.T.,0,True,홀로서기 (all alone),h.o.t. - topic,https://www.youtube.com/watch?v=H1woKoL83OE
1998,후에... (Since you've gone),H.O.T.,0,True,"후에... (since, you've gone)",h.o.t. - topic,https://www.youtube.com/watch?v=tKVuCGw3Pl8
1998,낙서,Fin.K.L,0,False,핑클 낙서 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=ZSBewsUOm2A
1998,내 남자 친구에게,Fin.K.L,0,False,fin.k.l (핑클) - to my boyfriend (내 남자 친구에게) [color coded lyrics han/rom/eng],ksector lyrics,https://www.youtube.com/watch?v=8TpsyaPTR6g
1998,My Life,1TYM,0,True,my life,1tym - topic,https://www.youtube.com/watch?v=dKL31NzoMT0
1998,널 보내고,박지윤,0,False,박지윤   - 널 보내고 -,전진혁,https://www.youtube.com/watch?v=0K-xtjOP1vo
1998,으쌰! 으쌰!,SHINHWA,0,False,shinhwa (신화) - 으쌰! 으쌰! (eusha! eusha!),kuiskaava,https://www.youtube.com/watch?v=xw3OFScrw-c
1998,Last Night,박지윤,0,False,last night,release - topic,https://www.youtube.com/watch?v=-riItHjYeDE
1998,천일유혼,SHINHWA,0,False,[인기가요 rewind] 신화(shinhwa) / 천일유혼,빽능 - sbs 옛날 예능,https://www.youtube.com/watch?v=OuVq9vRU2NA
1998,소중한 사랑,박지윤,0,False,박지윤 - 소중한 사랑 2집 1998년 가요 가사포함 kpop,정일용,https://www.youtube.com/watch?v=R8LgowCIU_0
1998,유혹,Fin.K.L,0,False,temptation (유혹),핑클 - topic,https://www.youtube.com/watch?v=EfAia5GUwxs
1998,Shadow,Fin.K.L,1,False,fin.k.l - shadow,crybabytt2,https://www.youtube.com/watch?v=AZrVjLKpKak
1998,그 날까지,SECHSKIES,1,False,젝스키스 - 그날까지 2016 sechskies dvd yellow note concert,-,https://www.youtube.com/watch?v=nkZn6Khw5Pg
1998,빛 (Hope),H.O.T.,1,False,h.o.t. - 빛 (hope) [가사/lyrics],웅키,https://www.youtube.com/watch?v=tWyIHYvshXI
1998,"소년이여! 신화가 되어라 (Boys, Be a Legend!)",H.O.T.,0,True,"소년이여! 신화가 되어라 (boys, be a legend!)",h.o.t. - topic,https://www.youtube.com/watch?v=aDFpbpnMSZA
1998,7전8기,SECHSKIES,0,False,젝스키스(sechs kies) 7전 8기 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=IpAgelgHUA8
1998,Techno Love,H.O.T.,0,True,techno love,h.o.t. - topic,https://www.youtube.com/watch?v=_FkH5Tj7CaA
1998,열맞춰! (Line Up!),H.O.T.,0,True,열맞춰! (line up!),h.o.t. - topic,https://www.youtube.com/watch?v=gOMJxap_8II
1998,관찰,G.O.D,1,False,"god - observation, 지오디 - 관찰, music camp 19990515",mbckpop,https://www.youtube.com/watch?v=xlhzcak2ik4
1998,Celebrate Tonight,SECHSKIES,0,True,celebrate tonight (celebrate tonight),sechskies,https://www.youtube.com/watch?v=BVdGDwB1MqI
1998,Throw Them Hands Up,JINUSEAN,0,False,[audio] jinusean - throw them hands up,cite scum,https://www.youtube.com/watch?v=i7uPzWvGqSw
1998,Chance,SECHSKIES,0,True,chance (chance (지금이야)),sechskies,https://www.youtube.com/watch?v=ANrJmGW7Tqk
1998,Goodbye Party,SECHSKIES,0,False,젝스키스(sechs kies)  goodbye party 슬픈 축제 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=olq776a2qBA
1998,Unchained Melody,S#arp,0,True,unchained melody,s#arp - topic,https://www.youtube.com/watch?v=_mGtAvois90
1998,위험한 사랑 (Dangerous Love),박지윤,0,False,박지윤(park ji yoon) - 남편에게 (dear my husband) (나의 위험한 아내 ost) my dangerous wife ost part 3,kdrama full ost,https://www.youtube.com/watch?v=nNi0yNULs_A
1998,눈물,SHINHWA,0,False,shinhwa (신화) - 눈물 (tears),kuiskaava,https://www.youtube.com/watch?v=Zuz20cL49zY
1998,Last,SECHSKIES,0,True,last (last),sechskies,https://www.youtube.com/watch?v=uF6_sPTyY2k
1998,"Like This, Like That",JINUSEAN,0,True,"like this, like that",jinusean - topic,https://www.youtube.com/watch?v=KVI1GRpncwY
1998,천사,박지윤,0,False,천사 -박지윤,latte ee,https://www.youtube.com/watch?v=vnfg3S5sNsQ
1998,美,S#arp,0,False,샵(s#arp) 미(美)  (가사 첨부),all nore,https://www.youtube.com/watch?v=3cyynb_rAdQ
1998,Yes,S#arp,0,False,샵 (s#arp) - yes (60fps) 1998.1129,music나루,https://www.youtube.com/watch?v=4mxuOpeHhzU
1998,내게 남은 내겐 그대 하나,S#arp,0,False,샵(s#arp) 내게 남은 내겐 그대 하나 (가사 첨부),all nore,https://www.youtube.com/watch?v=79L3af4rNv8
1998,善,S#arp,0,False,샵(s#arp)  선(善) (가사 첨부),all nore,https://www.youtube.com/watch?v=Dt14Fir2s3Q
1998,눈물,S#arp,0,False,샵(sharp) 눈물 (가사 첨부),hankook nore,https://www.youtube.com/watch?v=abxzpin4IyU
1998,"Snow, X-mas",S.E.S.,0,False,"s.e.s - snow, x-mas",lefty,https://www.youtube.com/watch?v=4fx6zaI9K1A
1998,내 눈에 슬픈 비,박지윤,0,False,박지윤(park ji yoon) - 내눈에 슬픈 비,carcass1178,https://www.youtube.com/watch?v=rTW68ljmPMo
1998,너도 나처럼,박지윤,0,False,박지윤   - 너도 나 처럼 -,전진혁,https://www.youtube.com/watch?v=_ciZq9SDKCU
1998,내 남자,박지윤,0,False,박지윤   - 내 남자 -,전진혁,https://www.youtube.com/watch?v=BpT_HU4OoUU
1998,키가 자랐어요,SHINHWA,0,True,shinhwa (신화) - i grew up in height (키가 자랐어요),shinhwasubs&cuts,https://www.youtube.com/watch?v=ea0V06bqIhQ
1998,해결사,SHINHWA,0,False,신화(shinhwa) - 해결사 [브라보신세대] | kbs 19980429 방송,again 가요톱10 : kbs kpop classic,https://www.youtube.com/watch?v=Qcp47ImNGYw
1998,애인찾기,S.E.S.,1,True,애인찾기,s.e.s. - topic,https://www.youtube.com/watch?v=J1DNYaSSwvc
1998,Shy Boy,S.E.S.,1,False,s.e.s - shy boy,lefty,https://www.youtube.com/watch?v=ZZ9MavqpssA
1998,니가 다시 돌아올 수 있도록,G.O.D,0,True,so you can come back to me (니가 다시 돌아올 수 있도록) (prod. yoon kye sang)...,g.o.d - topic,https://www.youtube.com/watch?v=J77VbiOevbU
1998,탈출,1TYM,0,True,탈출,1tym - topic,https://www.youtube.com/watch?v=SdiTRH0i4E8
1998,1TYM,1TYM,1,False,1tym (원타임) - 1tym [1집 one time for your mind],stash 1st generation (back to the '90s),https://www.youtube.com/watch?v=oTC7T8DaQ-Y
1998,Falling in Love,1TYM,0,True,falling in love,1tym - topic,https://www.youtube.com/watch?v=H3mn-dWQWw4
1998,Good Love,1TYM,1,False,원타임(1tym)  good love (가사 첨부),hankook nore,https://www.youtube.com/watch?v=uh4-ZUY_Msc
