recording_id,title,release_date,query_artist_name,retrieved_artist_name
01152174-6d2a-46c7-989a-5773470c62e3,Drop the Beat,2010-08-25,SISTAR,SISTAR
03085a7c-343d-46ed-be2a-268f98670c6f,Girls on Top,2012-04-12,SISTAR,SISTAR
092032e5-b2f7-4ff6-bdde-f354de6df3c7,일주일 (A Week),2013-06-11,SISTAR,SISTAR
0953c4af-71e4-4bbc-87b2-b718c44e320d,Summer Time,2013-06-11,SISTAR,SISTAR
0a2b2091-836f-441a-823f-005955a4ca36,날개뼈 (Hot Wings),2013-07-01,SISTAR,SISTAR
0b4b16ea-6fef-4348-8a5f-a7df95f5d4a4,No Mercy,2012-04-12,SISTAR,SISTAR
1080a54c-d90a-4d9d-a616-b45cfb4d0cf6,나쁜놈,2015-06-22,SISTAR,SISTAR
10f402b9-bb77-4474-8610-31fb8463c525,Ma Boy,2011-08-09,SISTAR,SISTAR
154e33c1-2bb8-435e-bd04-6e9553d67505,Crying,2013-06-11,SISTAR,SISTAR
223e2743-9d81-47fe-95be-092d62efabaa,FOR YOU,2017-05-31,SISTAR,SISTAR
22ff15f5-e562-4bb9-8758-6ee274f12192,해볼래,2016-06-21,SISTAR,SISTAR
2892e503-f9ce-4d24-be1b-e2ad2e79a17a,Push Push (푸시 푸시),2010-06-03,SISTAR,SISTAR
2a6c0ae5-fe99-4dc1-9a1d-96f03428aa26,LONELY,2017-05-31,SISTAR,SISTAR
2abefe47-f392-40c1-832e-ea2ffd672714,Lead Me,2012-04-12,SISTAR,SISTAR
2ec3b808-4823-494d-bfb9-f8e5e8c4a6c8,OK GO!,2014-07-21,SISTAR,SISTAR
2ee9caf8-08c1-4e9e-b25e-fb0528e85fdc,Come Closer,2012-04-12,SISTAR,SISTAR
3383d9c9-c779-4d0e-b744-1108c0818c85,가식걸 (inst.),2010-08-25,SISTAR,SISTAR
3514e132-60fd-4761-86e7-75a919b57479,위 네버 고 얼론 (We Never Go Alone),2010-06-16,SISTAR,SISTAR
38b05cb1-ede8-4e4c-a4c2-c9833cfca8f7,Pink Romance,2012-05-17,SISTAR,SISTAR
3de23bca-b022-4847-b908-c2734110ff87,One More Day (TAK remix inst.),2016-11-22,SISTAR,SISTAR
41a1596c-7203-408d-8ebf-6d327e368d90,가식걸,2011-08-09,SISTAR,SISTAR
41d0c994-63d5-4253-8d54-069a12987665,Give It to Me (inst.),2013-06-11,SISTAR,SISTAR
42de2ef5-bda9-4a9e-a642-3c7274fddf7a,Follow Me,2011-08-09,SISTAR,SISTAR
4380ee82-e83a-4d46-8058-be50cbf40cc2,Loving U (러빙유),2012-06-28,SISTAR,SISTAR
4560a3d9-cf95-484c-bef7-2579636b3dd1,Let's Get the Party Started,2011-08-09,SISTAR,SISTAR
46f60589-aa80-4b77-9fa9-17086d3b0e79,나혼자 (Alone) (inst.),2012-04-12,SISTAR,SISTAR
47143084-cc9b-4d3f-a82e-3bbc43964fa8,Give It to Me,2013-06-11,SISTAR,SISTAR
47522042-be66-4015-aa23-751df428f14b,I Like That,2016-06-21,SISTAR,SISTAR
4855b39b-6db1-49bf-b20c-243611303c64,눈사탕 (Snow Candy),2013-12-13,SISTAR,SISTAR
4c7aa83b-def6-43fb-a515-b0949969c004,Hey You,2013-06-11,SISTAR,SISTAR
4d4cab2b-322a-415e-b244-493f9b02f18b,Sunshine,2014-07-21,SISTAR,SISTAR
4de47c7d-521e-46ad-bd84-5e0d2db6996c,끈,2016-06-21,SISTAR,SISTAR
4e03238e-d2ab-429d-8a69-975ebfa9f4ea,Hold on Tight,2014-08-26,SISTAR,SISTAR
55038c1d-0b34-4e90-a7e9-5524fb09b46d,Loving U (House Rulez remix),2014-08-26,SISTAR,SISTAR
556b3872-82c4-4150-9c30-8f5f16ad033f,New World,2011-08-09,SISTAR,SISTAR
