title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
4 My Town (feat. Mino),,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
actually,217000.0,ZICO,THINKING Part.1,,,XW,2019-09-30,,ZICO
another level,163000.0,"ZICO, PENOMECO",THINKING Part.2,,,XW,2019-11-08,,ZICO
ANTI,216000.0,"ZICO, GSoul",Television,,,XW,2017-07-12,,ZICO
Any Song,227000.0,ZICO,Any Song,,,XW,2020-01-13,,ZICO
Artist,192000.0,ZICO,Television,,,XW,2017-07-12,,ZICO
Attention,,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
Balloon,219000.0,ZICO,THINKING Part.2,,,XW,2019-11-08,,ZICO
Battle Royal,,ZICO,ZICO on the Block 1.5,,,KR,2012-10-17,,ZICO
Being Left,219000.0,"ZICO, Dvwn",THINKING Part.2,,,XW,2019-11-08,,ZICO
BERMUDA TRIANGLE,207000.0,"ZICO, Crush, DEAN",BERMUDA TRIANGLE,,,KR,2016-11-28,,ZICO
Bonus Track [If I Ain't Got 짱개],,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
Boys And Girls,200000.0,"ZICO, Babylon",Boys And Girls,,,KR,2015-11-03,,ZICO
Cocks,,ZICO,ZICO on the Block 1.5,,,KR,2012-10-17,,ZICO
Daredevil,252000.0,"ZICO, Jvcki Wai, YUMDDA",THINKING Part.1,,,XW,2019-09-30,,ZICO
Dead Leaves,,ZICO,ZICO on the Block 1.5,,,KR,2012-10-17,,ZICO
Dead President,,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
Dystopia,237000.0,ZICO,THINKING Part.2,,,XW,2019-11-08,,ZICO
Extreme,148000.0,ZICO,THINKING Part.1,,,XW,2019-09-30,,ZICO
FANXY CHILD,234000.0,"ZICO, Fanxy Child",Television,,,XW,2017-07-12,,ZICO
Freak,169000.0,ZICO,Grown Ass Kid,,,XW,2022-07-27,,ZICO
"Get Em High (feat. Uglyduck, Gganmo)",,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
Human,238000.0,ZICO,THINKING Part.1,,,XW,2019-09-30,,ZICO
I'll Treat You Better Next Time,,ZICO,ZICO on the Block 1.5,,,KR,2012-10-17,,ZICO
I'm Still Fly,,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
Interlude (feat. 최음제),,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
Mosquito,,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
NEVER,,ZICO,ZICO on the Block 1.5,,,KR,2012-10-17,,ZICO
New thing,147000.0,"ZICO, Homies",Street Man Fighter Original Vol.3,,,XW,2022-09-06,,ZICO
No Limit,,ZICO,ZICO on the Block 1.5,,,KR,2012-10-17,,ZICO
No You Can't,193267.0,ZICO,Random Box,,,KR,2020-07-01,,ZICO
Nocturnal Animals,205000.0,"ZICO, Zior Park",Grown Ass Kid,,,XW,2022-07-27,,ZICO
OMZ Freestyle,144000.0,ZICO,Grown Ass Kid,,,XW,2022-07-27,,ZICO
One-man show,244000.0,"ZICO, Sik‐K",THINKING Part.1,,,XW,2019-09-30,,ZICO
Refresh,153000.0,"ZICO, KANGDANIEL",FOR THE LOVE OF KOREA,,,,2020-04-23,,ZICO
Release,,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
Roommate,230173.0,ZICO,Random Box,,,KR,2020-07-01,,ZICO
SAM,,ZICO,ZICO on the Block 1.5,,,KR,2012-10-17,,ZICO
SEOUL DRIFT,199000.0,ZICO,Grown Ass Kid,,,XW,2022-07-27,,ZICO
She's a Baby,165000.0,ZICO,She's a Baby,,,KR,2017-04-13,,ZICO
SoulMate,219000.0,"ZICO, IU",SoulMate,,,KR,2018-07-30,,ZICO
SPOT!,167000.0,"ZICO, JENNIE",SPOT!,,,,2024-04-26,,ZICO
Summer Hate,184627.0,"ZICO, RAIN",Random Box,,,KR,2020-07-01,,ZICO
The language of flowers,253000.0,"ZICO, JeHwi",THINKING Part.2,,,XW,2019-11-08,,ZICO
Top of Teenagers (feat. Andup),,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
Tough Cookie,255000.0,"ZICO, Don Mills",Tough Cookie,,,KR,2014-11-07,,ZICO
Trash Talk,186000.0,"ZICO, 창모",Grown Ass Kid,,,XW,2022-07-27,,ZICO
VENI VIDI VICI,193573.0,"ZICO, DJ Wegun",Gallery,,,KR,2015-12-07,,ZICO
Wake Me Up,,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
Well Done,256000.0,"ZICO, Ja Mezz",Well Done,,,KR,2015-02-13,,ZICO
Who Am I (feat. Mino),,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
구역질,,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
나의 하루는 다 너로 가득해,220000.0,"ZICO, WENDY",The King: Eternal Monarch (Original Television Soundtrack),,,XW,2020-06-12,,ZICO
날,208000.0,"ZICO, JTONG",Boys And Girls,,,KR,2015-11-03,,ZICO
너는 나 나는 너,213000.0,ZICO,Break Up 2 Make Up,,,KR,2016-01-25,,ZICO
뒤돌아봐 (feat. 박경),,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
만화영화 (Cartoon),190827.0,ZICO,Random Box,,,KR,2020-07-01,,ZICO
말해 Yes Or No,254000.0,"ZICO, PENOMECO, The Quiett",Yes Or No,,,KR,2015-10-19,,ZICO
사랑이었다,269000.0,"ZICO, LUNA",Break Up 2 Make Up,,,KR,2016-01-25,,ZICO
아무노래,227000.0,ZICO,Random Box,,,,2020-07-14,,ZICO
알렉산더,,ZICO,ZICO on the Block,,,KR,2010-11-19,,ZICO
