title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
[DANIELLE] Spoiler on Bunnyland #1,11878.0,NewJeans,This Is NewJeans audio liners,,,XW,2023-07-21,,NewJeans
[HAERIN] Spoiler on Bunnyland #2,21788.0,NewJeans,This Is NewJeans audio liners,,,XW,2023-07-21,,NewJeans
[HANNI] What Bunnies want,18018.0,NewJeans,This Is NewJeans audio liners,,,XW,2023-07-21,,NewJeans
[HYEIN] Gigantic Spotibunini is coming,14381.0,NewJeans,This Is NewJeans audio liners,,,XW,2023-07-21,,NewJeans
[MINJI] Find the Gigantic Spotibunini,15181.0,NewJeans,This Is NewJeans audio liners,,,XW,2023-07-21,,NewJeans
ASAP,134000.0,NewJeans,Get Up,,,KR,2023-07-21,,NewJeans
Attention,262000.0,NewJeans,Attention,,,XW,2022-07-22,,NewJeans
Bubble Gum,200000.0,NewJeans,How Sweet,,,XW,2024-05-24,,NewJeans
Cookie,238000.0,NewJeans,Cookie,,,,2022-08-01,,NewJeans
Cool With You,148000.0,NewJeans,Get Up,,,,2023-07-21,,NewJeans
Ditto,186000.0,NewJeans,Ditto,,,JP,2022-12-19,,NewJeans
ETA,151000.0,NewJeans,Get Up,,,,2023-07-21,,NewJeans
Get Up,36000.0,NewJeans,Get Up,,,KR,2023-07-21,,NewJeans
GODS,220878.0,NewJeans,GODS,,,XW,2023-10-04,,NewJeans
How Sweet,219000.0,NewJeans,How Sweet,,,XW,2024-05-24,,NewJeans
Hurt,181000.0,NewJeans,Hurt,,,XW,2022-07-25,,NewJeans
Hype boy,178000.0,NewJeans,New Jeans,,,XW,2022-08-01,,NewJeans
Intro_ Bunnyland,23056.0,NewJeans,This Is NewJeans audio liners,,,XW,2023-07-21,,NewJeans
Intro_ This Is NewJeans,6740.0,NewJeans,This Is NewJeans audio liners,,,XW,2023-07-21,,NewJeans
New Jeans,210000.0,NewJeans,New Jeans,,,JP,2023-07-07,,NewJeans
OMG,212000.0,NewJeans,OMG,,,JP,2023-01-02,,NewJeans
Outro_ Message from NewJeans,9342.0,NewJeans,This Is NewJeans audio liners,,,XW,2023-07-21,,NewJeans
Right Now,,NewJeans,Supernatural,,,JP,2024-06-21,,NewJeans
Super Shy,200000.0,NewJeans,Super Shy,,,JP,2023-07-07,,NewJeans
Supernatural,,NewJeans,Supernatural,,,JP,2024-06-21,,NewJeans
Zero,154194.0,NewJeans,Zero,,,XW,2023-04-03,,NewJeans
아름다운 구속,232453.0,NewJeans,A Time Called You: Music From the Netflix Series,,,XW,2023-09-01,,NewJeans
우리의 밤은 당신의 낮보다 아름답다,192411.0,NewJeans,NewJeans × MY DEMON,,,XW,2023-11-24,,NewJeans
