title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
Frankenstein,128000,윤서연,Frankenstein,,,XW,2022-05-20,,윤서연
Overwater,189306,"찬미, 白間美瑠, 윤서연, 이수진, 이지우, Fyeqoodgurl",QUEENDOM PUZZLE ALL‐ROUNDER BATTLE 2,,,XW,2023-07-19,,윤서연
