title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist
걸어와,186048,다이아 프로젝트,Die-A Project Vol. 1,,,XW,2015-11-13,,다이아 프로젝트
블링블링,202056,다이아 프로젝트,Die-A Project Vol. 1,,,XW,2015-11-13,,다이아 프로젝트
