release_id,title,status,release_date,country,artists
00a9d3db-9813-4d78-b839-7ef9666ce3f5,RED MOTION,Official,2013-10-15,XW,AOA
00de5a01-7aa3-44a6-b4d5-9146ce1b32a4,FIVE TREASURE BOX,Official,2012-09-10,KR,FTISLAND
08acc6c8-0362-4b34-a91f-fd053c243908,Romantic J,Official,2013-12-09,KR,"이종현, JUNIEL"
12884f6e-a6a8-4d17-8bec-2d45ad5b18ad,Jung Yong Hwa 1st Concert (One Fine Day) [Live],Official,2015-11-26,JP,정용화
15137fce-95f2-4584-acc2-25c2bdb22ad0,단발머리,Official,2014-06-19,KR,AOA
1635921c-c20d-419e-8355-3beea958a78a,MARRY HIM IF YOU DARE OST Part 3,Official,2013-11-04,XW,"MELODYDAY, 신디"
1e065e73-2fcf-4161-b2f1-8389af6b5996,기가 막혀,Official,2015-05-20,KR,N.Flying
21016904-b052-4518-9418-314c29bce688,Good Luck,Official,2016-05-16,KR,AOA
2120e544-7413-4966-98de-693fc9f34850,Ryu Can Do It,Official,2014-05-28,KR,CNBLUE
21cf3f0e-01bf-443d-b700-4c37d45080d1,FIRST STEP +1 THANK YOU,Official,2011-04-26,KR,CNBLUE
236157aa-bbfe-41d1-8209-0077b50e9fc2,BLUEMING,Official,2016-04-04,KR,CNBLUE
2375f6f7-1ab0-47fb-8d5a-94cbe18d7409,Colorful Sensibility Part 2,Official,2008-10-17,KR,FTISLAND
2495823a-949f-47c6-aecf-1d63cb7c53bc,1&1,Official,2012-11-20,KR,JUNIEL
275fa7bd-00cb-4018-8d0c-3cd28dcb7ab7,GOD,Official,2015-04-28,KR,"지민, 이승협"
293a33b9-8813-49d6-b340-c802e408b2ab,어느 멋진 날,Official,2015-02-05,KR,정용화
2a87830a-9b98-44eb-83dd-ac932cc4bb7e,Re:BLUE,Official,2013-01-14,KR,CNBLUE
2ad8026f-f33b-4fa8-bdea-373125e7d345,모던파머 OST Part 2,Official,2014-11-14,KR,이홍기
2f15c5d8-7561-459f-a77a-f0517d14c511,FIVE TREASURE BOX,Official,2012-09-10,KR,FTISLAND
2f390f75-e6ab-4ef1-a238-7ed6371d55f6,Feeling Sensation,Official,2016-10-05,KR,SF9
34dd8753-fe57-4710-825d-d90f1a65b54b,Good Luck,Official,2016-05-16,KR,AOA
3a181944-93c6-4565-abef-5dd90a5c9442,어느 멋진 날,Official,2015-01-20,KR,정용화
3a24cdf3-aadb-4cb5-8e8e-f246fae9f922,2gether,Official,2015-09-21,KR,CNBLUE
3cc28079-a1a6-4e4f-b236-a6c5e9c91a84,어느 멋진 날,Official,2015-01-20,KR,정용화
484436fa-f7e8-4345-b4c7-5882cc4df132,EAR FUN,Official,2012-03-26,KR,CNBLUE
4a6aba63-082a-4bba-8c92-38852bcd5911,RED MOTION,Official,2013-10-15,KR,AOA
4b1a0298-a72c-4dad-b2b0-8f08095b9070,미래의 선택 OST Part 3,Official,2013-11-04,KR,"MELODYDAY, 신디"
4d780a96-118c-4739-981f-94530c2cd9d0,Lonely,Official,2015-10-22,KR,N.Flying
4f6c6239-d02e-42ed-b88e-a3908eda6ca5,상속자들 OST Part 5,Official,2013-11-07,KR,박신혜
5266e605-cfe1-474a-beae-f41f6fc8ea75,THANKS TO,Official,2013-09-23,XW,FTISLAND
52688d6d-1dc3-4aec-b01f-8a5e30ee4c93,2gether,Official,2015-09-14,KR,CNBLUE
56f34abc-a13c-4d90-b796-294b6a27f2f1,THANKS TO,Official,2013-09-23,KR,FTISLAND
59c0fed3-a31b-42c7-844a-83045391638b,I WILL,Official,2015-03-23,KR,FTISLAND
5a893a06-2b22-4d04-b8d1-336232c62d55,BLUEMING,Official,2016-04-11,KR,CNBLUE
5b23550c-3578-4a78-8861-17e398ab4511,Good Luck,Official,2016-05-16,KR,AOA
5b59868d-22f1-4aff-a28b-b4ebee399e33,Can't Stop,Official,2014-02-24,KR,CNBLUE
5fbb54a4-1a29-44af-a6fe-2c144126b7c7,EAR FUN,Official,2012-03-16,XW,CNBLUE
601d73ad-3fe9-4174-a943-ff0ccc306935,뜨거운 안녕 OST,Official,2013-05-15,KR,이홍기
62b355e8-598a-4f8c-97b1-21ed300d4114,2gether,Official,2015-09-30,KR,CNBLUE
62f305f4-7f21-44a7-bba4-c08e177935cc,기가 막혀,Official,2015-05-20,KR,N.Flying
634ed54e-36c4-4d0d-b431-0dd542c4131d,GALAXY Music,Official,2013-08-23,KR,CNBLUE
636f6a3a-8ae2-4fd2-98fb-6e7c6f441489,RED MOTION,Official,2013-10-15,KR,AOA
63bff4f5-82a8-488c-b645-44e7182e6a12,백년의 신부 OST Part 3,Official,2014-03-17,KR,초아
6862decd-ce0e-4702-b90a-ddec29ef7537,Where's The Truth?,Official,2016-07-18,KR,FTISLAND
73e7fcb5-ef75-40c5-9875-e95e9bc179f1,Wannabe,Official,2012-10-10,KR,AOA
74591633-e668-42fd-9849-b8e7408197fb,PRESENT,Official,2013-11-26,KR,CNBLUE
76e36538-5974-4cab-8d7d-3155f0cc009c,The Refreshment,Official,2007-12-03,KR,FTISLAND
7768da13-2c5c-41ec-8327-1e30dab447b8,Angels’ Story,Official,2012-07-30,KR,AOA
7c0bbc74-a8e3-45e8-9bff-5af0cf897cd2,상속자들 OST Part 7,Official,2013-11-21,KR,최진혁
7dee7d68-b337-416d-af37-a4c2c50f7cfa,Re:BLUE,Official,2013-01-14,XW,CNBLUE
83511d7d-7830-422e-b318-4627f58063ac,BLUEMING,Official,2016-04-04,KR,CNBLUE
83de432a-1225-42b8-bb0a-b1a44276eeea,I WILL,Official,2015-04-01,KR,FTISLAND
847a7571-f437-4b09-9bd0-198c41a91cf7,Angels’ Story,Official,2012-07-30,XW,AOA
86075bac-d272-44e6-b2f9-4fdbc44d0e5c,FM302,Official,2015-11-18,KR,이홍기
866f0ea7-5447-44ca-be8d-e3fe392b58e9,짧은 치마,Official,2014-01-16,KR,AOA
8b331338-ae0d-428e-ab6f-674a8e579324,FM302,Official,2015-11-18,KR,이홍기
8baca18e-1ef0-470a-9606-f304f5a4c6c1,마일리지 (Mileage),Official,2015-01-09,KR,"정용화, YDG"
8de51b04-55d9-4f7c-924e-a669e90e8354,Sorry,Official,2015-08-21,XW,JUNIEL
8f475e00-afb0-45b0-8d90-502ac33e63a4,Heart Attack,Official,2015-06-22,KR,AOA
8f7cf107-2b27-43c0-87b5-6ee101926675,I'm Jelly BABY,Official,2016-02-12,XW,AOA CREAM
92962cd9-1fb4-421e-a8ab-de23a31dea01,The Mood,Official,2013-11-18,US,FTISLAND
97e97615-cf8d-4cf7-8ee4-4c31915d4966,Lonely,Official,2015-10-22,KR,N.Flying
9863abab-ecab-43e7-9df5-f463b9bd93fd,백년의 신부 OST Part 4,Official,2014-03-21,KR,이홍기
99158fe1-0399-4461-99ba-e31e71179224,Heart Attack,Official,2015-06-22,KR,AOA
99fb39d2-063a-407c-88fe-0dd70b8a6086,Bluetory,Official,2010-01-14,KR,CNBLUE
9e3dc42d-6c06-4ab7-b65a-613f984a5aea,My First June,Official,2012-06-07,KR,JUNIEL
9f4b5b39-5995-4547-8dbe-790d65e748b9,MOYA,Official,2013-07-26,KR,AOA BLACK
9ffba935-00c5-43a9-8faa-eeb2808dbda4,야 하고 싶어,Official,2016-03-03,KR,"지민, XIUMIN"
a4c01cae-5c84-4a16-8ffc-d2d9792632ad,PRESENT,Official,2013-11-26,KR,CNBLUE
a6ead2dd-ffa8-4646-8806-909689b70ffc,MINISKIRT,Official,2014-01-16,XW,AOA
a7615814-8a50-4b4a-87fb-87ad605c9e20,Double Date,Official,2009-10-26,KR,FTISLAND
a94a2fed-07ee-480a-a191-5a2e2eb66676,사뿐사뿐,Official,2014-11-11,KR,AOA
aedd2869-e958-473b-9d98-52f8ebc85e8d,Bluelove,Official,2010-05-19,KR,CNBLUE
af27ce5d-5957-46f7-bbd9-9a24054f1c8a,MOYA,Official,2013-07-26,XW,AOA BLACK
b37067fd-20ac-42b4-89a0-44d03a9bba16,RED MOTION,Official,2013-10-15,XW,AOA
b9a32305-4e66-4cd5-8932-aa2d23db404b,상속자들 OST Part 9,Official,2013-12-04,KR,이민호
ba0b3c7e-689f-4f23-a147-0e16eab9a57d,상속자들 OST 1,Official,2013-11-14,KR,Various Artists
bd919cf0-385d-42cd-95c5-0dcbd1735c27,신데렐라 Remix,Official,2015-11-12,KR,CNBLUE
be51d0bf-8051-472c-8c02-6a222c2fd7c8,BEST SONGS FOR ASIA,Official,2014-10-24,TW,AOA
c2a0ecbd-c893-4091-9297-34e9e2e1399e,I WILL,Official,2015-03-23,KR,FTISLAND
c2cc6749-30e3-4e2e-bec5-b0179ac69185,연애하나 봐,Official,2014-09-29,KR,JUNIEL
c51fb22a-5a23-476e-bcba-fa8f28f8f828,WANNA BE,Official,2012-10-10,XW,AOA
c8b05263-45bb-4c83-ae8f-0b6dddd19bca,WANNA BE,Official,2012-10-10,KR,AOA
c90e483e-5e65-4699-b82c-225ef6878069,ALL ABOUT,Official,2014-10-02,KR,FTISLAND
c9f15554-1b54-405e-8a56-e8e58ceb583d,단발머리,Official,2014-06-19,KR,AOA
cd60529e-be4d-41c3-bdb9-f2e80fe3d1a4,Can't Stop,Official,2014-02-24,KR,CNBLUE
d00da627-df76-4676-9bd0-dce47ed37012,짧은치마,Official,2014-01-16,KR,AOA
d194e80a-ca85-4870-8805-846e0b46c735,FM302,Official,2015-11-18,KR,이홍기
d39a70d5-2155-4b3a-85f3-23acd25bb981,MOYA,Official,2013-07-26,KR,AOA BLACK
d7bf8b2d-8801-4b54-94d6-22a97f834d71,Re:BLUE,Official,2013-01-14,KR,CNBLUE
db136645-7f5c-413b-a891-7936e4fabb36,Angels’ Story,Official,2012-07-30,KR,AOA
dcda6018-e7f0-43c9-b8ba-df452a4a930b,FIRST STEP,Official,2011-03-21,KR,CNBLUE
e35c1f97-a4ec-4a06-b287-294f0837b53b,사뿐사뿐,Official,2014-11-11,KR,AOA
e5c6d20d-5980-48de-acb6-c9df54ff3837,모던파머 OST Part 1,Official,2014-10-24,KR,남우현
e8ebde5c-5cea-4c5e-862e-56d733430413,Fall in L,Official,2013-04,KR,JUNIEL
f099dd09-553e-42cd-9173-61afe1f6c725,질투 나요 BABY,Official,2016-02-12,KR,AOA CREAM
f2e66f18-d2aa-45aa-9be7-96c22d37f331,상속자들 OST Part 1,Official,2013-10-09,KR,이홍기
f878748d-1ee8-4213-ba16-3e9331060619,"별, 그대",Official,2014-12-23,KR,정용화
fd26b680-e582-4a06-8937-a46d90a461e9,2gether,Official,2015-09-14,KR,CNBLUE
fed81d5d-4600-4958-8288-6c2882e8967a,Checkmate,Official,2015-01-19,XW,"정용화, 林俊傑"
ff749e1f-945d-413b-aab0-84a0456bd282,어느 멋진 날,Official,2015-01-20,KR,정용화
02071e8e-4259-442f-9e88-062e932cc8fb,7ºCN,Official,2017-03-27,KR,CNBLUE
02e08170-5fdc-4940-bdb6-d5ddcbd1f616,NEW MOON,Official,2019-11-26,KR,AOA
04559d58-7316-4deb-8c14-a6813652ad7c,THE REAL : N.Flying,Official,2017-08-02,XW,N.Flying
04e51743-621b-4988-8493-5c0f6f4bbb77,Hey,Official,2018-01-19,KR,지민
055ee044-5b6a-4cfd-b769-d50eadceff45,Fanfare (Chinese Ver.),Official,2016-10-28,XW,SF9
0b9ebc08-dfdd-4cfa-942c-98e9bdae7788,SF9 5th Mini Album [Sensuous],Official,2018-07-31,US,SF9
10272ae7-71bf-46c1-99df-3f80849bbf6c,FIRST COLLECTION,Official,2020-01-07,KR,SF9
10880ea8-2b08-4faf-a1f7-a037616d0005,Like You,Official,2017-05-17,XW,HONEYST
1259f815-730c-492a-95e6-088765c91921,Burning Sensation,Official,2017-02-06,XW,SF9
165100c3-6384-4450-9e7c-acc6b428d8d9,반하겠어,Official,2017-05-17,KR,HONEYST
189a4453-167b-4fb7-ae37-1300399f33bd,Let’s Play Cherry Bullet,Official,2019-01-21,KR,Cherry Bullet
1c7dd97b-7a2f-4f19-bfdc-4ac68f25cc24,7ºCN,Official,2017-03-20,KR,CNBLUE
1d427f29-0c6f-4486-be99-461cdb8f6dd2,RPM,Official,2019-06-17,US,SF9
