release_id,title,status,release_date,country,artists
05c11757-b8b1-47dc-b1a3-3747bc77ec4c,ORANGE BLOOD,Official,2023-11-17,KR,ENHYPEN
0b9c8df1-57a0-41c3-9012-36af85365856,DIMENSION: ANSWER,Official,2022-01-10,KR,ENHYPEN
0f8878f5-34a9-4350-888c-e901aa92d1be,I Need the Light,Official,2022-08-12,XW,ENHYPEN
271b31f8-8ab6-483c-97d9-8f0fabb2d4f4,SUPER REAL ME,Official,2024-03-25,JP,ILLIT
300beef2-54ff-4d98-8a29-0dc01dfc96dd,MEMORABILIA,Official,2024-05-13,,ENHYPEN
39287401-2c0a-4c53-8f00-ad1291949e24,SUPER REAL ME (sped up),Official,2024-04-01,XW,ILLIT
5183456f-2462-4892-9db1-9cd6f03b0654,DARK BLOOD,Official,2023-05-22,KR,ENHYPEN
541adf5a-48d4-4f7b-a7bb-afd3cea5af27,SUPER REAL ME,Official,2024-03-25,,ILLIT
5981c147-c5d4-4d3a-b70b-73f63e2f86b9,ORANGE BLOOD,Official,2023-11-17,KR,ENHYPEN
611433a8-9ba4-4e5c-b313-92b73a315206,DIMENSION : SENKOU,Official,2022-05-03,XW,ENHYPEN
653480fb-fc09-4442-97ef-618496540be7,I NEED U,Official,2024-02-16,XW,ENHYPEN
68e87262-1bfb-4ede-922b-86a025b2ac96,Super Real Me,Official,2024-03-25,KR,ILLIT
6ca81526-ecfe-4bc9-be65-d5f20a23f084,BORDER : DAY ONE,Official,2020-11-30,KR,ENHYPEN
6f2eebaf-b04c-468d-89eb-78371136e9cc,MANIFESTO : DAY 1,Official,2022-07-04,XW,ENHYPEN
718e72cd-289b-4e1a-90de-dfd3e1e7a796,DIMENSION : ANSWER,Official,2022-01-10,DE,ENHYPEN
7c767af1-dba3-40ec-9372-2057d61c2dee,DIMENSION: DILEMMA,Official,2021-10-12,KR,ENHYPEN
a0dd4619-920b-467d-b1f0-5621f33e5a70,DIMENSION : ANSWER,Official,2022-01-10,XW,ENHYPEN
a9b40a5c-9b8e-4124-a942-205ef74974f0,One In A Billion,Official,2022-09-06,XW,ENHYPEN
b7713dde-cc4d-46d6-9d07-1273804388d8,R U Next? Theme Song,Official,2023-06-12,KR,Suzy
b86f73fc-41bc-4154-9d31-a60967fb7f9f,Super Real Me,Official,2024-03-25,KR,ILLIT
bc66d3e3-7462-429c-b198-4d8f191d9878,R U Next? Theme Song,Official,2023-06-12,XW,Suzy
cb4114dc-3d15-4c37-a89d-bd9f8f32a995,BORDER : DAY ONE,Official,2020-11-30,KR,ENHYPEN
cdb35cdf-7dcc-4c14-a40d-8aee144b71a4,CRIMINAL LOVE,Official,2023-07-31,XW,ENHYPEN
d2c456de-9a6e-46e9-ae39-888ef0bcd1e5,結 -YOU-,Official,2023-09-05,JP,ENHYPEN
d9a712fc-1845-4a05-99cc-ba6ecdf630a7,Sadame,Official,2022-10-26,XW,ENHYPEN
da9f47e1-8560-4e67-9fb0-8d3de7d68e21,ORANGE BLOOD,Official,2023-11-17,,ENHYPEN
dafbae77-cc3f-4a7a-bc74-bb6b4ceb2503,Magnetic (remixes),Official,2024-04-19,XW,ILLIT
e4555689-6f35-4e3d-8739-566030c4a220,DIMENSION : ANSWER,Official,2022-01-11,,ENHYPEN
f25eb60e-940e-4cc6-b582-5ac3850d4942,BORDER : CARNIVAL,Official,2021-04-26,KR,ENHYPEN
f5f6f201-0f8f-42aa-b2a8-545489e984a4,DIMENSION : DILEMMA,Official,2021-10-12,KR,ENHYPEN
