release_id,title,status,release_date,country,artists
002e49ac-1022-4757-8e34-395b6cd09d43,Lee Seung Chul 25th Anniversary Album,Official,2010-05-07,KR,이승철
031816dd-8587-4629-8cc3-f3153994a9c6,Snowpiercer,Official,2013-08-16,KR,Marco Beltrami
04794c94-d20f-4972-a744-ffaed48c717a,연애조작단 : 시라노 OST Part 4,Official,2013-07-02,KR,Jessica
0f12cf66-9cb7-423d-ba8b-131d8634bb49,로맨스가 필요해3 OST Part 3,Official,2014-01-27,KR,지오
14005e40-71ea-4a16-a0e4-f555b1183705,The Beautiful Stardust,Official,2007-10-25,KR,초신성
14204d0b-ec75-4323-a760-a5ef32ca74c6,6시...운동장,Official,2013-01-23,KR,소지섭
16f48518-92ae-4672-a087-10613abf11f7,歸鄕,Official,2001-10-26,KR,김동률
17039aac-ae9e-40a3-929b-f63251ccdb79,응답하라 1994 OST Part 1,Official,2013-10-18,KR,로이킴
1f49a2bf-41fe-4d9e-9327-c49b03736740,All Right Remix,Official,2013-07-11,KR,김예림
1f6e4b5c-be87-46f2-b047-4eeb29c3dfd4,`THE BLAQ%` TOUR Part 2,Official,2012-07-04,KR,천둥
1fd2d3e9-9471-4419-a739-45ee7b3e63e3,서울사람들,Official,2011-11-17,US,버스커 버스커
20c60be7-f889-44a8-860a-35d972432ce6,Melody Remedy,Official,2011-04-05,KR,정인
217cc2dd-0df0-4862-9793-6af37c1677e2,까만 타이거,Official,2011-06-20,KR,Huckleberry Finn
234e8058-78df-44ff-a601-d06f8aada056,Just Listen,Official,2013-05-02,KR,윤하
26be2cc5-bc85-4f0e-9ecd-bb794f5cf100,응답하라 1994 OST Part 5,Official,2013-11-29,KR,김예림
28bca062-f147-4dd2-ba63-ff1799a5b1a4,Lilac,Official,2011-03-11,KR,Loptimist
29657066-2967-44ea-bc6d-d52a3d5fa8d4,할 수 있는 건 없다,Official,2014-04-10,KR,박시환
2bf9d7ff-ec06-47bc-b465-d3f6ba3ae5ac,아이러브 이태리 (tvN 월화드라마) OST Part 2,Official,2012-06-12,KR,JUN. K
2dbe4f62-99ea-4440-b3e6-35817c91c919,버스커 버스커,Official,2012-06-21,KR,버스커 버스커
2de2f991-785c-403f-b531-0227b3c37ef5,Han Nah vol.1 - First Collection : Bounce,Official,2004-07-20,,하나
2e4a9aab-ff50-4418-8aab-d3c7e5fc7eb6,1st 미니앨범,Official,2013-10-10,KR,정준영
33592f4d-2baf-4e4e-a3a9-540f7071f91a,2013 월간 윤종신 Repair 2월호,Official,2013-02-05,KR,윤종신
33b5b532-3fea-41c9-85d5-a9ab66a9c4f5,놈,Official,2013-12-20,KR,Double K
3565e525-8095-4dfb-a3eb-2859c0aa26b6,Perfect Fit,Official,2012-04-12,KR,서인국
37beeab4-c630-414b-bce0-af9fcf0033c5,안영민 A-Family,Official,2011-04-28,KR,"소연, 안영민"
38b8abbb-000f-4138-bea4-b0776d1e8c23,하이스쿨뮤지컬 OST,Official,2013-06-19,KR,Various Artists
395c132f-b052-47be-ad48-ad4e9bd8e29e,슈퍼스타K4 Top 12 Pt. 1,Official,2012-10-05,KR,Various Artists
3a9f0c14-6c02-453b-bbb5-97309fdfbb0b,Round 3,Official,2013-07-22,KR,김현중
3da69a0f-ebc6-4968-ab1d-0d3bbae5828f,Journey Home,Official,2012-11-01,KR,김종국
3db83bf1-2be2-4c1d-9175-d0c92d14b8dd,Lucky,Official,2011-10-10,KR,김현중
41d29cdf-3b9c-4717-972e-9089fba2061e,It,Official,2009-10-20,KR,Swallow
45d48bf4-dd55-4189-b239-3e03406508f8,The Beautiful Stardust,Official,2007-10-25,KR,초신성
46da9bc9-55f7-4327-9c2c-d1be26b0f5ed,Special Girl,Official,2011-06-15,KR,카시아
48011a17-30e2-4e02-b1d4-fee502f18e4a,내 꿈에서라도,Official,2011-07-04,KR,지오
494d83e7-57c6-4c18-b430-89b3983ef576,Break Down,Official,2011-06-08,KR,김현중
49ab1ee3-2543-4ba8-8173-7d8619d07197,Love Love Love,Official,2013-06-25,KR,로이킴
509f564e-6db0-483e-aa6d-107af436da4d,넌 내게 반했어 OST Part 1,Official,2011-06-29,KR,Various Artists
5506dff2-3cde-4aa3-9a11-6d449ac42b7f,결혼의 꼼수 OST Part 1,Official,2012-04-02,KR,김현중
5a1c136b-0fb8-4757-88d5-1625e361b5e9,로맨스 타운 OST Part 2,Official,2011-05-18,KR,Jessica
5d43b4c6-3bf5-4032-909c-359f91e243fb,닥치고 꽃미남 밴드 OST,Official,2012-03-22,KR,이민기
5f33bef6-6d77-4286-ba47-676bdc55f41c,버스커 버스커,Official,2012-03-29,KR,버스커 버스커
6239a4f5-a50d-4031-b6db-4f94019d945c,Cafe de Siaena,Official,2012-11,KR,시애나
645a7b78-badb-47a0-8b4a-426edf90e2d4,대 동경소녀 (Dream Girl),Official,2009-05-22,KR,After School
65a5492b-a813-420a-a1cc-39785fe9208a,Vista Eternity,Official,2008-05-09,KR,비스티
67510cf9-2557-4872-993c-6547c428cde1,Run Away,Official,2011-08-25,KR,魏晨
6b1fe3fa-355c-4ad6-b5a4-32798125a978,"Hey, Dude!",Official,2005-04-14,KR,SHINHWA
6caf17c7-b912-4b6f-9e14-c21ce9eaf490,Open Run,Official,2012-11-16,KR,Peppertones
7254b689-14ce-4b18-b66a-b379249de60b,Recipe!,Official,2013-04-16,KR,CHEEZE
72c899f0-1483-4da1-bdd3-3ac1dc1a5a94,Play That Song,Official,2013-11-20,KR,지오
74f9df77-d819-4aa4-a8f2-eeb57faa016e,Anymotion,Official,2005-02-24,KR,"이효리, Eric"
78eb547b-9b79-4d13-9616-2e54e7529eeb,지난날,Official,2013-03-14,KR,이민기
7dfb0e42-87a1-4d97-aa88-39e16dcf2885,Skarf,Official,2012-08-16,KR,Skarf
7ea3d793-be5a-4e8a-a566-22a57434a68f,행보 2013 윤종신,Official,2014-01-02,KR,윤종신
814c070a-fd3c-4612-b2a8-b6a505a6f0af,"Pieces, Part One",Official,2012-10-31,KR,Epik High
81a01c04-5358-4db6-99c2-bf9c4d6399c8,봄봄봄,Official,2013-04-22,KR,로이킴
82153d41-fe10-4fc2-b72f-8ae6dda3349c,슈퍼스타K5 TOP10 Part1,,2013-10-07,KR,Various Artists
85a57de5-ffff-4dd1-a41a-f7046eaf5e2d,`THE BLAQ%` TOUR Part 1,Official,2012-06-27,KR,"지오, Mir"
86855bec-9566-40fe-8914-db555f503605,처음 사랑하는 연인들을 위해 (반말송),Official,2011-01-14,KR,정용화
86fa6719-dbeb-4f52-b56a-cd0f77ab2380,넌 내게 반했어 OST Part 2,Official,2011-07-06,KR,강민혁
8b687a39-5d59-44d1-8f75-8670ff3dab1c,전우치 OST Part 2,Official,2012-12-18,KR,최강창민
8d711a43-f2e5-450b-97bb-2178bcf0ed45,The Ballads,Official,2006-10-10,KR,성시경
8d9d2572-0aff-416c-893c-a4be8f8e7a7d,Friday,Official,2012-07-31,KR,CNBLUE
8ee98267-263e-41e2-833d-d92265f26354,V,Official,2013-07-22,KR,이정현
98a408d9-f104-463f-b906-54300fd42b01,Separation Anxiety,Official,2011-06,KR,NELL
