release_id,title,status,release_date,country,artists
16e2db11-2c0a-429b-b781-0df13fa81657,있을 때 잘해 줄 걸,Official,2013-04-05,KR,uBEAT
16fb9774-6233-46c2-840d-094d9a63c7fb,Bring It Back 2 Old School,Official,2009-02-11,KR,U-KISS
1d44fbc9-3583-40b7-9fd8-8b0dec412608,STALKER,Official,2016-06-07,KR,U-KISS
232a94c5-c4c6-49a7-bd45-802d55bbdb83,NEVERLAND,Official,2011-08-31,KR,U-KISS
32b6169f-71e9-44a1-8bd6-8ccac9359882,Cinderella,Official,2012-08-31,KR,U-KISS
3ca44eb1-d615-4bd8-92e0-8c6858a338b2,평생 (For Kiss Me),Official,2011-12-22,KR,U-KISS
475f89e2-41ad-42f3-a752-e706ddaf9381,Amazing,Official,2012-04-20,US,U-KISS
482255aa-5aad-436f-a6d6-16c1e26f49bc,있을 때 잘해 줄 걸,Official,2013-04-22,US,uBEAT
48956eda-a676-4594-b558-482784308ed3,MONO SCANDAL,Official,2014-06-02,AU,U-KISS
52644040-a33c-43b6-96c9-512b67f90f43,PETIT MACARON,Official,2014-08-28,KR,LABOUM
570a6ed6-1cbb-4dbc-9c7c-cf915e30d667,LOVE SIGN,Official,2016-08-23,KR,LABOUM
5f1ffa3a-2c9c-4a5d-aecb-e3a1089cda9b,Te Amo,Official,2012-06-01,US,U-KISS
68c6e912-2288-4102-86e7-c7dd80d6a8e2,New Generation,Official,2008-09-04,KR,U-KISS
714c8bc1-2489-4beb-a3fd-db7d706b2996,COLLAGE,Official,2013-03-06,KR,U-KISS
83aad679-92db-4d7f-800b-0c9f8125af3e,BREAK TIME,Official,2010-10-04,KR,U-KISS
8a95b749-6c5f-42b1-8010-360d1b5a050b,Moments,Official,2013-10-31,KR,U-KISS
8e5f6109-c1c8-48a0-a9de-304f8084ad50,[PETIT MACARON] DATA PACK,Official,2014-11-03,KR,LABOUM
968e9bf0-2bb0-4434-942d-1e874ab38452,Collage,Official,2013-03-07,XW,U-KISS
99108fd1-c9a4-436c-8ef1-75ad978828f6,Someday,Official,2011-10-21,KR,U-KISS
a40216ad-ccb8-4cfe-b450-366e723d1364,ONLY ONE,Official,2010-02-03,KR,U-KISS
a56a6087-0464-4ec5-8291-25813b9c320b,Bran New KISS,Official,2011-03-30,KR,U-KISS
b6c46c2f-09a5-47a5-8203-ac0d39f29693,MONO SCANDAL,Official,2014-06-02,KR,U-KISS
cd0da1e3-c332-4cc7-9cce-9f7a03b4715f,The Special to Kissme,Official,2012-06-05,US,U-KISS
cde6f562-77e4-4c2a-b45a-426e69252a13,Fresh Adventure,Official,2016-04-06,KR,LABOUM
db68701d-0d67-4823-98d7-1788c1e84492,AALOW AALOW,Official,2015-12-06,KR,LABOUM
e40fff0d-fddf-40eb-8f8a-6f69be3d5a26,THE SPECIAL TO KISSME [Believe],Official,2012-06-05,KR,U-KISS
ecf86674-cd7b-44a5-846e-3e3c8ecd8945,Sugar Sugar,Official,2015-03-26,KR,LABOUM
f6759a78-9cb1-4160-9b89-8502e04e7363,Break Time,Official,2010-10-04,US,U-KISS
fb2e9fac-6be5-4227-a0ed-a0913dfef75a,뭐라고,,2010-04-30,KR,U-KISS
