release_id,title,status,release_date,country,artists,retrieved_label_name,query_label_name
012d1ba2-75f9-427c-bc3a-e31a55aec02a,The First Collage,Official,2012-11-30,IT,양요섭,Cube Entertainment,Cube Entertainment
05fa5956-9385-413c-9750-713a2b405f6c,My Story,Official,2010-12-21,KR,BEAST,Cube Entertainment,Cube Entertainment
08de5bec-fc74-4bf4-978d-539a8fa293b6,Bubble Pop!,Official,2011-07-29,TH,HyunA,Cube Entertainment,Cube Entertainment
0fa57de7-dc9c-4dbb-bbb9-9dbb6a038172,Change,Official,2010-01-04,,HyunA,Cube Entertainment,Cube Entertainment
1037c3ee-f23a-4233-9634-34ba0ed2137b,WOW Offiial MV,Official,2012-09-12,XW,BTOB,Cube Entertainment,Cube Entertainment
116d6207-dd73-4c7e-ba17-1f181a0517c7,Change,Official,2010-01-04,KR,HyunA,Cube Entertainment,Cube Entertainment
177c7ef5-88e2-44be-8925-bdae5a41027e,비밀 (Insane),Official,2012-03-21,KR,BTOB,Cube Entertainment,Cube Entertainment
185d153c-9b50-4185-aaf2-afe41f593aff,For Muzik For Asia,Official,2010-04-23,KR,4minute,Cube Entertainment,Cube Entertainment
1947983b-3c08-4a89-a127-372825d25730,Mastermind,Official,2010-09-30,KR,BEAST,Cube Entertainment,Cube Entertainment
1bbf7834-c61f-4abc-8557-4c49e4fa84e6,The First Collage,Official,2012-11-29,KR,양요섭,Cube Entertainment,Cube Entertainment
1ceb8d42-3023-490f-840f-ba54bf0d88af,Midnight Sun,Official,2012-07-19,XW,BEAST,Cube Entertainment,Cube Entertainment
20e9baa8-bd03-4616-9d1f-484ba011408f,Bad Girl,Official,2009-10-14,KR,BEAST,Cube Entertainment,Cube Entertainment
2319c008-cd0f-49c3-bb69-79560a26e3d7,First Episode A New Hero,Official,2009-04-10,KR,이기광,Cube Entertainment,Cube Entertainment
25948467-17bf-4fb7-b26e-b513e13d22f7,처음 뵙겠습니다,Official,2011-01-11,KR,"G.NA, 휘성",Cube Entertainment,Cube Entertainment
2832ce82-226c-4903-aead-c7b9d07736ab,이럴 줄 알았어 (I Knew It),Official,2012-01-16,KR,BEAST,Cube Entertainment,Cube Entertainment
293e624f-309b-4054-8744-6c85cc8632e2,Lights Go On Again,Official,2010-11-09,KR,BEAST,Cube Entertainment,Cube Entertainment
2cc8f956-7003-4c54-a59a-5fe2429ee9a0,Bubble Pop!,Official,2011-07-29,TW,HyunA,Cube Entertainment,Cube Entertainment
2d3401a1-2bc0-49e0-a8f2-d84a7715b76f,Change,Official,2010-01-04,JP,"HyunA, 용준형",Cube Entertainment,Cube Entertainment
2de2f27f-51a1-487d-badd-b10ce078dff5,WOW (Dance Version),Official,2012-09-17,XW,BTOB,Cube Entertainment,Cube Entertainment
35d354f9-306a-4ff7-9824-a4554c73a68f,A Bitter Day,Official,2011-06-30,JP,"HyunA, 용준형, G.NA",Cube Entertainment,Cube Entertainment
36dbd819-82eb-4ae4-9ac9-a917cb51e8a2,Lights Go On Again,Official,2010-11-09,KR,BEAST,Cube Entertainment,Cube Entertainment
3bc427d0-1d43-4fc6-8a57-d8ce5b09fc05,Melting,Official,2012-10-21,JP,HyunA,Cube Entertainment,Cube Entertainment
3d90439d-2280-4267-bc62-5ff8859b2968,First Episode A New Hero,Official,2009-03-30,US,이기광,Cube Entertainment,Cube Entertainment
411be20c-6ef8-4b19-98dd-ca12d2117786,Black & White,Official,2011-01-18,KR,G.NA,Cube Entertainment,Cube Entertainment
41dc9cda-aceb-4d9c-8873-60b6cd767380,Top Girl,Official,2011-08-23,KR,G.NA,Cube Entertainment,Cube Entertainment
442fe24e-bb1b-4f70-b28b-9ef09808a107,MELTING,Official,2012-10-21,KR,HyunA,Cube Entertainment,Cube Entertainment
479a31b0-8c13-4fc2-ba70-9a7b2974142b,Beast Is The B2ST,Official,2009-10-14,KR,BEAST,Cube Entertainment,Cube Entertainment
49e0913e-11a6-4415-9e9b-f1e52458e5c7,아버지 Special Ver. M/V,Official,2012-05-10,XW,BTOB,Cube Entertainment,Cube Entertainment
4d14ff5f-6039-48ce-bf86-a9dd978cc222,Midnight Sun,Official,2012-07-22,KR,BEAST,Cube Entertainment,Cube Entertainment
5452e836-9169-4ffd-8b33-e04ff5d52c38,Change,Promotion,2010-01-04,KR,HyunA,Cube Entertainment,Cube Entertainment
59c8c7fe-191f-4f05-8910-57764a839802,MELTING,Official,2012-10-21,KR,HyunA,Cube Entertainment,Cube Entertainment
5bc93d57-7c8e-42b2-91b1-6cf10f093f8d,Fiction and Fact,Official,2011-05-17,,BEAST,Cube Entertainment,Cube Entertainment
5f3c8f71-767f-46a6-a73b-bba4459a9448,Midnight Sun,Official,2012-07-24,KR,BEAST,Cube Entertainment,Cube Entertainment
5f8632b7-2fc5-4632-b2fe-ceea850fde59,Born TO Beat (Asia Special Edition),Official,2012-05-23,KR,BTOB,Cube Entertainment,Cube Entertainment
640bef16-3797-47b3-8a6c-d5c094ded312,Lights Go on Again,Official,2010-11-09,XW,BEAST,Cube Entertainment,Cube Entertainment
654d743c-27ae-44d3-a7d3-045928637f40,Born TO Beat (Asia Special Edition),Official,2012-05-23,XW,BTOB,Cube Entertainment,Cube Entertainment
68dad3f8-f67d-4944-971e-c47e494e8a36,Born TO Beat,Official,2012-04-03,XW,BTOB,Cube Entertainment,Cube Entertainment
6bdbf4e4-3b73-4264-951f-1881554a39a7,Change,Official,2010-08-10,XW,HyunA,Cube Entertainment,Cube Entertainment
72b252c5-760f-4c62-8eff-8645419bdf85,The Next Big Thing,Official,2012-12-07,XW,노지훈,Cube Entertainment,Cube Entertainment
73e1dcb1-9e2d-45ef-a174-e05ba6c3de63,Melting,Official,2012-10-21,AF,HyunA,Cube Entertainment,Cube Entertainment
749bdef5-76f4-4930-9a29-1f2adb3ec060,Draw G's First Breath,Official,2010-07-15,KR,G.NA,Cube Entertainment,Cube Entertainment
788db586-ae3e-495d-a7bd-5773dcc0abac,For Muzik,Official,2009-08-31,KR,4minute,Cube Entertainment,Cube Entertainment
78c13270-eff4-43ca-879f-6631ec990544,Press Play,Official,2012-09-12,XW,BTOB,Cube Entertainment,Cube Entertainment
7b6d15e8-6951-427d-be75-967fd700321c,4MINUTES LEFT,Official,2011-04-05,KR,4minute,Cube Entertainment,Cube Entertainment
7c334c49-dcb7-45eb-91aa-dcfb528cb96c,Mastermind,Official,2010-09-28,XW,BEAST,Cube Entertainment,Cube Entertainment
7f8dcd2d-a29b-4cf3-893d-af1fad32dee9,The First Collage,Official,2012-11-29,KR,양요섭,Cube Entertainment,Cube Entertainment
7fed3499-18e1-4a6d-a5a6-f94ca41e2013,A Bitter Day,Official,2011-06-30,KR,"HyunA, 용준형, G.NA",Cube Entertainment,Cube Entertainment
816cec4f-704e-4905-884e-ddbdea33d83e,Draw G's First Breath,Official,2010-07-15,KR,G.NA,Cube Entertainment,Cube Entertainment
81ea01c1-d680-4bb0-a09c-7939ffb7c9b1,Fiction and Fact,Official,2011-05-17,KR,BEAST,Cube Entertainment,Cube Entertainment
83433c73-6e47-4ae6-8e3c-b4a6515b0df6,비밀(Insane) Official Music Video,Official,2012-03-21,XW,BTOB,Cube Entertainment,Cube Entertainment
8507147f-4d06-4581-9ad5-fbcd073dd2ad,MELTING,Official,2012-11-30,TW,HyunA,Cube Entertainment,Cube Entertainment
87ac1c39-e365-43f4-85bf-886e57cc5147,MIDNIGHT SUN -JAPAN EDITION-,Official,2012-09-25,JP,BEAST,Cube Entertainment,Cube Entertainment
8a891cf4-a1d9-46ba-8e8a-e3177e8ad2ca,Fly So High,Official,2011-07-20,XW,U-CUBE,Cube Entertainment,Cube Entertainment
8b5a4eda-5311-4ea8-aafe-14c8283fd603,그 입술을 뺏었어(Irresistible Lips) M/V,Official,2012-05-23,XW,BTOB,Cube Entertainment,Cube Entertainment
8bbb9c4b-06c2-4155-a702-ceb5404e4f65,Born to Beat,Official,2012-04-03,US,BTOB,Cube Entertainment,Cube Entertainment
92326d15-549b-4159-8cd4-52381bd1347b,4minutes Left,Official,2011-04-05,XW,4minute,Cube Entertainment,Cube Entertainment
94eeab80-9ef8-4047-b0f4-8bb6a1087357,Hit Your Heart,Official,2010-05-19,KR,4minute,Cube Entertainment,Cube Entertainment
955f8385-95d8-481b-93d6-8eed031a6086,Ice Cream,Official,2012-10-22,KR,"HyunA, Maboos",Cube Entertainment,Cube Entertainment
95fbb420-2f2d-4792-be59-300d7a256660,Milk Tea (후쿠야마 마사하루 리메이크),Official,2011-03-17,KR,G.NA,Cube Entertainment,Cube Entertainment
9d13ddc2-8f62-43e8-80bc-b79312957ff1,4MINUTES LEFT,Official,2011-04-05,KR,4minute,Cube Entertainment,Cube Entertainment
9e84f769-c026-4f10-9df3-41acd4f1a4dc,Bubble Pop!,Official,2011-07-05,KR,HyunA,Cube Entertainment,Cube Entertainment
a4eeb201-7e31-4206-93e1-9536abc3d995,The Next Big Thing,Official,2012-11-07,KR,노지훈,Cube Entertainment,Cube Entertainment
a88d2abe-fd76-49ed-ab7c-a0d28250d646,사랑병 (Love Virus) Official MV,Official,2012-07-11,XW,"BTOB, 유성은",Cube Entertainment,Cube Entertainment
aad55f37-16dd-4462-97a8-69e77214ec2a,Black & White,Official,2011-01-20,KR,G.NA,Cube Entertainment,Cube Entertainment
