release_id,title,status,release_date,country,artists,retrieved_label_name,query_label_name
01c93b45-33dc-4de0-9fdd-60fb807f8f6e,FUEGO,Official,2024-03-20,,THE NEW SIX,P NATION,P NATION
01ce5039-1209-4a61-a724-c4f8aac94207,Who Dat B,Official,2019-09-23,XW,Jessi,P NATION,P NATION
0c7785fb-79b4-4bf9-bd12-009e0a7abf95,나빌레라,Official,2022-07-20,KR,HyunA,P NATION,P NATION
14286ee4-7b88-4447-a68e-57dd68548c5c,Organic,Official,2021-08-25,KR,PENOMECO,P NATION,P NATION
199d2163-ace8-4b0a-b473-665ffe96d3e9,I’m Not Cool,Official,2021-01-28,KR,HyunA,P NATION,P NATION
20c6c0cb-1bf0-4d6c-a875-713e729da045,Undo,Official,2022-06-30,AL,Heize,P NATION,P NATION
26f15830-48ea-47a8-91da-0796bcabf321,Undo,Official,2022-06-30,KR,Heize,P NATION,P NATION
297e241e-25d3-4de8-bb01-92db07c3d2d7,Rush Hour,Official,2022-09-22,AF,Crush,P NATION,P NATION
29dbd9aa-3dcd-4bbc-bb6d-ed2c856bfee6,I’m Not Cool,Official,2021-01-28,KR,HyunA,P NATION,P NATION
2abb5218-3226-40c1-8aca-2512bd560150,Stupid Cool,Official,2022-06-16,XW,DAWN,P NATION,P NATION
2afc431e-1ddc-4d91-9784-c72d463c0db9,Fresh,Official,2024-03-05,,Daniel Jikal,P NATION,P NATION
2b58535a-abda-4b99-a048-88245938e566,Respect,Official,2023-09-21,,안신애,P NATION,P NATION
2c867765-9f4b-4de7-9fa8-517f4ab3e3b5,MONEY,Official,2019-11-05,KR,DAWN,P NATION,P NATION
31b40e79-a9a7-4229-a95b-551456c49b44,NUNA,Official,2020-07-30,AF,Jessi,P NATION,P NATION
3a4e60b2-cddc-4b9d-b726-b1a038383ea9,Digital Lover,,2020-02-20,,Crush,P NATION,P NATION
3f6df8e4-5c06-4ce3-b0ab-725c3e279879,VingleVingle,Official,2023-04-05,AL,Heize,P NATION,P NATION
42afe280-5044-4d08-8442-b1cce2974f7b,Drip,Official,2019-11-01,XW,Jessi,P NATION,P NATION
4406c0f3-c69b-4782-b999-d9d3e4337dcb,PSY 9th,Official,2022-04-29,AF,PSY,P NATION,P NATION
4b591717-f3a5-44cd-8cef-a8091bf4e24d,싸다9,Official,2022-04-29,KR,PSY,P NATION,P NATION
503d96e2-69f1-4837-9777-60249376b9e1,나빌레라,Official,2022-07-20,KR,HyunA,P NATION,P NATION
50705061-a53d-460a-a4ae-5939d462cc3b,What Type of X,Official,2021-03-17,AF,Jessi,P NATION,P NATION
52c76c10-a123-45e1-aff0-9216f61648f6,1+1=1,Official,2021-09-09,AF,"HyunA, DAWN",P NATION,P NATION
6645a0c8-edb5-4365-b456-ac9c35c1b7f7,ZOOM,Official,2022-04-13,AF,Jessi,P NATION,P NATION
78650638-95e5-4e5e-a7ba-641a3da031fd,WAY UP,Official,2022-05-17,XW,THE NEW SIX,P NATION,P NATION
7aa913c1-5832-4b36-8470-cc098faab48f,빙글빙글,Official,2023-04-05,KR,Heize,P NATION,P NATION
7b2172af-ed8e-4ef6-b566-683748f71cf4,NUNA,Official,2020-07-30,KR,Jessi,P NATION,P NATION
7cd0392d-df3a-458c-be62-24d5389aef84,엄마가 필요해,Official,2022-03-29,KR,Heize,P NATION,P NATION
7d1cfaca-1ad9-4edd-8cf2-2efeef0de2da,Nabillera,Official,2022-07-20,AF,HyunA,P NATION,P NATION
81f98819-2c15-4803-b105-6a4a661592d2,NAPPA,Official,2019-08-28,XW,Crush,P NATION,P NATION
82adf6cf-ca4a-4621-a8b9-b7ac55063ed5,어떤X (What Type of X),Official,2021-03-17,KR,Jessi,P NATION,P NATION
831d6313-44bd-4b0e-88c1-fd6b9b4baa15,HAPPEN,Official,2021-05-20,KR,Heize,P NATION,P NATION
853d36d5-3c62-4a98-8d65-e0f2f324564c,Undo,Official,2022-06-30,KR,Heize,P NATION,P NATION
864860f6-666e-404f-a05e-29eb60a0cb82,싸다9,Official,2022-04-29,KR,PSY,P NATION,P NATION
88319c70-094f-4d92-95c6-7fc7b0b4f1a4,Dry Flower,Official,2021-04-20,AF,PENOMECO,P NATION,P NATION
886b2297-58c9-4a4e-a6db-ddace5aed69f,Love Never Dies,Official,2023-02-15,XW,THE NEW SIX,P NATION,P NATION
8feef92d-461e-43cd-9fab-4ec1082582c3,MONEY,Official,2019-11-05,XW,DAWN,P NATION,P NATION
96fc9cf5-38c3-4451-b68c-2e0fb9c0a791,I’m Not Cool,Official,2021-01-28,,HyunA,P NATION,P NATION
9a398382-7015-470b-b9d4-382942dc5d27,ZOOM,Official,2022-04-13,XW,Jessi,P NATION,P NATION
a5851947-e810-45df-9d2e-858fdb0ac249,homemade 1,Official,2020-05-20,XW,Crush,P NATION,P NATION
ac19f8a1-7944-48d0-9c71-560839bd14e5,FLOWER SHOWER,Official,2019-11-05,AF,HyunA,P NATION,P NATION
ae09a6a0-1cda-4e3e-9537-7055240def9b,1+1=1,Official,2021-09-09,KR,"HyunA, DAWN",P NATION,P NATION
b6f3da7b-4deb-45fa-9c54-6b6f177cfed3,Digital Lover (Jessi Ver.),Official,2020-03-19,,Jessi,P NATION,P NATION
b789399a-1dc7-4d67-84d0-6ec9246d813f,POTENTIAL,Official,2020-12-30,XW,D.Ark,P NATION,P NATION
bce4c36b-22aa-43c1-8f46-f6ae35ff6574,EP1 GENIUS,Official,2021-05-13,XW,D.Ark,P NATION,P NATION
c30d439b-0e72-45a8-936f-5c2dff6322d5,I Love My Body,Official,2023-09-06,KR,HWASA,P NATION,P NATION
c3def37f-3eaf-447c-8c78-e70c4654fabf,FLOWER SHOWER,Official,2020-02-05,HK,HyunA,P NATION,P NATION
c43aa1fe-ecc9-46d8-a534-28b9c5680674,BOYHOOD,Official,2023-06-07,KR,THE NEW SIX,P NATION,P NATION
c57d7fef-6b49-4a49-aafc-371a53127af9,Nabillera,Official,2022-07-20,AL,HyunA,P NATION,P NATION
ca20722f-588d-406c-8ed9-67dad0bbe5fb,with HER,Official,2020-10-20,US,Crush,P NATION,P NATION
d2a7c855-e754-4398-b3c6-8ae3e3214b02,From Midnight To Sunrise,Official,2019-12-05,KR,Crush,P NATION,P NATION
