release_id,title,status,release_date,country,artists,retrieved_label_name,query_label_name
05b8029e-67f5-40a7-bfee-911092146961,hyde,Official,2013-05-20,KR,VIXX,Jellyfish Entertainment,Jellyfish Entertainment
0626149f-2f54-491b-b276-965fa0f84429,Whisper,Official,2017-08-28,KR,VIXX LR,Jellyfish Entertainment,Jellyfish Entertainment
0a3d2966-3a72-4221-8f87-12a84a79648d,낭만닥터 김사부 OST Part.2,Official,2016-11-30,KR,해빈,Jellyfish Entertainment,Jellyfish Entertainment
0a6aa9e4-3aba-4a62-a179-14dd3df6eb9e,Act.3 Chococo Factory,Official,2017-11-08,KR,gugudan,Jellyfish Entertainment,Jellyfish Entertainment
0b800c71-ed9f-428f-8feb-70644d65f7a7,Just That,Official,2016-09-20,XW,"Soo-Hyun Park, LEO",Jellyfish Entertainment,Jellyfish Entertainment
11273810-a6f8-4172-9d42-3aa4130e7339,桃源境,Official,2017-05-15,KR,VIXX,Jellyfish Entertainment,Jellyfish Entertainment
116c7823-fbcc-410e-a49a-a93ef5237e49,Act.2 Narcissus,Official,2017-02-27,KR,gugudan,Jellyfish Entertainment,Jellyfish Entertainment
1190f131-0e47-4d40-9875-8c93416f0848,Chained up,Official,2015-11-10,KR,VIXX,Jellyfish Entertainment,Jellyfish Entertainment
1506270f-de04-42a9-8b71-7ff575dd7563,Hades,Official,2016-08-12,KR,VIXX,Jellyfish Entertainment,Jellyfish Entertainment
155da817-6937-4404-8e96-ad65ad306342,다칠 준비가 돼 있어,Official,2013-01-17,KR,VIXX,Jellyfish Entertainment,Jellyfish Entertainment
16f4cc64-ea35-4fd2-afa0-714b2b9a651a,KER,Official,2016-11-21,KR,VIXX,Jellyfish Entertainment,Jellyfish Entertainment
1726cac3-2081-4031-90e1-993fcde163c8,야생화,Official,2014-03-28,KR,박효신,Jellyfish Entertainment,Jellyfish Entertainment
17e634e2-05b9-413d-a94f-801054bd9480,ETERNITY,Official,2014-05-27,KR,VIXX,Jellyfish Entertainment,Jellyfish Entertainment
19049668-bced-4aa2-a693-fc588ffa1692,Beautiful Liar,Official,2015-08-17,KR,VIXX LR,Jellyfish Entertainment,Jellyfish Entertainment
