release_id,title,status,release_date,country,artists
01af73d6-1d83-4b47-a37c-50a137b1eb42,OFF DUTY,Official,2019-11-26,,Dynamic Duo
04e42732-7c51-42be-aa95-c478944ca3ac,모히칸과 맨발,,2012-10-09,KR,JTONG
0820173e-d17d-4ce3-837f-7a24f3fb345d,Vacation,Official,2018-08-21,KR,개코
0de6b7ad-f30d-4f83-abf3-b3aaae757232,Ames Room,Official,2010-10-01,KR,"Supreme Team, 영준"
0eb3f07a-1849-4df9-bb26-3a631ff27974,REDINGRAY,Official,2014-10-17,KR,개코
12b8f367-1845-433a-8dc5-61ac972b806d,Pop,Official,2017-08-30,KR,Primary
138359fd-63d7-4d45-b6f0-bdfa9262d078,봉제선,Official,2018-02-07,KR,Dynamic Duo
1471349c-043b-427e-8ff6-3cef3d491f70,Crush on You,Official,2014-06-05,KR,Crush
163b0233-9a28-47f6-9a3f-a58637a8d2f3,You,Official,2020-01-23,XW,"Dynamic Duo, CHEN"
17227b89-6734-4f2f-bccb-7c7bba249fa9,wonderlust,Official,2016-10-17,KR,Crush
1d7d59d8-cbf7-4a04-a733-dac750d31ea9,Cold,,2020-02-25,,개코
1e8abf79-ed37-45b4-930d-45ffc314985d,가끔,Official,2014-04-02,KR,Crush
224970b9-cd1e-4211-b388-de87e91b26ee,Do Worry Be Happy,Official,2018-04-03,,"Primary, 안다"
23b380ad-a6bd-4fa6-8c1e-94137315aa6b,Interlude,Official,2016-05-09,KR,Crush
26a3f6d3-3a17-4f0e-a2e3-21800bc9aebf,SsSs,Official,2014-12-05,KR,"Dynamic Duo, 박정현"
2e15d99c-7126-4195-866e-b15509a2ac06,잊어버리지마,Official,2016-01-22,KR,Crush
3017254c-bc7a-48c1-9207-fb4c8eb479f1,잊을만하면,Official,2018-05-03,KR,Crush
3027ec0f-ddee-4643-b84f-381e4a83e928,Hobby,Official,2016-06-30,KR,"최자, Primary"
36717e1b-3aab-4da5-ad4c-1b3fdff68ed9,Andre,Official,2015-05-27,KR,Yankie
