release_id,title,status,release_date,country,artists,retrieved_label_name,query_label_name
04f54bc4-be49-471a-8344-a3d9787805a9,New Schoolgirl,Official,2009-01-29,KR,After School,PLEDIS Entertainment,Pledis Entertainment
054fe31b-352f-42c1-8abe-41f16d92c510,여보세요,Official,2013-02-08,KR,NU'EST,PLEDIS Entertainment,Pledis Entertainment
086e836e-7c46-4136-91e6-129acadfe23e,잠꼬대,Official,2013-08-22,KR,NU'EST,PLEDIS Entertainment,Pledis Entertainment
0c31b948-bc10-42ba-ad1c-c5cb3b910c31,My Copycat,Official,2014-08-18,,Orange Caramel,PLEDIS Entertainment,Pledis Entertainment
0cbcabfa-af20-4c1e-9075-49e482de7f37,Q Is.,Official,2016-02-17,KR,NU'EST,PLEDIS Entertainment,Pledis Entertainment
170d57a5-60a7-43b5-9855-16c025a307cd,Lipstick,Official,2012-09-12,KR,Orange Caramel,PLEDIS Entertainment,Pledis Entertainment
1820dbdf-baea-484b-b8ab-bdd74ae947f1,Who Are You?,Official,2013-10-10,KR,가희,PLEDIS Entertainment,Pledis Entertainment
19175c62-b0da-4260-a491-f733d6898fc7,Re:BIRTH,Official,2014-07-09,US,NU'EST,PLEDIS Entertainment,Pledis Entertainment
19f19340-8dd3-4eef-8e97-0098fe0c131e,까탈레나,Official,2014-03-12,KR,Orange Caramel,PLEDIS Entertainment,Pledis Entertainment
20a763e7-cd2f-4b56-8791-e1946750592b,17 CARAT,Official,2015-05-29,XW,SEVENTEEN,PLEDIS Entertainment,Pledis Entertainment
2210be01-c02f-466b-b412-aa5aeaa9f318,Diva,Official,2009-04-09,KR,After School,PLEDIS Entertainment,Pledis Entertainment
259e8cf1-55bd-4c7f-ad63-44995fd3f2e3,Dress to kill (mu-mo Edition),Official,2014-03-19,JP,After School,PLEDIS Entertainment,Pledis Entertainment
29a9ea05-4fcc-4846-8128-f75723f6965e,Flashback,Official,2012-06-20,KR,After School,PLEDIS Entertainment,Pledis Entertainment
29be1152-cf09-4f48-b870-dc25035e59d0,립스틱 (Lipstick),Official,2012-09-12,XW,Orange Caramel,PLEDIS Entertainment,Pledis Entertainment
33901a80-e61a-4f9c-ba6b-4612aeb8b239,Bang!,Official,2010-03-25,KR,After School,PLEDIS Entertainment,Pledis Entertainment
37f0f74c-4dc7-4b38-b0dd-2f09139bc5b2,쉬운 여자 아니에요,Official,2015-01-23,KR,Lizzy,PLEDIS Entertainment,Pledis Entertainment
383c237f-3f4c-4b97-895c-1ef88da374d6,Sickness,Official,2016-03-26,,VERNON,PLEDIS Entertainment,Pledis Entertainment
3b6bc1f6-794a-4e64-8527-4a29c3e8df97,잠꼬대,Official,2013-08-22,KR,NU'EST,PLEDIS Entertainment,Pledis Entertainment
3c32223f-4da4-48f7-9944-1db204b878a8,"Type ""B"": Back to 80's",Official,2009-03-27,KR,손담비,PLEDIS Entertainment,Pledis Entertainment
4273fb19-18ab-4826-baf7-b9d07ea0f328,Moonbow,Official,2015-04-03,KR,Fromm,PLEDIS Entertainment,Pledis Entertainment
42be3bc6-d1b3-4665-a37e-80f744b0b9ca,눈물이 주르륵,Official,2012-11-12,XW,손담비,PLEDIS Entertainment,Pledis Entertainment
494f54c6-644d-476f-b9c1-e83c62673cea,Red,Official,2011-07-20,KR,A.S. RED,PLEDIS Entertainment,Pledis Entertainment
496799b1-fe77-4cf8-a2bd-5bfa19055863,한여름밤의 꿀,Official,2014-06-12,KR,"San E, Raina",PLEDIS Entertainment,Pledis Entertainment
4ab89dc6-7c04-4b91-ade4-dbdd7b40190e,Please come back,Official,2011-02-14,,가희,PLEDIS Entertainment,Pledis Entertainment
4c0469f2-fbbe-439f-b65a-646d4a6c68f3,17 CARAT,Official,2015-06-01,KR,SEVENTEEN,PLEDIS Entertainment,Pledis Entertainment
532c9d08-ca2e-48d7-9e64-b01c32ce2ebe,BLUE,Official,2011-07-21,KR,After School,PLEDIS Entertainment,Pledis Entertainment
54913b6f-f90d-49c7-a15e-9c5f3b1c433b,Love & Letter,Official,2016-07-04,KR,SEVENTEEN,PLEDIS Entertainment,Pledis Entertainment
