release_id,title,status,release_date,country,artists
02fbd1a4-496a-4dec-8ed1-8c47f495c03c,바다 보러 갈래? Official MV,Official,2021-08-16,XW,"김종국, ATEEZ"
03d352f7-13a1-44c7-843f-ee9e8abbaaa7,TREASURE EP.3: One To All,Official,2019-06-10,KR,ATEEZ
03ee318b-361c-49f4-b9f8-efe009c14de7,HOUSE OF TRICKY : How To Play,Official,2023-08-03,KR,xikers
04c4b775-0a3f-424a-8ae1-55465d967a24,"HALA HALA (Hearts Awakened, Live Alive) Performance Video",Official,2019-01-08,XW,ATEEZ
07603dce-ead9-47b6-9428-da11d5f47e31,TREASURE EP.3: One To All,Official,2019-06-10,KR,ATEEZ
14ea769c-2c92-4cc3-9de9-d7048e5cf9ad,Answer (Japanese Ver.) Official Music Video,Official,2020-01-28,XW,ATEEZ
18a54c1f-0718-470e-8f10-9db8915989d8,ZERO : FEVER Part.1,Official,2020-07-29,XW,ATEEZ
1b43fdb4-c140-4f91-bcab-8c76d462e353,"HALA HALA (Hearts Awakened, Live Alive) Official MV (Performance ver.)",Official,2019-02-06,XW,ATEEZ
1ce2bfe5-b480-45e6-915c-ab9eafccbe06,TREASURE EPILOGUE : Action to Answer,Official,2020-01-06,KR,ATEEZ
1e6df052-0c8a-499a-93f4-f4ef260572dc,AURORA Official MV (Performance ver.),Official,2019-07-07,XW,ATEEZ
1e921416-e7f1-48d3-b8ea-aa2b3bfa160e,ZERO : FEVER Part.3,Official,2021-09-13,KR,ATEEZ
2201a268-afad-4287-9921-8da42356f154,TREASURE EP.FIN: All To Action,Official,2019-10-08,KR,ATEEZ
234bb3c3-ac6c-48da-9625-b32f887899dc,Guerrilla Official MV,Official,2022-07-29,XW,ATEEZ
240b5ecd-f249-49a5-849e-ba294d1732b0,From,,2018-07-02,KR,ATEEZ
249ddf01-62c5-4c67-b915-23f14712877c,ZERO : FEVER Part.2,Official,2021-03-01,,ATEEZ
24a17cbb-5197-4c78-9c0f-ced9009f71f9,夢; 날다,Official,2018-04-09,KR,허영생
25ffa148-afc5-45d9-9653-78f57eed280c,ZERO: FEVER Part.1,Official,2020-07-29,KR,ATEEZ
2634007d-8a11-4960-9084-eab2280bfc0f,Spin Off : From The Witness,Official,2022-12-30,KR,ATEEZ
2755f8c3-54d7-43e6-b253-d50195956559,TREASURE EP.FIN: All To Action,Official,2019-10-08,US,ATEEZ
281e58de-597e-4600-9cc2-7508ac9c1416,Your Warmth,Official,2019-12-03,,Babylon
2ebc6399-ea79-457c-b9cc-c57f08c707dc,HOUSE OF TRICKY : Doorbell Ringing,Official,2023-03-30,XW,xikers
312f57c2-c7c0-4577-b703-fb089bb9af29,ZERO : FEVER Epilogue,Official,2021-12-10,KR,ATEEZ
33120e88-51d3-450b-94a9-92a9ccb8eb32,B‐DAY,Official,2017-03-22,XW,"Haee, Kisum"
35c0f9cd-266c-4558-8e93-190045ba72ca,ZERO : FEVER Epilogue,Official,2021-12-10,KR,ATEEZ
36bb3c0a-eb61-46c4-9f45-400270b627e5,ILLUSION Official MV,Official,2019-06-10,XW,ATEEZ
391dfeb7-63bd-49a1-a6c4-ed760fd12d4a,Lazy Love,,2018-05-14,,"EDEN, 윤하"
399f2707-7c08-4a73-90ce-a3dec4870749,ZERO : FEVER PART 2,Official,2021-03-03,KR,ATEEZ
3c7c7b24-2e1e-4b18-b50a-36235f14a0e1,ZERO : FEVER Epilogue,Official,2021-12-10,KR,ATEEZ
40008d03-e334-4287-9142-dc4faac68134,TREASURE EPILOGUE : Action to Answer,Official,2020-01-06,KR,ATEEZ
4249e108-6b02-4ade-82b4-fde18782783c,Drive,,2018-08-30,,"EDEN, Babylon, WOODZ"
46cfb3e8-92e8-48c6-b05e-02190b078704,HOUSE OF TRICKY : How To Play,Official,2023-08-02,XW,xikers
49d8ef54-0243-4877-8f03-7c7b03065047,Treasure Official MV,Official,2018-10-24,XW,ATEEZ
4e5ddbad-6539-4cce-b55e-0eaff608238c,ROCKY (Boxers Ver.) Official Music Video,Official,2022-05-17,XW,ATEEZ
4ea26435-612b-451d-bf0b-a5fa84f8d783,멋(The Real) (흥 : 興 Ver.) Official MV,Official,2021-12-09,XW,ATEEZ
52bfad1d-ce9f-4c81-a506-74386b28c8a2,Deja Vu Official MV,Official,2021-09-13,XW,ATEEZ
55fc9bf3-70a7-4a66-9867-d2cdc5c66a3c,THE WORLD EP.FIN : WILL,Official,2023-12-01,,ATEEZ
5b60cc76-3d43-42cb-bc6d-7d1a92a4c24c,The World EP.1 : Movement,Official,2022-07-29,KR,ATEEZ
5e267444-abc5-4d5a-9316-ce5937bf0676,TREASURE EPILOGUE : Action to Answer,Official,2020-01-06,XW,ATEEZ
5faba590-9707-40a2-8e7b-a55af35e6785,But Maybe,,2019-04-03,,Maddox
5fb36583-e54b-486a-bea6-c289b00d8306,HOUSE OF TRICKY : How To Play,Official,2023-08-03,KR,xikers
62ed25bf-3efd-4e80-9895-e088bf17dfe4,ZERO : FEVER Part.3,Official,2021-09-13,KR,ATEEZ
63a896ab-dd9e-403f-8061-6c10503d7f97,THE BLACK CAT NERO,Official,2020-10-30,KR,ATEEZ
64fc359f-6399-4e7e-b560-9c777b6d8cbe,WONDERLAND Official MV,Official,2019-10-08,XW,ATEEZ
68e74ebd-37d1-4789-ba81-0a0d224f5e14,Fireworks,Official,2018-10-31,XW,"EDEN, Haee"
6a38b37d-a960-480d-bd47-c9ff95abb466,INCEPTION Official MV,Official,2020-07-29,XW,ATEEZ
6ae45ce7-19ba-4f52-b8d8-0b219e0a0b4b,HOUSE OF TRICKY : How To Play,Official,2023-08-02,KR,xikers
6b43c809-fd72-4a26-8cc0-200b4093e37e,THE WORLD EP.2 : OUTLAW,Official,2023-06-16,AF,ATEEZ
70e23808-789f-41d4-a5ea-29d75ab50b3b,THE WORLD EP. FIN: WILL,Official,2023-12-01,KR,ATEEZ
7287c5d5-4cb7-4f49-8953-c7690b9b03c2,야간비행 (Turbulence) Official MV,Official,2021-12-02,XW,ATEEZ
74a754e5-be75-4ff6-a32e-7d9cdc7ab662,AGAIN,,2019-05-01,,"EDEN, Sophiya"
75803f22-c6c1-4eb0-baf2-4880233bdeb0,LAMP,,2018-12-20,,"EDEN, Maddox"
77f3e806-1ece-40bf-bcfb-cb7b25aa3d02,THE WORLD EP. FIN: WILL,Official,2023-12-31,KR,ATEEZ
7edbde31-60cd-4181-a90c-b82b398894c2,Happy New Year My Lover,,2018-12-29,,EDEN
